Date,Open,High,Low,Close,Adj Close,Volume
25-Dec-1995,,,,,,
26-Dec-1995,,,,,,
27-Dec-1995,,,,,,
28-Dec-1995,,,,,,
29-Dec-1995,,,,,,
01-Jan-1996,,,,,,
02-Jan-1996,44.78042221069336,44.97261428833008,44.20384979248047,44.97261428833008,26.809873580932617,5203.0
03-Jan-1996,44.97261428833008,44.97261428833008,44.97261428833008,44.97261428833008,26.809873580932617,0.0
04-Jan-1996,43.435089111328125,44.39604187011719,43.435089111328125,44.29994583129883,26.40887260437012,1040.0
05-Jan-1996,44.38643264770508,44.39604187011719,44.38643264770508,44.39604187011719,26.46615219116211,1300.0
08-Jan-1996,44.39604187011719,44.20384979248047,43.242897033691406,44.20384979248047,26.351577758789062,3382.0
09-Jan-1996,44.20384979248047,41.32099151611328,39.78346633911133,39.79307556152344,23.72215461730957,1821.0
10-Jan-1996,40.36003875732422,43.62727737426758,40.36003875732422,43.62727737426758,26.007869720458984,2601.0
11-Jan-1996,43.62727737426758,47.278900146484375,43.62727737426758,46.51013946533203,27.7264404296875,3642.0
12-Jan-1996,46.51013946533203,49.96957015991211,47.47109222412109,48.047664642333984,28.64301872253418,3382.0
15-Jan-1996,48.047664642333984,52.85243225097656,48.047664642333984,52.85243225097656,31.50733184814453,6503.0
16-Jan-1996,52.85243225097656,54.29386138916016,52.85243225097656,53.11188888549805,31.661998748779297,3382.0
17-Jan-1996,51.50709533691406,54.77433776855469,50.93052291870117,52.27585983276367,31.16360855102539,8585.0
18-Jan-1996,52.27585983276367,52.85243225097656,49.00861740112305,49.777381896972656,29.67417335510254,5723.0
19-Jan-1996,49.777381896972656,51.89147567749024,49.29690170288086,51.776161193847656,30.865724563598636,84031.0
22-Jan-1996,51.776161193847656,51.89147567749024,50.546142578125,50.546142578125,30.13246154785156,317653.0
23-Jan-1996,50.546142578125,52.41039276123047,49.48909378051758,49.48909378051758,29.50230598449707,56194.0
24-Jan-1996,49.48909378051758,49.00861740112305,48.76837921142578,48.76837921142578,29.072673797607425,52031.0
25-Jan-1996,48.76837921142578,48.43204498291016,46.8945198059082,47.47109222412109,28.2993106842041,6243.0
26-Jan-1996,47.47109222412109,47.47109222412109,47.47109222412109,47.47109222412109,28.2993106842041,0.0
29-Jan-1996,47.08671188354492,47.85547256469727,47.08671188354492,47.85547256469727,28.5284481048584,2081.0
30-Jan-1996,47.85547256469727,48.3359489440918,47.66328430175781,47.66328430175781,28.413881301879883,2861.0
31-Jan-1996,47.66328430175781,48.047664642333984,47.66328430175781,48.047664642333984,28.64301872253418,1300.0
01-Feb-1996,48.0668830871582,48.0668830871582,48.0668830871582,48.0668830871582,28.654481887817383,260.0
02-Feb-1996,48.0668830871582,48.43204498291016,48.43204498291016,48.43204498291016,28.872169494628903,260.0
05-Feb-1996,48.43204498291016,52.26625061035156,52.22780990600586,52.22780990600586,31.13496208190918,1300.0
06-Feb-1996,52.22780990600586,52.32390594482422,52.32390594482422,52.32390594482422,31.192258834838867,260.0
07-Feb-1996,52.32390594482422,49.00861740112305,49.00861740112305,49.00861740112305,29.21588516235352,260.0
08-Feb-1996,49.00861740112305,49.00861740112305,49.00861740112305,49.00861740112305,29.21588516235352,0.0
09-Feb-1996,49.00861740112305,49.00861740112305,48.047664642333984,48.047664642333984,28.64301872253418,3121.0
12-Feb-1996,48.047664642333984,48.047664642333984,48.047664642333984,48.047664642333984,28.64301872253418,0.0
