Date,Open,High,Low,Close,Adj Close,Volume,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
04-Jun-2021,93.5,97.9499969482422,93.3499984741211,97.5,97.5,33673665.0,33716071,3234775278.9,105715,10370936,30.76
07-Jun-2021,97.95,98.7,95.8,97.45,97.5,20419279.0,20419279,1989769491.75,73669,6269678,30.7
08-Jun-2021,97.6,98.3,94.3,96.6,97.45,10408257.0,10408257,1004068371.5,39688,2439773,23.44
09-Jun-2021,97.45,98.1,94.0,95.05,96.6,15284101.0,15284101,1475737547.9,59530,6344403,41.51
10-Jun-2021,96.0,100.6,95.5,99.05,95.05,24562175.0,24562175,2419923933.45,86914,7256429,29.54
11-Jun-2021,99.5,99.9,96.6,97.85,99.05,13066107.0,13066107,1283460381.45,51756,3737293,28.6
14-Jun-2021,97.35,97.9,93.85,97.05,97.85,13431404.0,13431404,1293309767.85,50582,2669373,19.87
15-Jun-2021,97.55,101.1,97.3,98.55,97.05,19000566.0,19000566,1881283868.05,67965,4008734,21.1
16-Jun-2021,98.7,99.35,96.0,96.35,98.55,11497394.0,11497394,1119082722.05,39748,3418126,29.73
17-Jun-2021,95.7,96.35,93.05,93.95,96.35,15677255.0,15677255,1482990829.8,57463,5320603,33.94
18-Jun-2021,94.4,94.95,88.95,91.45,93.95,22384326.0,22384326,2046734628.7,68789,8420292,37.62
21-Jun-2021,89.55,93.0,89.2,92.4,91.45,13074457.0,13074457,1204669678.4,46036,3396210,25.98
22-Jun-2021,93.0,94.9,92.55,92.95,92.4,18003050.0,18003050,1690073315.35,40291,7775842,43.19
23-Jun-2021,93.75,95.95,92.6,95.05,92.95,23068660.0,23068660,2182156131.75,52924,11089982,48.07
24-Jun-2021,96.1,96.9,93.9,94.3,95.05,19321134.0,19321134,1839572309.2,60984,5840778,30.23
25-Jun-2021,94.6,96.2,94.5,95.35,94.3,7278103.0,7278103,693405948.45,25896,2175470,29.89
28-Jun-2021,95.4,96.3,94.65,95.05,95.35,6536449.0,6536449,623466402.95,21481,2064977,31.59
29-Jun-2021,95.2,95.65,93.4,93.7,95.05,6654807.0,6654807,627106557.35,25651,2316453,34.81
30-Jun-2021,93.85,94.15,92.4,92.9,93.7,13541089.0,13541089,1260105148.4,40778,5910126,43.65
01-Jul-2021,93.25,93.6,92.45,92.7,92.9,4715528.0,4715528,438247999.35,16758,881260,18.69
02-Jul-2021,92.7,93.25,92.2,92.35,92.7,4949542.0,4949542,458685280.8,17127,1394134,28.17
05-Jul-2021,92.85,93.7,92.45,93.35,92.35,8730093.0,8730093,813400300.35,28194,3696726,42.34
06-Jul-2021,93.7,94.7,92.6,92.9,93.35,9028938.0,9028938,845760021.5,28749,2392182,26.49
07-Jul-2021,92.9,93.5,92.3,93.3,92.9,4385625.0,4385625,408366049.4,14392,998855,22.78
08-Jul-2021,93.5,94.35,91.7,92.45,93.3,5632895.0,5632895,524107374.5,21929,1566358,27.81
09-Jul-2021,92.45,93.4,91.4,93.0,92.45,5220672.0,5220672,483490104.85,17962,1153594,22.1
12-Jul-2021,93.9,94.3,92.7,93.15,93.0,4950882.0,4950882,463025675.05,17325,1453261,29.35
13-Jul-2021,93.9,94.1,93.0,93.85,93.15,4584418.0,4584418,429177886.1,16294,1454283,31.72
14-Jul-2021,93.95,95.8,93.85,94.7,93.85,9879484.0,9879484,937631917.35,34844,2706926,27.4
15-Jul-2021,95.05,95.65,94.3,95.1,94.7,8098408.0,8098408,770516820.9,27130,2621832,32.37
16-Jul-2021,95.6,95.75,93.8,94.9,95.1,10224886.0,10224886,970686079.7,33379,2936392,28.72
19-Jul-2021,93.0,94.0,89.9,90.55,94.9,25467025.0,25467025,2327563239.95,85343,8508120,33.41
20-Jul-2021,90.55,91.05,87.5,87.65,90.55,15273476.0,15273476,1351117160.9,61317,6520950,42.69
22-Jul-2021,88.8,89.1,87.45,87.9,87.65,9278149.0,9278149,818884431.95,37748,3718545,40.08
23-Jul-2021,88.7,88.9,88.0,88.25,87.9,5775331,5775331,510642625.3,577533100,184731500,31.9900
26-Jul-2021,88.4,89.4,87.5,87.7,88.25,7964969,7964969,704091168.4,796496900,238771300,29.9800
27-Jul-2021,88.05,89.0,87.25,88.1,87.7,7915810,7915810,698169881.55,791581000,185739100,23.4600
28-Jul-2021,88.3,88.4,85.85,86.35,88.1,8682469,8682469,752680960.3,868246900,216846300,24.9800
29-Jul-2021,86.5,86.95,85.4,86.25,86.35,7335944,7335944,632376258.6,733594400,207437600,28.2800
30-Jul-2021,86.4,88.95,86.25,88.3,86.25,8850039,8850039,778443480.25,885003900,261557900,29.5500
02-Aug-2021,88.9,90.25,88.55,89.95,88.3,7872560,7872560,704930203.25,787256000,284035600,36.0800
03-Aug-2021,90.5,90.6,88.7,89.0,89.95,5101761,5101761,456725395.35,510176100,186326900,36.5200
04-Aug-2021,89.3,90.6,87.9,89.2,89.0,9047025,9047025,807603606.1,904702500,222900100,24.6400
05-Aug-2021,89.65,89.65,87.6,88.25,89.2,4800308,4800308,423320787.6,480030800,148441700,30.9200
06-Aug-2021,88.15,89.5,88.1,89.2,88.25,4984401,4984401,443518480.95,498440100,151055900,30.3100
09-Aug-2021,89.4,90.1,87.65,88.4,89.2,6910766,6910766,615114895.85,691076600,192719200,27.8900
10-Aug-2021,88.8,88.95,85.5,86.3,88.4,4805214,4805214,418541483.65,480521400,149890600,31.1900
11-Aug-2021,86.7,86.85,81.2,84.2,86.3,13575275,13575275,1130889930.8,1357527500,276313700,20.3500
12-Aug-2021,84.7,85.6,84.15,85.35,84.2,5004060,5004060,425593743.95,500406000,122818200,24.5400
13-Aug-2021,85.55,86.0,83.4,84.45,85.35,6862421,6862421,580488326.25,686242100,194285300,28.3100
16-Aug-2021,84.25,84.8,83.35,83.65,84.45,5123509,5123509,429969893.95,512350900,133442700,26.0500
17-Aug-2021,83.95,84.0,80.2,81.6,83.65,11184742,11184742,913253419.1,1118474200,301823500,26.9900
18-Aug-2021,81.8,82.5,81.0,81.65,81.6,5042800,5042800,412381724.65,504280000,95359900,18.9100
20-Aug-2021,80.95,81.85,78.6,79.2,81.65,7467171,7467171,599146946.3,746717100,203669600,27.2800
23-Aug-2021,79.8,80.55,76.1,76.9,79.2,7743094,7743094,603068084.0,774309400,170379900,22.000
24-Aug-2021,76.6,79.9,76.4,79.45,76.9,8593226,8593226,673670354.7,859322600,156624800,18.2300
25-Aug-2021,79.9,80.6,79.15,80.05,79.45,7647203,7647203,611237969.65,764720300,200785300,26.2600
26-Aug-2021,80.05,81.8,80.0,81.2,80.05,9093421,9093421,737525362.65,909342100,134655900,14.8100
27-Aug-2021,81.3,81.9,80.6,81.45,81.2,4352144,4352144,353828024.95,435214400,97566800,22.4200
30-Aug-2021,81.45,84.2,81.45,83.9,81.45,10246760,10246760,853250640.75,1024676000,265444500,25.9100
31-Aug-2021,84.0,84.65,82.35,83.3,83.9,6705841,6705841,560116960.8,670584100,136581300,20.3700
01-Sep-2021,83.25,84.75,82.6,83.9,83.3,6319772,6319772,529959963.1,631977200,139772600,22.1200
02-Sep-2021,83.95,84.75,83.4,84.65,83.9,4045550,4045550,340506171.8,404555000,99890600,24.6900
03-Sep-2021,84.8,85.9,83.6,84.45,84.65,6138642,6138642,519404576.6,613864200,103319900,16.8300
06-Sep-2021,84.7,85.5,84.15,84.35,84.45,3882581,3882581,328927298.9,388258100,92022000,23.700
07-Sep-2021,84.35,85.0,82.6,84.35,84.35,6540793,6540793,549965225.35,654079300,153160800,23.4200
08-Sep-2021,84.4,85.5,84.0,84.7,84.35,5530193,5530193,468443198.0,553019300,121898500,22.0400
09-Sep-2021,84.45,85.0,83.9,84.7,84.7,3284619,3284619,277667551.65,328461900,83140600,25.3100
13-Sep-2021,84.6,85.3,83.75,85.2,84.7,3865935,3865935,326879354.1,386593500,132108600,34.1700
14-Sep-2021,85.45,86.3,85.25,86.15,85.2,4426166,4426166,380050952.9,442616600,165548800,37.400
15-Sep-2021,86.15,87.0,85.9,86.65,86.15,4724774,4724774,408434375.35,472477400,147070300,31.1300
16-Sep-2021,86.9,88.1,86.1,87.7,86.65,6777284,6777284,591720915.0,677728400,208532700,30.7700
17-Sep-2021,87.85,88.05,84.95,85.5,87.7,8591446,8591446,740177590.25,859144600,240655000,28.0100
20-Sep-2021,85.0,86.9,83.5,83.8,85.5,6052256,6052256,515157423.05,605225600,118033500,19.500
21-Sep-2021,83.25,84.5,81.25,83.9,83.8,9329591,9329591,772773280.3,932959100,175587600,18.8200
22-Sep-2021,84.0,86.95,83.9,86.3,83.9,8197808,8197808,702774931.9,819780800,255885500,31.2100
23-Sep-2021,86.5,88.9,86.5,87.8,86.3,8960042,8960042,788335080.3,896004200,320290800,35.7500
