Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,584,584,100.00
20,3,3MINDIA,EQ,1458,936,64.20
20,4,522GS2025,GS,1,1,100.00
20,5,5PAISA,EQ,41534,23886,57.51
20,6,63MOONS,EQ,136068,80476,59.14
20,7,667GS2050,GS,263,263,100.00
20,8,676GS2061,GS,9315,9215,98.93
20,9,716GS2050,GS,16,16,100.00
20,10,763GS2059,GS,25,25,100.00
20,11,772GS2049,GS,2,2,100.00
20,12,A2ZINFRA,EQ,278895,179750,64.45
20,13,AAATECH,SM,3000,3000,100.00
20,14,AAKASH,EQ,67666,24805,36.66
20,15,AARON,EQ,16935,13114,77.44
20,16,AARTIDRUGS,EQ,285665,110358,38.63
20,17,AARTIIND,EQ,1905761,637342,33.44
20,18,AARTISURF,EQ,12413,6977,56.21
20,19,AARVEEDEN,EQ,125660,102777,81.79
20,20,AARVI,EQ,25662,16821,65.55
20,21,AAVAS,EQ,56441,20979,37.17
20,22,ABAN,EQ,150673,86739,57.57
20,23,ABB,EQ,85831,45687,53.23
20,24,ABBOTINDIA,EQ,24423,12335,50.51
20,25,ABCAPITAL,EQ,2165183,981690,45.34
20,26,ABFRL,EQ,14124521,2828345,20.02
20,27,ABINFRA,SM,4000,4000,100.00
20,28,ABSLBANETF,EQ,26,18,69.23
20,29,ABSLFTQVDG,MF,45000,45000,100.00
20,30,ABSLNN50ET,EQ,69,65,94.20
20,31,ABSLRIF6RG,MF,2190,2190,100.00
20,32,ACC,EQ,465284,165508,35.57
20,33,ACCELYA,EQ,39046,17470,44.74
20,34,ACCURACY,EQ,36213,25830,71.33
20,35,ACE,EQ,1178609,316385,26.84
20,36,ACRYSIL,EQ,66547,44918,67.50
20,37,ADANIENT,EQ,4403219,1083252,24.60
20,38,ADANIPORTS,EQ,13440904,4125785,30.70
20,39,ADFFOODS,EQ,107242,48678,45.39
20,40,ADORWELD,EQ,18320,7814,42.65
20,41,ADSL,EQ,500170,290563,58.09
20,42,ADVANIHOTR,EQ,11252,7324,65.09
20,43,ADVENZYMES,EQ,158360,65709,41.49
20,44,AEGISCHEM,EQ,571391,219537,38.42
20,45,AGARIND,EQ,32327,24230,74.95
20,46,AGRITECH,EQ,42295,26950,63.72
20,47,AGROPHOS,EQ,96492,66525,68.94
20,48,AHLADA,EQ,146905,124938,85.05
20,49,AHLEAST,EQ,7756,4449,57.36
20,50,AHLUCONT,EQ,43656,30979,70.96
20,51,AHLWEST,EQ,16497,11006,66.72
20,52,AIAENG,EQ,8276,3805,45.98
20,53,AILIMITED,SM,3000,3000,100.00
20,54,AISL,SM,24000,2400,10.00
20,55,AJANTPHARM,EQ,184136,61725,33.52
20,56,AJOONI,EQ,206779,160083,77.42
20,57,AKASH,EQ,38696,33512,86.60
20,58,AKG,EQ,1585,1388,87.57
20,59,AKSHARCHEM,EQ,15246,7970,52.28
20,60,AKZOINDIA,EQ,6079,3331,54.80
20,61,ALANKIT,EQ,1123323,498170,44.35
20,62,ALBERTDAVD,EQ,31515,12452,39.51
20,63,ALEMBICLTD,EQ,577161,282203,48.90
20,64,ALICON,EQ,9319,5609,60.19
20,65,ALKALI,EQ,46080,29862,64.80
20,66,ALKEM,EQ,259161,58548,22.59
20,67,ALKYLAMINE,EQ,133905,49174,36.72
20,68,ALLCARGO,EQ,5148430,2732313,53.07
20,69,ALLSEC,EQ,10657,3745,35.14
20,70,ALMONDZ,EQ,10139,6963,68.68
20,71,ALOKINDS,EQ,4400956,2581330,58.65
20,72,ALPA,EQ,27534,19372,70.36
20,73,ALPHAGEO,EQ,33697,11342,33.66
20,74,AMARAJABAT,EQ,1504366,437888,29.11
20,75,AMBER,EQ,36843,21761,59.06
20,76,AMBICAAGAR,EQ,40212,32350,80.45
20,77,AMBIKCO,EQ,124640,53887,43.23
20,78,AMBUJACEM,EQ,2700828,955967,35.40
20,79,AMDIND,EQ,80900,51194,63.28
20,80,AMJLAND,EQ,399148,239892,60.10
20,81,AMRUTANJAN,EQ,38472,17149,44.58
20,82,ANDHRAPAP,EQ,91069,36325,39.89
20,83,ANDHRSUGAR,EQ,80782,31908,39.50
20,84,ANGELBRKG,EQ,205897,84030,40.81
20,85,ANIKINDS,EQ,39418,18361,46.58
20,86,ANMOL,EQ,27127,1603,5.91
20,87,ANSALAPI,EQ,135552,83948,61.93
20,88,ANSALHSG,EQ,92771,70134,75.60
20,89,ANUP,EQ,92839,36907,39.75
20,90,ANURAS,EQ,206654,83520,40.42
20,91,APARINDS,EQ,183161,98230,53.63
20,92,APCL,EQ,35811,21607,60.34
20,93,APCOTEXIND,EQ,160193,96479,60.23
20,94,APEX,EQ,143684,52684,36.67
20,95,APLAPOLLO,EQ,166442,106039,63.71
20,96,APLLTD,EQ,965849,443906,45.96
20,97,APOLLO,EQ,205586,79358,38.60
20,98,APOLLOHOSP,EQ,627367,283457,45.18
20,99,APOLLOPIPE,EQ,96952,61372,63.30
20,100,APOLLOTYRE,EQ,5767529,1456641,25.26
20,101,APOLSINHOT,EQ,3604,2385,66.18
20,102,APTECHT,EQ,1214985,330962,27.24
20,103,ARENTERP,EQ,577,318,55.11
20,104,ARIES,EQ,96997,53671,55.33
20,105,ARIHANT,EQ,21096,8276,39.23
20,106,ARIHANTCAP,EQ,52568,32029,60.93
20,107,ARIHANTSUP,EQ,189912,95074,50.06
20,108,ARMANFIN,EQ,4221,2375,56.27
20,109,AROGRANITE,EQ,395408,182623,46.19
20,110,ARROWGREEN,EQ,6851,3997,58.34
20,111,ARSHIYA,EQ,84198,67976,80.73
20,112,ARSSINFRA,EQ,33480,22131,66.10
20,113,ARTEMISMED,EQ,17135,11646,67.97
20,114,ARVIND,EQ,1749886,1055992,60.35
20,115,ARVINDFASN,EQ,337992,200087,59.20
20,116,ARVSMART,EQ,97001,56231,57.97
20,117,ASAHIINDIA,EQ,3348040,378457,11.30
