Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,1232,1232,100.00
20,3,3MINDIA,EQ,1094,710,64.90
20,4,5PAISA,EQ,25376,15835,62.40
20,5,610GS2031,GS,600,600,100.00
20,6,622GS2035,GS,100,100,100.00
20,7,63MOONS,EQ,119695,73628,61.51
20,8,667GS2050,GS,750,650,86.67
20,9,676GS2061,GS,3140,3140,100.00
20,10,719GS2060,GS,120,120,100.00
20,11,763GS2059,GS,3,3,100.00
20,12,772GS2055,GS,26,26,100.00
20,13,A2ZINFRA,EQ,377868,236561,62.60
20,14,AAATECH,SM,24000,15000,62.50
20,15,AAKASH,EQ,159477,94434,59.21
20,16,AARON,EQ,11142,8539,76.64
20,17,AARTIDRUGS,EQ,375690,188257,50.11
20,18,AARTIIND,EQ,1059506,665379,62.80
20,19,AARTISURF,EQ,21580,9350,43.33
20,20,AARVEEDEN,EQ,100918,95684,94.81
20,21,AARVI,EQ,26223,20532,78.30
20,22,AAVAS,EQ,64424,28104,43.62
20,23,ABAN,EQ,114239,66745,58.43
20,24,ABB,EQ,103286,61593,59.63
20,25,ABBOTINDIA,EQ,7232,3768,52.10
20,26,ABCAPITAL,EQ,1775486,851810,47.98
20,27,ABFRL,EQ,4072371,1016381,24.96
20,28,ABINFRA,SM,4000,4000,100.00
20,29,ABSLBANETF,EQ,23,19,82.61
20,30,ABSLNN50ET,EQ,23,22,95.65
20,31,ABSLRIF6RD,MF,5005,5005,100.00
20,32,ABSLRIF6RG,MF,60136,60032,99.83
20,33,ABSLRIF7RG,MF,1100,1100,100.00
20,34,ACC,EQ,677603,197624,29.17
20,35,ACCELYA,EQ,27410,11535,42.08
20,36,ACCURACY,EQ,5698,3507,61.55
20,37,ACE,EQ,490361,158251,32.27
20,38,ACRYSIL,EQ,104068,65579,63.02
20,39,ADANIENT,EQ,2538248,586079,23.09
20,40,ADANIPORTS,EQ,4572153,995400,21.77
20,41,ADFFOODS,EQ,47609,23320,48.98
20,42,ADORWELD,EQ,31592,17214,54.49
20,43,ADSL,EQ,267224,151016,56.51
20,44,ADVANIHOTR,EQ,25038,18735,74.83
20,45,ADVENZYMES,EQ,99502,47956,48.20
20,46,AEGISCHEM,EQ,640228,293994,45.92
20,47,AGARIND,EQ,18351,13245,72.18
20,48,AGRITECH,EQ,20904,11444,54.75
20,49,AGROPHOS,EQ,46520,39053,83.95
20,50,AHLADA,EQ,37936,31902,84.09
20,51,AHLEAST,EQ,11872,6511,54.84
20,52,AHLUCONT,EQ,98360,18156,18.46
20,53,AHLWEST,EQ,12078,8084,66.93
20,54,AIAENG,EQ,29985,22772,75.94
20,55,AISL,SM,34800,9600,27.59
20,56,AJANTPHARM,EQ,216524,113868,52.59
20,57,AJOONI,EQ,250681,229244,91.45
20,58,AKASH,EQ,30268,20874,68.96
20,59,AKG,EQ,6919,5779,83.52
20,60,AKSHARCHEM,EQ,22229,10683,48.06
20,61,AKZOINDIA,EQ,2839,1883,66.33
20,62,ALANKIT,EQ,2911501,1422137,48.85
20,63,ALBERTDAVD,EQ,27609,10655,38.59
20,64,ALEMBICLTD,EQ,509691,207277,40.67
20,65,ALICON,EQ,7095,3944,55.59
20,66,ALKALI,EQ,46681,24820,53.17
20,67,ALKEM,EQ,193316,49140,25.42
20,68,ALKYLAMINE,EQ,146737,80784,55.05
20,69,ALLCARGO,EQ,1830751,1082478,59.13
20,70,ALLSEC,EQ,11356,6128,53.96
20,71,ALMONDZ,EQ,14482,11616,80.21
20,72,ALOKINDS,EQ,5506096,2569632,46.67
20,73,ALPA,EQ,24847,18409,74.09
20,74,ALPHAGEO,EQ,27536,12813,46.53
20,75,AMARAJABAT,EQ,1991097,885821,44.49
20,76,AMBER,EQ,38686,23912,61.81
20,77,AMBICAAGAR,EQ,75065,50054,66.68
20,78,AMBIKCO,EQ,110174,49346,44.79
20,79,AMBUJACEM,EQ,3312853,943262,28.47
20,80,AMDIND,EQ,42022,18770,44.67
20,81,AMJLAND,EQ,58106,40728,70.09
20,82,AMRUTANJAN,EQ,26750,11776,44.02
20,83,ANDHRAPAP,EQ,196345,94025,47.89
20,84,ANDHRSUGAR,EQ,283904,84995,29.94
20,85,ANGELBRKG,EQ,255921,145226,56.75
20,86,ANIKINDS,EQ,26493,17348,65.48
20,87,ANMOL,EQ,27337,3675,13.44
20,88,ANSALAPI,EQ,130499,84263,64.57
20,89,ANSALHSG,EQ,301293,201291,66.81
20,90,ANUP,EQ,112515,48589,43.18
20,91,ANURAS,EQ,101826,47102,46.26
20,92,APARINDS,EQ,293812,96116,32.71
20,93,APCL,EQ,61097,32874,53.81
20,94,APCOTEXIND,EQ,144725,84641,58.48
20,95,APEX,EQ,161615,54175,33.52
20,96,APLAPOLLO,EQ,132682,70365,53.03
20,97,APLLTD,EQ,890239,338552,38.03
20,98,APOLLO,EQ,69482,37517,54.00
20,99,APOLLOHOSP,EQ,449417,179318,39.90
20,100,APOLLOPIPE,EQ,78034,46734,59.89
20,101,APOLLOTYRE,EQ,5460444,2073434,37.97
20,102,APOLSINHOT,EQ,1247,705,56.54
20,103,APTECHT,EQ,1022635,274305,26.82
20,104,ARENTERP,EQ,3839,3357,87.44
20,105,ARIES,EQ,72557,36706,50.59
20,106,ARIHANT,EQ,14134,2720,19.24
20,107,ARIHANTCAP,EQ,316295,140124,44.30
20,108,ARIHANTSUP,EQ,155260,101905,65.64
20,109,ARMANFIN,EQ,2967,1672,56.35
20,110,AROGRANITE,EQ,631711,312821,49.52
20,111,ARROWGREEN,EQ,14827,6796,45.84
20,112,ARSHIYA,EQ,67215,48773,72.56
20,113,ARSSINFRA,EQ,72555,40789,56.22
20,114,ARTEMISMED,EQ,11337,6643,58.60
20,115,ARVIND,EQ,6384310,2501974,39.19
20,116,ARVINDFASN,EQ,1206092,424321,35.18
20,117,ARVSMART,EQ,196507,84887,43.20
20,118,ASAHIINDIA,EQ,100044,71856,71.82
20,119,ASAHISONG,EQ,31833,21781,68.42
20,120,ASALCBR,EQ,35569,17681,49.71
20,121,ASHIANA,EQ,468505,218846,46.71
20,122,ASHIMASYN,EQ,122940,93495,76.05
20,123,ASHOKA,EQ,1713927,646333,37.71
20,124,ASHOKLEY,EQ,8665627,2419650,27.92
20,125,ASIANHOTNR,EQ,5668,2538,44.78
20,126,ASIANPAINT,EQ,762683,415421,54.47
