Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,3615,3615,100.00
20,3,3MINDIA,EQ,14304,11902,83.21
20,4,579GS2030,GS,80,40,50.00
20,5,5PAISA,EQ,43243,26528,61.35
20,6,618GS2024,GS,200,200,100.00
20,7,63MOONS,EQ,73468,52134,70.96
20,8,667GS2050,GS,694,605,87.18
20,9,676GS2061,GS,1202,1202,100.00
20,10,719GS2060,GS,265,265,100.00
20,11,817GS2044,GS,40,40,100.00
20,12,A2ZINFRA,EQ,474788,384740,81.03
20,13,AAKASH,EQ,82549,41118,49.81
20,14,AAREYDRUGS,EQ,59102,37560,63.55
20,15,AARON,EQ,14090,9357,66.41
20,16,AARTIDRUGS,EQ,263845,138277,52.41
20,17,AARTIIND,EQ,6358938,2093701,32.93
20,18,AARTISURF,EQ,26652,13096,49.14
20,19,AARVEEDEN,EQ,13242,9370,70.76
20,20,AARVI,EQ,33332,25481,76.45
20,21,AAVAS,EQ,36186,17362,47.98
20,22,ABAN,EQ,124781,64309,51.54
20,23,ABB,EQ,169391,123224,72.75
20,24,ABBOTINDIA,EQ,112685,13226,11.74
20,25,ABCAPITAL,EQ,2113706,1143273,54.09
20,26,ABFRL,EQ,5358319,1719297,32.09
20,27,ABMINTLLTD,EQ,1063,1063,100.00
20,28,ABSLBANETF,EQ,374,270,72.19
20,29,ABSLNN50ET,EQ,545,523,95.96
20,30,ACC,EQ,394631,155531,39.41
20,31,ACCELYA,EQ,100650,38731,38.48
20,32,ACCURACY,EQ,48232,8620,17.87
20,33,ACE,EQ,1404608,466727,33.23
20,34,ACRYSIL,EQ,76900,45019,58.54
20,35,ADANIENT,EQ,3209302,815207,25.40
20,36,ADANIGREEN,EQ,278908,151897,54.46
20,37,ADANIPORTS,EQ,3414151,957650,28.05
20,38,ADANIPOWER,EQ,16213791,6826678,42.10
20,39,ADFFOODS,EQ,11331,6474,57.14
20,40,ADORWELD,EQ,13614,9190,67.50
20,41,ADSL,EQ,375460,208205,55.45
20,42,ADVANIHOTR,EQ,50291,23221,46.17
20,43,ADVENZYMES,EQ,200522,97057,48.40
20,44,AEGISCHEM,EQ,603789,296276,49.07
20,45,AFFLE,EQ,133433,80265,60.15
20,46,AGARIND,EQ,90125,74689,82.87
20,47,AGROPHOS,EQ,86632,80367,92.77
20,48,AHLADA,EQ,157995,127785,80.88
20,49,AHLEAST,EQ,7434,4477,60.22
20,50,AHLUCONT,EQ,32421,15254,47.05
20,51,AHLWEST,EQ,2688,1876,69.79
20,52,AIAENG,EQ,23893,16800,70.31
20,53,AIROLAM,SM,147000,96000,65.31
20,54,AISL,SM,6000,6000,100.00
20,55,AJANTPHARM,EQ,32498,14866,45.74
20,56,AJOONI,EQ,270997,159793,58.96
20,57,AKASH,EQ,155903,62124,39.85
20,58,AKG,EQ,5109,4874,95.40
20,59,AKSHARCHEM,EQ,76225,30952,40.61
20,60,AKZOINDIA,EQ,5816,3020,51.93
20,61,ALANKIT,EQ,3268527,1155575,35.35
20,62,ALBERTDAVD,EQ,42107,13323,31.64
20,63,ALEMBICLTD,EQ,278087,111440,40.07
20,64,ALICON,EQ,15327,8869,57.87
20,65,ALKALI,EQ,2926958,566461,19.35
20,66,ALKEM,EQ,122504,55041,44.93
20,67,ALKYLAMINE,EQ,139263,70346,50.51
20,68,ALLCARGO,EQ,1451287,498867,34.37
20,69,ALLSEC,EQ,5182,3533,68.18
20,70,ALMONDZ,EQ,28424,23842,83.88
20,71,ALOKINDS,EQ,9901721,3736313,37.73
20,72,ALPA,EQ,118173,72099,61.01
20,73,ALPHAGEO,EQ,359900,106293,29.53
20,74,AMARAJABAT,EQ,1372932,421309,30.69
20,75,AMBANIORG,SM,12000,8000,66.67
20,76,AMBER,EQ,99732,32194,32.28
20,77,AMBICAAGAR,EQ,21524,20363,94.61
20,78,AMBIKCO,EQ,44396,21330,48.04
20,79,AMBUJACEM,EQ,4122450,2224797,53.97
20,80,AMDIND,EQ,12942,7131,55.10
20,81,AMIORG,EQ,753743,227944,30.24
20,82,AMJLAND,EQ,67935,40125,59.06
20,83,AMRUTANJAN,EQ,64668,26852,41.52
20,84,ANANTRAJ,EQ,446974,309040,69.14
20,85,ANDHRAPAP,EQ,47251,26799,56.72
20,86,ANDHRSUGAR,EQ,667952,202081,30.25
20,87,ANDREWYU,EQ,87107,54448,62.51
20,88,ANGELBRKG,EQ,1259131,378643,30.07
20,89,ANIKINDS,EQ,17520,14579,83.21
20,90,ANMOL,EQ,122586,49285,40.20
20,91,ANSALAPI,EQ,220405,190050,86.23
20,92,ANSALHSG,EQ,131902,86846,65.84
20,93,ANUP,EQ,20001,12516,62.58
20,94,ANURAS,EQ,64246,30980,48.22
20,95,APARINDS,EQ,46592,22281,47.82
20,96,APCL,EQ,21183,15840,74.78
20,97,APCOTEXIND,EQ,238592,117622,49.30
20,98,APEX,EQ,60994,26494,43.44
20,99,APLAPOLLO,EQ,669216,408142,60.99
20,100,APLLTD,EQ,205379,61008,29.71
20,101,APOLLO,EQ,356583,172910,48.49
20,102,APOLLOHOSP,EQ,535335,276192,51.59
20,103,APOLLOPIPE,EQ,40658,22513,55.37
20,104,APOLLOTYRE,EQ,1936726,436810,22.55
20,105,APOLSINHOT,EQ,3699,2406,65.04
20,106,APTECHT,EQ,220155,68479,31.10
20,107,APTUS,EQ,315760,200951,63.64
20,108,ARCHIDPLY,EQ,23119,17032,73.67
20,109,ARENTERP,EQ,8078,6917,85.63
20,110,ARIES,EQ,41696,31508,75.57
20,111,ARIHANT,EQ,15536,3353,21.58
20,112,ARIHANTCAP,EQ,30503,18564,60.86
20,113,ARIHANTSUP,EQ,138395,60510,43.72
20,114,ARMANFIN,EQ,16767,9623,57.39
20,115,AROGRANITE,EQ,25663,16402,63.91
20,116,ARROWGREEN,EQ,7596,4115,54.17
20,117,ARSHIYA,EQ,34923,28655,82.05
20,118,ARSSINFRA,EQ,23899,19605,82.03
20,119,ARTEMISMED,EQ,214486,149769,69.83
20,120,ARVIND,EQ,5214227,2221544,42.61
20,121,ARVINDFASN,EQ,944814,402561,42.61
20,122,ARVSMART,EQ,135732,83491,61.51
20,123,ASAHIINDIA,EQ,39985,21158,52.91
20,124,ASAHISONG,EQ,13361,6067,45.41
20,125,ASALCBR,EQ,83602,50991,60.99
20,126,ASCOM,SM,4000,4000,100.00
20,127,ASHAPURMIN,EQ,277516,199207,71.78
20,128,ASHIANA,EQ,138848,61403,44.22
20,129,ASHIMASYN,EQ,63165,52576,83.24
20,130,ASHOKA,EQ,1296970,697595,53.79
20,131,ASHOKLEY,EQ,13424262,4588366,34.18
20,132,ASIANHOTNR,EQ,32123,13870,43.18
20,133,ASIANPAINT,EQ,921241,475100,51.57
20,134,ASIANTILES,EQ,2712313,1098331,40.49
20,135,ASPINWALL,EQ,12046,5431,45.09
20,136,ASTEC,EQ,13429,8746,65.13
20,137,ASTERDM,EQ,532290,190500,35.79
20,138,ASTRAL,EQ,1713217,537022,31.35
20,139,ASTRAMICRO,EQ,888618,397501,44.73
20,140,ASTRAZEN,EQ,13542,6931,51.18
20,141,ASTRON,EQ,95115,48185,50.66
20,142,ATALREAL,SM,14400,11200,77.78
20,143,ATFL,EQ,9156,5925,64.71
20,144,ATUL,EQ,47708,27293,57.21
20,145,ATULAUTO,EQ,1012076,471528,46.59
20,146,AUBANK,EQ,834231,250943,30.08
20,147,AURDIS,SM,20000,16000,80.00
20,148,AUROPHARMA,EQ,5386291,1739051,32.29
20,149,AUTOAXLES,EQ,13444,5072,37.73
20,150,AUTOIND,EQ,25913,19148,73.89
20,151,AVADHSUGAR,EQ,592105,188163,31.78
20,152,AVANTIFEED,EQ,139238,71196,51.13
20,153,AVG,SM,8400,6000,71.43
20,154,AVTNPL,EQ,286542,130790,45.64
20,155,AWHCL,EQ,701644,304351,43.38
20,156,AXISBANK,EQ,5845527,3108186,53.17
20,157,AXISBNKETF,EQ,1427,541,37.91
