Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,33832,31760,93.88
20,3,3MINDIA,EQ,1158,627,54.15
20,4,5PAISA,EQ,26323,10854,41.23
20,5,63MOONS,EQ,43820,25570,58.35
20,6,664GS2035,GS,3000,3000,100.00
20,7,667GS2050,GS,100,100,100.00
20,8,676GS2061,GS,102,51,50.00
20,9,68GS2060,GS,1,1,100.00
20,10,719GS2060,GS,102,102,100.00
20,11,A2ZINFRA,EQ,299435,231289,77.24
20,12,AAATECH,SM,15000,12000,80.00
20,13,AAKASH,EQ,117437,32658,27.81
20,14,AAREYDRUGS,EQ,28582,19006,66.50
20,15,AARON,EQ,4455,2769,62.15
20,16,AARTIDRUGS,EQ,118604,51318,43.27
20,17,AARTIIND,EQ,980092,454883,46.41
20,18,AARTISURF,EQ,12647,4447,35.16
20,19,AARVEEDEN,EQ,37163,25373,68.27
20,20,AARVI,EQ,10067,4330,43.01
20,21,AAVAS,EQ,51188,22966,44.87
20,22,ABAN,EQ,111161,54326,48.87
20,23,ABB,EQ,152524,51788,33.95
20,24,ABBOTINDIA,EQ,65120,30452,46.76
20,25,ABCAPITAL,EQ,2555754,809960,31.69
20,26,ABFRL,EQ,4515673,1135352,25.14
20,27,ABMINTLLTD,EQ,2604,2494,95.78
20,28,ABSLBANETF,EQ,170,135,79.41
20,29,ABSLNN50ET,EQ,1167,1029,88.17
20,30,ACC,EQ,518866,214877,41.41
20,31,ACCELYA,EQ,24163,12571,52.03
20,32,ACCURACY,EQ,54055,15248,28.21
20,33,ACE,EQ,550308,166564,30.27
20,34,ACRYSIL,EQ,89294,45825,51.32
20,35,ADANIENT,EQ,1764350,166064,9.41
20,36,ADANIGREEN,EQ,3694509,2231164,60.39
20,37,ADANIPORTS,EQ,2734053,528295,19.32
20,38,ADANIPOWER,EQ,12121578,5447520,44.94
20,39,ADFFOODS,EQ,9947,6418,64.52
20,40,ADORWELD,EQ,3006,2415,80.34
20,41,ADSL,EQ,281461,158414,56.28
20,42,ADVANIHOTR,EQ,77334,38670,50.00
20,43,ADVENZYMES,EQ,321684,140290,43.61
20,44,AEGISCHEM,EQ,873009,553697,63.42
20,45,AFFLE,EQ,62522,38352,61.34
20,46,AGARIND,EQ,114826,86377,75.22
20,47,AGROPHOS,EQ,26686,13967,52.34
20,48,AHLADA,EQ,52233,50239,96.18
20,49,AHLEAST,EQ,4541,2276,50.12
20,50,AHLUCONT,EQ,33347,18927,56.76
20,51,AHLWEST,EQ,1822,1370,75.19
20,52,AIAENG,EQ,18358,9299,50.65
20,53,AILIMITED,SM,3000,3000,100.00
20,54,AIROLAM,SM,3000,3000,100.00
20,55,AJANTPHARM,EQ,112425,46651,41.50
20,56,AJOONI,EQ,241894,90540,37.43
20,57,AKASH,EQ,68263,56626,82.95
20,58,AKG,EQ,4216,3591,85.18
20,59,AKSHARCHEM,EQ,9108,4486,49.25
20,60,AKZOINDIA,EQ,39119,20685,52.88
20,61,ALANKIT,EQ,5104670,1336710,26.19
20,62,ALBERTDAVD,EQ,4820,2402,49.83
20,63,ALEMBICLTD,EQ,338804,102016,30.11
20,64,ALICON,EQ,134813,131423,97.49
20,65,ALKALI,EQ,22089,14606,66.12
20,66,ALKEM,EQ,662987,452827,68.30
20,67,ALKYLAMINE,EQ,66685,45635,68.43
20,68,ALLCARGO,EQ,822357,285704,34.74
20,69,ALLSEC,EQ,8883,6250,70.36
20,70,ALMONDZ,EQ,59278,31298,52.80
20,71,ALOKINDS,EQ,3746870,1864405,49.76
20,72,ALPA,EQ,26997,15707,58.18
20,73,ALPHAGEO,EQ,133497,40948,30.67
20,74,AMARAJABAT,EQ,1165596,299250,25.67
20,75,AMBANIORG,SM,14000,8000,57.14
20,76,AMBER,EQ,24711,12577,50.90
20,77,AMBICAAGAR,EQ,23757,19076,80.30
20,78,AMBIKCO,EQ,22094,10001,45.27
20,79,AMBUJACEM,EQ,5728780,3230150,56.38
20,80,AMDIND,EQ,9936,2758,27.76
20,81,AMIORG,EQ,273888,81040,29.59
20,82,AMJLAND,EQ,167461,63648,38.01
20,83,AMRUTANJAN,EQ,85818,35090,40.89
20,84,ANANTRAJ,EQ,1769390,904486,51.12
20,85,ANDHRAPAP,EQ,18924,9232,48.78
20,86,ANDHRSUGAR,EQ,205961,90169,43.78
20,87,ANDREWYU,EQ,165642,97816,59.05
20,88,ANGELBRKG,EQ,222939,76927,34.51
20,89,ANIKINDS,EQ,103250,81896,79.32
20,90,ANMOL,EQ,201165,41702,20.73
20,91,ANSALAPI,EQ,687331,375202,54.59
20,92,ANSALHSG,EQ,99093,71091,71.74
20,93,ANUP,EQ,16800,9919,59.04
20,94,ANURAS,EQ,175340,68790,39.23
20,95,APARINDS,EQ,28562,13568,47.50
20,96,APCL,EQ,15066,8180,54.29
20,97,APCOTEXIND,EQ,115652,50692,43.83
20,98,APEX,EQ,99732,41734,41.85
20,99,APLAPOLLO,EQ,880113,693456,78.79
20,100,APLLTD,EQ,175883,56228,31.97
20,101,APOLLO,EQ,95132,39268,41.28
20,102,APOLLOHOSP,EQ,571896,140625,24.59
20,103,APOLLOPIPE,EQ,82025,73789,89.96
20,104,APOLLOTYRE,EQ,4045085,1115701,27.58
20,105,APOLSINHOT,EQ,1058,632,59.74
20,106,APTECHT,EQ,547823,124005,22.64
20,107,APTUS,EQ,181597,70861,39.02
20,108,ARCHIDPLY,EQ,6670,6044,90.61
20,109,ARENTERP,EQ,8094,4661,57.59
20,110,ARIES,EQ,38055,15667,41.17
20,111,ARIHANT,EQ,31533,12321,39.07
20,112,ARIHANTCAP,EQ,18716,12611,67.38
20,113,ARIHANTSUP,EQ,206425,72189,34.97
20,114,ARMANFIN,EQ,23036,5204,22.59
20,115,AROGRANITE,EQ,78390,38618,49.26
20,116,ARROWGREEN,EQ,6827,3248,47.58
20,117,ARSHIYA,EQ,57588,43308,75.20
