Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,5167,5167,100.00
20,3,3MINDIA,EQ,2910,1761,60.52
20,4,585GS2030,GS,15,15,100.00
20,5,5PAISA,EQ,11957,6807,56.93
20,6,618GS2024,GS,1,1,100.00
20,7,63MOONS,EQ,85004,56394,66.34
20,8,667GS2035,GS,1500,1500,100.00
20,9,667GS2050,GS,255,255,100.00
20,10,676GS2061,GS,147,147,100.00
20,11,719GS2060,GS,352,352,100.00
20,12,A2ZINFRA,EQ,218678,139030,63.58
20,13,AAATECH,SM,6000,6000,100.00
20,14,AAKASH,EQ,123179,77449,62.88
20,15,AAREYDRUGS,EQ,29653,22542,76.02
20,16,AARON,EQ,4435,2048,46.18
20,17,AARTIDRUGS,EQ,146925,74441,50.67
20,18,AARTIIND,EQ,1007151,360264,35.77
20,19,AARTISURF,EQ,9290,5652,60.84
20,20,AARVEEDEN,EQ,48858,27770,56.84
20,21,AARVI,EQ,11169,6782,60.72
20,22,AAVAS,EQ,36565,18459,50.48
20,23,ABAN,EQ,96210,57963,60.25
20,24,ABB,EQ,134399,99838,74.28
20,25,ABBOTINDIA,EQ,6091,2151,35.31
20,26,ABCAPITAL,EQ,4001249,1761174,44.02
20,27,ABFRL,EQ,4572496,1073173,23.47
20,28,ABMINTLLTD,EQ,2911,2906,99.83
20,29,ABSLBANETF,EQ,847,492,58.09
20,30,ABSLNN50ET,EQ,409,316,77.26
20,31,ACC,EQ,363257,143817,39.59
20,32,ACCELYA,EQ,18296,8615,47.09
20,33,ACCORD,SM,2000,2000,100.00
20,34,ACCURACY,EQ,71074,19699,27.72
20,35,ACE,EQ,897103,398756,44.45
20,36,ACRYSIL,EQ,155513,79010,50.81
20,37,ADANIENT,EQ,4737676,894480,18.88
20,38,ADANIGREEN,EQ,3249556,2164694,66.62
20,39,ADANIPORTS,EQ,3803939,870469,22.88
20,40,ADANIPOWER,EQ,4218958,2041369,48.39
20,41,ADFFOODS,EQ,7962,5214,65.49
20,42,ADORWELD,EQ,14448,10882,75.32
20,43,ADSL,EQ,90215,62418,69.19
20,44,ADVANIHOTR,EQ,216670,55199,25.48
20,45,ADVENZYMES,EQ,284062,136582,48.08
20,46,AEGISCHEM,EQ,529779,293166,55.34
20,47,AFFLE,EQ,88819,56188,63.26
20,48,AGARIND,EQ,41233,33571,81.42
20,49,AGROPHOS,EQ,61613,36197,58.75
20,50,AHLADA,EQ,21755,14707,67.60
20,51,AHLEAST,EQ,193594,146482,75.66
20,52,AHLUCONT,EQ,58359,32360,55.45
20,53,AHLWEST,EQ,36788,14722,40.02
20,54,AIAENG,EQ,55237,37027,67.03
20,55,AILIMITED,SM,3000,3000,100.00
20,56,AIROLAM,SM,210000,102000,48.57
20,57,AJANTPHARM,EQ,37949,25737,67.82
20,58,AJOONI,EQ,22416,19223,85.76
20,59,AKASH,EQ,41290,26268,63.62
20,60,AKG,EQ,611,552,90.34
20,61,AKSHARCHEM,EQ,16762,7157,42.70
20,62,AKZOINDIA,EQ,7849,4861,61.93
20,63,ALANKIT,EQ,15356202,3129922,20.38
20,64,ALBERTDAVD,EQ,10478,5431,51.83
20,65,ALEMBICLTD,EQ,235316,89040,37.84
20,66,ALICON,EQ,5828,3500,60.05
20,67,ALKALI,EQ,13075,9137,69.88
20,68,ALKEM,EQ,88753,47268,53.26
20,69,ALKYLAMINE,EQ,58644,35982,61.36
20,70,ALLCARGO,EQ,1652683,830430,50.25
20,71,ALLSEC,EQ,11076,4661,42.08
20,72,ALMONDZ,EQ,73776,54174,73.43
20,73,ALOKINDS,EQ,14368159,4940688,34.39
20,74,ALPA,EQ,21669,14662,67.66
20,75,ALPHAGEO,EQ,299048,74870,25.04
20,76,AMARAJABAT,EQ,4511665,1431631,31.73
20,77,AMBANIORG,SM,8000,8000,100.00
20,78,AMBER,EQ,41175,25441,61.79
20,79,AMBICAAGAR,EQ,157644,118251,75.01
20,80,AMBIKCO,EQ,107022,37307,34.86
20,81,AMBUJACEM,EQ,4682546,2162256,46.18
20,82,AMDIND,EQ,17702,11477,64.83
20,83,AMIORG,EQ,591039,243989,41.28
20,84,AMJLAND,EQ,190776,84639,44.37
20,85,AMRUTANJAN,EQ,291508,100925,34.62
20,86,ANANTRAJ,EQ,996317,709682,71.23
20,87,ANDHRAPAP,EQ,294036,143196,48.70
20,88,ANDHRSUGAR,EQ,385592,174089,45.15
20,89,ANDREWYU,EQ,88282,60141,68.12
20,90,ANGELBRKG,EQ,287269,99828,34.75
20,91,ANIKINDS,EQ,23866,19991,83.76
20,92,ANMOL,EQ,83149,37910,45.59
20,93,ANSALAPI,EQ,314867,273601,86.89
20,94,ANSALHSG,EQ,55879,39209,70.17
20,95,ANUP,EQ,52620,20750,39.43
20,96,ANURAS,EQ,456158,164571,36.08
20,97,APARINDS,EQ,26419,13820,52.31
20,98,APCL,EQ,26449,16559,62.61
20,99,APCOTEXIND,EQ,83629,40659,48.62
20,100,APEX,EQ,64528,34252,53.08
20,101,APLAPOLLO,EQ,883480,294768,33.36
20,102,APLLTD,EQ,335946,139681,41.58
20,103,APOLLO,EQ,121689,73153,60.11
20,104,APOLLOHOSP,EQ,1885178,671343,35.61
