Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,20MICRONS,EQ,784831,261303,33.29
20,3,21STCENMGM,EQ,1411,1411,100.00
20,4,3MINDIA,EQ,1845,925,50.14
20,5,509GS2022,GS,100,100,100.00
20,6,5PAISA,EQ,9141,3077,33.66
20,7,63MOONS,EQ,35295,22270,63.10
20,8,664GS2035,GS,2000,2000,100.00
20,9,667GS2035,GS,700,700,100.00
20,10,667GS2050,GS,11096,9860,88.86
20,11,676GS2061,GS,4200,4200,100.00
20,12,762GS2039,GS,900,900,100.00
20,13,A2ZINFRA,EQ,391012,251709,64.37
20,14,AAATECH,SM,3000,3000,100.00
20,15,AAKASH,EQ,315954,213848,67.68
20,16,AAREYDRUGS,EQ,54174,33941,62.65
20,17,AARON,EQ,4220,2993,70.92
20,18,AARTIDRUGS,EQ,95787,51152,53.40
20,19,AARTIIND,EQ,714066,373994,52.38
20,20,AARTISURF,EQ,18247,9346,51.22
20,21,AARVEEDEN,EQ,87647,55458,63.27
20,22,AARVI,EQ,48704,28762,59.05
20,23,AAVAS,EQ,117083,74603,63.72
20,24,ABAN,EQ,101634,61383,60.40
20,25,ABB,EQ,70990,29411,41.43
20,26,ABBOTINDIA,EQ,50607,10359,20.47
20,27,ABCAPITAL,EQ,2350461,1159662,49.34
20,28,ABFRL,EQ,20051452,4350393,21.70
20,29,ABMINTLLTD,EQ,2708,2708,100.00
20,30,ABSLBANETF,EQ,346,95,27.46
20,31,ABSLNN50ET,EQ,151,146,96.69
20,32,ACC,EQ,300368,153235,51.02
20,33,ACCELYA,EQ,15830,9582,60.53
20,34,ACCURACY,EQ,66913,10976,16.40
20,35,ACE,EQ,756241,218446,28.89
20,36,ACRYSIL,EQ,48967,36824,75.20
20,37,ADANIENT,EQ,2072145,314185,15.16
20,38,ADANIGREEN,EQ,1551279,1076769,69.41
20,39,ADANIPORTS,EQ,4356469,975165,22.38
20,40,ADANIPOWER,EQ,5402480,3206232,59.35
20,41,ADFFOODS,EQ,5961,3343,56.08
20,42,ADORWELD,EQ,2950,1913,64.85
20,43,ADSL,EQ,287928,152173,52.85
20,44,ADVANIHOTR,EQ,26404,14356,54.37
20,45,ADVENZYMES,EQ,235983,82355,34.90
20,46,AEGISCHEM,EQ,706687,372773,52.75
20,47,AFFLE,EQ,87218,48494,55.60
20,48,AGARIND,EQ,55420,27346,49.34
20,49,AGROPHOS,EQ,37020,25144,67.92
20,50,AHLADA,EQ,56692,51633,91.08
20,51,AHLEAST,EQ,4593,3494,76.07
20,52,AHLUCONT,EQ,31910,18664,58.49
20,53,AHLWEST,EQ,2259,1552,68.70
20,54,AIAENG,EQ,31905,20518,64.31
20,55,AILIMITED,SM,6000,6000,100.00
20,56,AIROLAM,SM,63000,36000,57.14
20,57,AISL,SM,24000,20400,85.00
20,58,AJANTPHARM,EQ,114162,45362,39.73
20,59,AJOONI,EQ,100558,54033,53.73
20,60,AKASH,EQ,99030,66361,67.01
20,61,AKG,EQ,23739,12504,52.67
20,62,AKSHARCHEM,EQ,13849,6535,47.19
20,63,AKZOINDIA,EQ,19879,10960,55.13
20,64,ALANKIT,EQ,3151891,993191,31.51
20,65,ALBERTDAVD,EQ,24026,11373,47.34
20,66,ALEMBICLTD,EQ,238958,87816,36.75
20,67,ALICON,EQ,15645,8881,56.77
20,68,ALKALI,EQ,45817,30208,65.93
