Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,2618,2618,100.00
20,3,3MINDIA,EQ,1182,553,46.79
20,4,5PAISA,EQ,28153,14375,51.06
20,5,63MOONS,EQ,287687,91949,31.96
20,6,645GS2029,GS,2,2,100.00
20,7,667GS2050,GS,533,533,100.00
20,8,676GS2061,GS,679,679,100.00
20,9,75GS2034,GS,1,1,100.00
20,10,763GS2059,GS,23,23,100.00
20,11,772GS2055,GS,255,255,100.00
20,12,A2ZINFRA,EQ,624658,357469,57.23
20,13,AAKASH,EQ,117730,45029,38.25
20,14,AARON,EQ,13628,7517,55.16
20,15,AARTIDRUGS,EQ,169669,74818,44.10
20,16,AARTIIND,EQ,1075842,532159,49.46
20,17,AARTISURF,EQ,170080,48635,28.60
20,18,AARVEEDEN,EQ,55732,38200,68.54
20,19,AARVI,EQ,28405,20540,72.31
20,20,AAVAS,EQ,95079,41157,43.29
20,21,ABAN,EQ,243996,118378,48.52
20,22,ABB,EQ,72531,35810,49.37
20,23,ABBOTINDIA,EQ,19336,6805,35.19
20,24,ABCAPITAL,EQ,3480219,1652208,47.47
20,25,ABFRL,EQ,3107846,1216007,39.13
20,26,ABINFRA,SM,8000,8000,100.00
20,27,ABSLBANETF,EQ,100138,100064,99.93
20,28,ABSLNN50ET,EQ,40,33,82.50
20,29,ABSLRIF6RD,MF,2500,2500,100.00
20,30,ACC,EQ,399193,95827,24.01
20,31,ACCELYA,EQ,206664,74889,36.24
20,32,ACCURACY,EQ,262629,74196,28.25
20,33,ACE,EQ,1171192,476076,40.65
20,34,ACEINTEG,SM,3000,3000,100.00
20,35,ACRYSIL,EQ,97422,55112,56.57
20,36,ADANIENT,EQ,2104359,481137,22.86
20,37,ADANIPORTS,EQ,5851411,1000351,17.10
20,38,ADFFOODS,EQ,20617,10307,49.99
20,39,ADORWELD,EQ,62720,57126,91.08
20,40,ADSL,EQ,382363,185965,48.64
20,41,ADVANIHOTR,EQ,474439,191940,40.46
20,42,ADVENZYMES,EQ,246903,99288,40.21
20,43,AEGISCHEM,EQ,611368,333473,54.55
20,44,AGARIND,EQ,36779,27705,75.33
20,45,AGRITECH,EQ,123781,41345,33.40
20,46,AGROPHOS,EQ,57067,37488,65.69
20,47,AHLADA,EQ,20525,17433,84.94
20,48,AHLEAST,EQ,8180,3448,42.15
20,49,AHLUCONT,EQ,12757,6241,48.92
20,50,AHLWEST,EQ,29629,20463,69.06
20,51,AIAENG,EQ,12843,8169,63.61
20,52,AIROLAM,SM,291000,222000,76.29
20,53,AISL,SM,22800,1200,5.26
20,54,AJANTPHARM,EQ,97637,50005,51.22
20,55,AJOONI,EQ,62321,46204,74.14
20,56,AKASH,EQ,9391,5522,58.80
20,57,AKG,EQ,4266,3144,73.70
20,58,AKSHARCHEM,EQ,61499,22931,37.29
20,59,AKZOINDIA,EQ,9693,6502,67.08
20,60,ALANKIT,EQ,3015645,1256648,41.67
20,61,ALBERTDAVD,EQ,28861,17272,59.85
20,62,ALEMBICLTD,EQ,527421,214926,40.75
20,63,ALICON,EQ,34682,22248,64.15
20,64,ALKALI,EQ,79266,30321,38.25
20,65,ALKEM,EQ,139180,42318,30.41
20,66,ALKYLAMINE,EQ,56299,30872,54.84
20,67,ALLCARGO,EQ,1421249,477838,33.62
20,68,ALLSEC,EQ,18061,8013,44.37
20,69,ALMONDZ,EQ,40321,29796,73.90
20,70,ALOKINDS,EQ,6701528,3633854,54.22
20,71,ALPA,EQ,163035,91680,56.23
20,72,ALPHAGEO,EQ,118622,36563,30.82
20,73,AMARAJABAT,EQ,699576,248665,35.55
20,74,AMBER,EQ,18321,9090,49.62
20,75,AMBICAAGAR,EQ,44507,26865,60.36
20,76,AMBIKCO,EQ,51270,22879,44.62
20,77,AMBUJACEM,EQ,2472169,1210464,48.96
20,78,AMDIND,EQ,44307,26016,58.72
