Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,11279,9613,85.23
20,3,3MINDIA,EQ,2613,1526,58.40
20,4,509GS2022,GS,50,50,100.00
20,5,5PAISA,EQ,85208,27262,31.99
20,6,622GS2035,GS,200,200,100.00
20,7,63MOONS,EQ,247270,149589,60.50
20,8,667GS2050,GS,111,110,99.10
20,9,676GS2061,GS,215,215,100.00
20,10,772GS2055,GS,1,1,100.00
20,11,A2ZINFRA,EQ,376599,254375,67.55
20,12,AAATECH,SM,3000,3000,100.00
20,13,AAKASH,EQ,135427,54941,40.57
20,14,AARON,EQ,36092,29171,80.82
20,15,AARTIDRUGS,EQ,382549,135915,35.53
20,16,AARTIIND,EQ,1144038,597714,52.25
20,17,AARTISURF,EQ,42498,21572,50.76
20,18,AARVEEDEN,EQ,58659,26361,44.94
20,19,AARVI,EQ,32231,21228,65.86
20,20,AAVAS,EQ,61222,43525,71.09
20,21,ABAN,EQ,217345,121037,55.69
20,22,ABB,EQ,240727,78507,32.61
20,23,ABBOTINDIA,EQ,24249,20158,83.13
20,24,ABCAPITAL,EQ,3257851,1457417,44.74
20,25,ABFRL,EQ,5605433,1713404,30.57
20,26,ABSLBANETF,EQ,48,25,52.08
20,27,ABSLNN50ET,EQ,469,435,92.75
20,28,ABSLRIF6RD,MF,17000,17000,100.00
20,29,ABSLRIF6RG,MF,5500,5500,100.00
20,30,ACC,EQ,1017264,326849,32.13
20,31,ACCELYA,EQ,37104,15189,40.94
20,32,ACCORD,SM,14000,12000,85.71
20,33,ACCURACY,EQ,37485,23843,63.61
20,34,ACE,EQ,1440745,454921,31.58
20,35,ACEINTEG,SM,3000,3000,100.00
20,36,ACRYSIL,EQ,31789,21662,68.14
20,37,ADANIENT,EQ,2978042,426656,14.33
20,38,ADANIPORTS,EQ,7133113,1341116,18.80
