Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,5026,5026,100.00
20,3,3MINDIA,EQ,991,621,62.66
20,4,585GS2030,GS,100,100,100.00
20,5,5PAISA,EQ,28758,8467,29.44
20,6,63MOONS,EQ,69857,42046,60.19
20,7,667GS2050,GS,10042,10042,100.00
20,8,676GS2061,GS,6060,6060,100.00
20,9,732GS2024,GS,801,801,100.00
20,10,763GS2059,GS,200,200,100.00
20,11,772GS2055,GS,26,26,100.00
20,12,A2ZINFRA,EQ,331898,186273,56.12
20,13,AAATECH,SM,12000,6000,50.00
20,14,AAKASH,EQ,102115,69218,67.78
20,15,AAREYDRUGS,EQ,92693,61329,66.16
20,16,AARON,EQ,23034,16674,72.39
20,17,AARTIDRUGS,EQ,129900,63052,48.54
20,18,AARTIIND,EQ,1915888,727481,37.97
20,19,AARTISURF,EQ,67447,31006,45.97
20,20,AARVEEDEN,EQ,49730,40165,80.77
20,21,AARVI,EQ,24652,13695,55.55
20,22,AAVAS,EQ,34428,14536,42.22
20,23,ABAN,EQ,174505,92065,52.76
20,24,ABB,EQ,50984,28026,54.97
20,25,ABBOTINDIA,EQ,15511,6151,39.66
20,26,ABCAPITAL,EQ,5088238,1554201,30.54
20,27,ABFRL,EQ,2739132,1330815,48.59
20,28,ABINFRA,SM,4000,4000,100.00
20,29,ABSLBANETF,EQ,85,46,54.12
20,30,ABSLNN50ET,EQ,1560,1093,70.06
20,31,ABSLRIF6RG,MF,5001,5001,100.00
20,32,ACC,EQ,449768,192059,42.70
20,33,ACCELYA,EQ,89123,34426,38.63
20,34,ACCURACY,EQ,569200,231710,40.71
20,35,ACE,EQ,454105,169715,37.37
20,36,ACRYSIL,EQ,138886,87264,62.83
20,37,ADANIENT,EQ,6031426,721540,11.96
20,38,ADANIPORTS,EQ,7521213,1053171,14.00
20,39,ADFFOODS,EQ,16869,10768,63.83
20,40,ADORWELD,EQ,17512,8307,47.44
20,41,ADROITINFO,EQ,4698,4505,95.89
20,42,ADSL,EQ,142921,88212,61.72
20,43,ADVANIHOTR,EQ,1009531,328860,32.58
20,44,ADVENZYMES,EQ,299612,99993,33.37
20,45,AEGISCHEM,EQ,310385,153106,49.33
20,46,AGARIND,EQ,37160,24707,66.49
20,47,AGRITECH,EQ,29080,12490,42.95
20,48,AGROPHOS,EQ,88688,70846,79.88
20,49,AHLADA,EQ,44281,39903,90.11
20,50,AHLEAST,EQ,5067,2848,56.21
20,51,AHLUCONT,EQ,14810,5671,38.29
20,52,AHLWEST,EQ,5696,4009,70.38
20,53,AIAENG,EQ,15101,10165,67.31
20,54,AIROLAM,SM,105000,84000,80.00
20,55,AISL,SM,24000,2400,10.00
20,56,AJANTPHARM,EQ,50333,16107,32.00
20,57,AJOONI,EQ,121345,57477,47.37
20,58,AKASH,EQ,53828,38566,71.65
20,59,AKG,EQ,5336,3682,69.00
20,60,AKSHARCHEM,EQ,71534,40892,57.16
20,61,AKZOINDIA,EQ,9939,5853,58.89
20,62,ALANKIT,EQ,534290,364876,68.29
20,63,ALBERTDAVD,EQ,126739,37330,29.45
20,64,ALEMBICLTD,EQ,520894,238688,45.82
20,65,ALICON,EQ,170913,58274,34.10
20,66,ALKALI,EQ,18680,11677,62.51
20,67,ALKEM,EQ,455771,81715,17.93
20,68,ALKYLAMINE,EQ,49266,25056,50.86
20,69,ALLCARGO,EQ,1438840,438481,30.47
20,70,ALLSEC,EQ,10918,7471,68.43
20,71,ALMONDZ,EQ,16513,13509,81.81
20,72,ALOKINDS,EQ,4817402,2455201,50.97
20,73,ALPA,EQ,414319,162775,39.29
20,74,ALPHAGEO,EQ,298791,88643,29.67
20,75,AMARAJABAT,EQ,1155537,449514,38.90
20,76,AMBER,EQ,95282,53635,56.29
20,77,AMBICAAGAR,EQ,27279,16259,59.60
20,78,AMBIKCO,EQ,24513,9120,37.20
20,79,AMBUJACEM,EQ,1861592,541997,29.11
20,80,AMDIND,EQ,20271,11069,54.61
20,81,AMJLAND,EQ,32462,19623,60.45
20,82,AMRUTANJAN,EQ,121594,53804,44.25
20,83,ANDHRAPAP,EQ,109068,33836,31.02
20,84,ANDHRSUGAR,EQ,58873,31612,53.70
20,85,ANDREWYU,EQ,129811,72237,55.65
20,86,ANGELBRKG,EQ,120012,59512,49.59
20,87,ANIKINDS,EQ,42167,36296,86.08
20,88,ANMOL,EQ,80913,55338,68.39
20,89,ANSALAPI,EQ,278576,166001,59.59
20,90,ANSALHSG,EQ,112020,80858,72.18
20,91,ANUP,EQ,35115,11003,31.33
20,92,ANURAS,EQ,242247,169610,70.02
20,93,APARINDS,EQ,104352,50087,48.00
20,94,APCL,EQ,50570,27855,55.08
20,95,APCOTEXIND,EQ,54730,31145,56.91
20,96,APEX,EQ,125846,63544,50.49
20,97,APLAPOLLO,EQ,249199,154150,61.86
20,98,APLLTD,EQ,446528,208890,46.78
20,99,APOLLO,EQ,161290,84600,52.45
20,100,APOLLOHOSP,EQ,431991,202910,46.97
20,101,APOLLOPIPE,EQ,217440,112893,51.92
20,102,APOLLOTYRE,EQ,4446029,1183513,26.62
20,103,APOLSINHOT,EQ,3604,2181,60.52
20,104,APTECHT,EQ,212259,78993,37.22
20,105,ARENTERP,EQ,2269,2267,99.91
20,106,ARIES,EQ,66913,42886,64.09
20,107,ARIHANT,EQ,20250,5993,29.60
20,108,ARIHANTCAP,EQ,80180,52477,65.45
20,109,ARIHANTSUP,EQ,215845,142406,65.98
20,110,ARMANFIN,EQ,16576,3905,23.56
20,111,AROGRANITE,EQ,167009,82033,49.12
20,112,ARROWGREEN,EQ,20961,9991,47.66
20,113,ARSHIYA,EQ,48672,24112,49.54
20,114,ARSSINFRA,EQ,51759,29988,57.94
20,115,ARTEMISMED,EQ,76636,52548,68.57
20,116,ARVIND,EQ,1269228,778676,61.35
20,117,ARVINDFASN,EQ,1155989,377989,32.70
20,118,ARVSMART,EQ,96363,56345,58.47
20,119,ASAHIINDIA,EQ,146481,39369,26.88
20,120,ASAHISONG,EQ,33540,15317,45.67
20,121,ASALCBR,EQ,71376,36050,50.51
20,122,ASCOM,SM,4000,4000,100.00
20,123,ASHIANA,EQ,99759,49758,49.88
20,124,ASHIMASYN,EQ,54940,43924,79.95
20,125,ASHOKA,EQ,568195,260381,45.83
