Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,1516,1288,84.96
20,3,3MINDIA,EQ,5776,3330,57.65
20,4,3PLAND,EQ,12181,10230,83.98
20,5,522GS2025,GS,100,100,100.00
20,6,579GS2030,GS,15,15,100.00
20,7,5PAISA,EQ,33539,18410,54.89
20,8,63MOONS,EQ,131537,73562,55.92
20,9,667GS2035,GS,5255,4955,94.29
20,10,667GS2050,GS,5349,5349,100.00
20,11,676GS2061,GS,12839,12839,100.00
20,12,68GS2060,GS,101,101,100.00
20,13,719KL51,SG,100,100,100.00
20,14,A2ZINFRA,EQ,885812,729675,82.37
20,15,AAATECH,SM,33000,27000,81.82
20,16,AAKASH,EQ,32165,24505,76.19
20,17,AAREYDRUGS,EQ,86565,46148,53.31
20,18,AARON,EQ,8936,5577,62.41
20,19,AARTIDRUGS,EQ,157551,87893,55.79
20,20,AARTIIND,EQ,608663,322373,52.96
20,21,AARTISURF,EQ,28961,5872,20.28
20,22,AARVEEDEN,EQ,61145,39817,65.12
20,23,AARVI,EQ,21985,14810,67.36
20,24,AAVAS,EQ,35087,18869,53.78
20,25,ABAN,EQ,785074,342577,43.64
20,26,ABB,EQ,92662,47050,50.78
20,27,ABBOTINDIA,EQ,11247,4726,42.02
20,28,ABCAPITAL,EQ,2080178,1118888,53.79
20,29,ABFRL,EQ,2623003,748154,28.52
20,30,ABMINTLLTD,EQ,12476,5636,45.17
20,31,ABSLAMC,EQ,1009332,555334,55.02
20,32,ABSLBANETF,EQ,366,127,34.70
20,33,ABSLNN50ET,EQ,729,712,97.67
20,34,ACC,EQ,1290679,613854,47.56
20,35,ACCELYA,EQ,250614,77385,30.88
20,36,ACCURACY,EQ,247130,116379,47.09
20,37,ACE,EQ,598061,232712,38.91
20,38,ACEINTEG,SM,4500,4500,100.00
20,39,ACRYSIL,EQ,173297,35393,20.42
20,40,ADANIENT,EQ,5256882,1063581,20.23
20,41,ADANIGREEN,EQ,250393,152516,60.91
20,42,ADANIPORTS,EQ,19754735,4456896,22.56
20,43,ADANIPOWER,EQ,11126786,6615951,59.46
20,44,ADFFOODS,EQ,116543,32534,27.92
20,45,ADORWELD,EQ,13162,9191,69.83
20,46,ADROITINFO,EQ,15948,14038,88.02
20,47,ADSL,EQ,758398,331583,43.72
20,48,ADVANIHOTR,EQ,81424,40174,49.34
20,49,ADVENZYMES,EQ,242215,118016,48.72
20,50,AEGISCHEM,EQ,804656,476518,59.22
20,51,AFFLE,EQ,246443,152666,61.95
20,52,AGARIND,EQ,42877,28078,65.48
20,53,AGROPHOS,EQ,148529,86301,58.10
20,54,AHLADA,EQ,28287,20156,71.26
20,55,AHLEAST,EQ,2355,1296,55.03
20,56,AHLUCONT,EQ,41439,27003,65.16
20,57,AHLWEST,EQ,1289,990,76.80
20,58,AIAENG,EQ,64179,31111,48.48
20,59,AILIMITED,SM,6000,3000,50.00
20,60,AIRAN,EQ,96136,66668,69.35
20,61,AIROLAM,EQ,124444,74169,59.60
20,62,AISL,SM,10800,10800,100.00
20,63,AJANTPHARM,EQ,106735,57765,54.12
20,64,AJOONI,EQ,146527,97874,66.80
20,65,AJRINFRA,EQ,1953404,1440386,73.74
20,66,AKASH,EQ,60984,45243,74.19
20,67,AKG,EQ,285526,223679,78.34
20,68,AKSHARCHEM,EQ,50421,30949,61.38
20,69,AKSHOPTFBR,EQ,268356,186194,69.38
20,70,AKZOINDIA,EQ,16475,11669,70.83
20,71,ALANKIT,EQ,1922973,993237,51.65
20,72,ALBERTDAVD,EQ,86902,10884,12.52
20,73,ALEMBICLTD,EQ,164309,113244,68.92
20,74,ALICON,EQ,44061,27103,61.51
20,75,ALKALI,EQ,234648,105644,45.02
20,76,ALKEM,EQ,79019,28824,36.48
20,77,ALKYLAMINE,EQ,39770,24229,60.92
20,78,ALLCARGO,EQ,658181,248324,37.73
20,79,ALLSEC,EQ,9804,5882,60.00
20,80,ALMONDZ,EQ,38505,27359,71.05
20,81,ALOKINDS,EQ,17678034,7523630,42.56
20,82,ALPA,EQ,23098,14833,64.22
20,83,ALPHAGEO,EQ,167752,27105,16.16
20,84,AMARAJABAT,EQ,615337,221470,35.99
20,85,AMBANIORG,SM,4000,4000,100.00
20,86,AMBER,EQ,58143,19381,33.33
20,87,AMBICAAGAR,EQ,39231,29338,74.78
20,88,AMBIKCO,EQ,22047,14231,64.55
20,89,AMBUJACEM,EQ,5426954,2678798,49.36
20,90,AMDIND,EQ,27322,18171,66.51
20,91,AMIORG,EQ,600289,240769,40.11
20,92,AMJLAND,EQ,44557,24913,55.91
20,93,AMRUTANJAN,EQ,509193,158953,31.22
20,94,ANDHRACEMT,EQ,841035,595614,70.82
20,95,ANDHRAPAP,EQ,29353,19147,65.23
20,96,ANDHRSUGAR,EQ,86764,39902,45.99
20,97,ANDREWYU,EQ,341802,193596,56.64
20,98,ANGELBRKG,EQ,1393419,226780,16.28
20,99,ANIKINDS,EQ,46222,28383,61.41
20,100,ANKITMETAL,EQ,149683,149653,99.98
20,101,ANMOL,EQ,820659,229800,28.00
20,102,ANSALAPI,EQ,223397,170105,76.14
20,103,ANSALHSG,EQ,135838,85452,62.91
20,104,ANUP,EQ,23222,12552,54.05
20,105,ANURAS,EQ,299081,203408,68.01
20,106,APARINDS,EQ,105245,58220,55.32
20,107,APCL,EQ,45910,22792,49.64
20,108,APCOTEXIND,EQ,187228,75220,40.18
20,109,APEX,EQ,106247,59020,55.55
20,110,APLAPOLLO,EQ,342950,235685,68.72
20,111,APLLTD,EQ,282241,128566,45.55
20,112,APOLLO,EQ,111444,67358,60.44
20,113,APOLLOHOSP,EQ,436160,255991,58.69
20,114,APOLLOPIPE,EQ,224719,87979,39.15
20,115,APOLLOTYRE,EQ,2736472,719930,26.31
20,116,APOLSINHOT,EQ,13838,8064,58.27
20,117,APTECHT,EQ,195780,78006,39.84
20,118,APTUS,EQ,475899,270865,56.92
20,119,ARCHIDPLY,EQ,11688,10297,88.10
20,120,ARCHIES,EQ,46066,36053,78.26
20,121,ARENTERP,EQ,2878,2456,85.34
20,122,ARIES,EQ,200190,98937,49.42
20,123,ARIHANT,EQ,9976,4148,41.58
20,124,ARIHANTCAP,EQ,42646,27361,64.16
20,125,ARIHANTSUP,EQ,64438,44870,69.63
20,126,ARMANFIN,EQ,40011,5428,13.57
20,127,AROGRANITE,EQ,25183,17655,70.11
20,128,ARROWGREEN,EQ,7870,5639,71.65
20,129,ARSHIYA,EQ,476702,338759,71.06
20,130,ARSSINFRA,EQ,124123,93861,75.62
20,131,ARTEMISMED,EQ,87317,64282,73.62
20,132,ARTNIRMAN,SM,6000,6000,100.00
20,133,ARVEE,EQ,433,177,40.88
20,134,ARVIND,EQ,5552998,2115429,38.10
20,135,ARVINDFASN,EQ,321221,138245,43.04
20,136,ASAHIINDIA,EQ,172181,30011,17.43
20,137,ASAHISONG,EQ,26722,12127,45.38
20,138,ASAL,EQ,33201,33201,100.00
20,139,ASALCBR,EQ,144845,76480,52.80
20,140,ASHAPURMIN,EQ,54784,42655,77.86
20,141,ASHIANA,EQ,101983,53007,51.98
20,142,ASHIMASYN,EQ,60165,42277,70.27
20,143,ASHOKA,EQ,3043007,1039857,34.17
20,144,ASHOKLEY,EQ,17994831,7158644,39.78
20,145,ASIANHOTNR,EQ,16633,10749,64.62
20,146,ASIANPAINT,EQ,648597,305811,47.15
20,147,ASIANTILES,EQ,1088001,532712,48.96
20,148,ASLIND,SM,4000,4000,100.00
20,149,ASPINWALL,EQ,6409,4439,69.26
20,150,ASTEC,EQ,13072,7269,55.61
20,151,ASTERDM,EQ,377037,144740,38.39
20,152,ASTRAL,EQ,675490,279356,41.36
20,153,ASTRAMICRO,EQ,688852,281949,40.93
20,154,ASTRAZEN,EQ,12946,7739,59.78
20,155,ASTRON,EQ,91970,61067,66.40
20,156,ATALREAL,SM,14400,8000,55.56
20,157,ATFL,EQ,13115,9140,69.69
20,158,ATLANTA,EQ,40393,32946,81.56
20,159,ATUL,EQ,23327,16501,70.74
20,160,ATULAUTO,EQ,168880,85610,50.69
20,161,AUBANK,EQ,735586,297222,40.41
20,162,AURDIS,SM,8000,6000,75.00
20,163,AURIONPRO,EQ,59754,46191,77.30
20,164,AUROPHARMA,EQ,1592618,759229,47.67
20,165,AUSOMENT,EQ,3994,2031,50.85
20,166,AUTOAXLES,EQ,38420,21390,55.67
20,167,AUTOIND,EQ,39426,28144,71.38
20,168,AVADHSUGAR,EQ,80661,37498,46.49
20,169,AVANTIFEED,EQ,129719,64672,49.86
20,170,AVG,SM,1200,1200,100.00
20,171,AVTNPL,EQ,198805,99892,50.25
20,172,AWHCL,EQ,293002,134950,46.06
20,173,AXISBANK,EQ,7157116,3968849,55.45
20,174,AXISBNKETF,EQ,901,859,95.34
20,175,AXISBPSETF,EQ,8326,4908,58.95
20,176,AXISCADES,EQ,35541,35541,100.00
20,177,AXISCETF,EQ,10065,8510,84.55
20,178,AXISGOLD,EQ,213159,178889,83.92
20,179,AXISHCETF,EQ,6811,4379,64.29
20,180,AXISNIFTY,EQ,5395,3628,67.25
20,181,AXISTECETF,EQ,7981,5166,64.73
20,182,AYMSYNTEX,EQ,48281,35772,74.09
20,183,BAFNAPH,EQ,5106,3241,63.47
20,184,BAJAJ-AUTO,EQ,272066,108987,40.06
20,185,BAJAJCON,EQ,1865886,933753,50.04
20,186,BAJAJELEC,EQ,289407,87347,30.18
20,187,BAJAJFINSV,EQ,196805,51408,26.12
20,188,BAJAJHIND,EQ,7589504,5447304,71.77
20,189,BAJAJHLDNG,EQ,27294,18817,68.94
20,190,BAJFINANCE,EQ,1134849,672181,59.23
20,191,BALAJITELE,EQ,199787,79173,39.63
20,192,BALAMINES,EQ,41004,22647,55.23
20,193,BALAXI,EQ,2822,1711,60.63
20,194,BALKRISHNA,EQ,12851,11987,93.28
20,195,BALKRISIND,EQ,186385,97206,52.15
20,196,BALMLAWRIE,EQ,266278,116432,43.73
20,197,BALPHARMA,EQ,51234,29786,58.14
20,198,BALRAMCHIN,EQ,737933,396628,53.75
20,199,BANARBEADS,EQ,112314,49770,44.31
20,200,BANARISUG,EQ,2628,1782,67.81
20,201,BANCOINDIA,EQ,119140,65500,54.98
20,202,BANDHANBNK,EQ,4209139,1795394,42.65
20,203,BANG,EQ,10342,7652,73.99
20,204,BANKA,EQ,34839,9333,26.79
20,205,BANKBARODA,EQ,35030330,15148037,43.24
20,206,BANKBEES,EQ,1077706,583427,54.14
20,207,BANKINDIA,EQ,15139531,4668598,30.84
20,208,BANSWRAS,EQ,38057,31174,81.91
20,209,BARBEQUE,EQ,184938,46080,24.92
20,210,BASF,EQ,108078,55508,51.36
20,211,BASML,EQ,175887,112154,63.76
20,212,BATAINDIA,EQ,796551,303679,38.12
20,213,BAYERCROP,EQ,11913,6663,55.93
20,214,BBL,EQ,15973,10546,66.02
20,215,BBTC,EQ,45493,20190,44.38
20,216,BCG,EQ,868229,866784,99.83
20,217,BCLIND,EQ,88493,46434,52.47
20,218,BCONCEPTS,SM,21000,12000,57.14
20,219,BCP,EQ,472375,278196,58.89
20,220,BDL,EQ,469496,185273,39.46
20,221,BEARDSELL,EQ,9247,5058,54.70
20,222,BECTORFOOD,EQ,138308,81401,58.85
20,223,BEDMUTHA,EQ,50011,42603,85.19
20,224,BEL,EQ,5134959,2213744,43.11
20,225,BEML,EQ,1556271,349987,22.49
20,226,BEPL,EQ,2050830,1129580,55.08
20,227,BERGEPAINT,EQ,1426028,375667,26.34
20,228,BESTAGRO,EQ,51285,21189,41.32
20,229,BETA,SM,2000,1600,80.00
20,230,BEWLTD,SM,2000,2000,100.00
20,231,BFINVEST,EQ,35706,14772,41.37
20,232,BFUTILITIE,EQ,350081,139659,39.89
20,233,BGRENERGY,EQ,349491,158993,45.49
20,234,BHAGERIA,EQ,88137,60711,68.88
20,235,BHAGYANGR,EQ,91004,50198,55.16
20,236,BHAGYAPROP,EQ,361459,169221,46.82
20,237,BHANDARI,EQ,321499,253987,79.00
20,238,BHARATFORG,EQ,2153914,1252661,58.16
20,239,BHARATGEAR,EQ,158944,91039,57.28
20,240,BHARATRAS,EQ,1897,910,47.97
20,241,BHARATWIRE,EQ,14514,10141,69.87
20,242,BHARTIARTL,EQ,9820591,6618657,67.40
20,243,BHEL,EQ,63824644,19788885,31.01
20,244,BIGBLOC,EQ,21972,14714,66.97
20,245,BIL,EQ,2196,1677,76.37
20,246,BINDALAGRO,EQ,680777,359532,52.81
20,247,BIOCON,EQ,2334243,1189601,50.96
