Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,9988,9988,100.00
20,3,396GS2022,GS,100,100,100.00
20,4,3MINDIA,EQ,1022,545,53.33
20,5,5PAISA,EQ,40060,15461,38.59
20,6,622GS2035,GS,300,300,100.00
20,7,63MOONS,EQ,326478,126659,38.80
20,8,667GS2050,GS,110,110,100.00
20,9,676GS2061,GS,200,200,100.00
20,10,74GS2035,GS,200,200,100.00
20,11,A2ZINFRA,EQ,290956,197154,67.76
20,12,AAATECH,SM,15000,12000,80.00
20,13,AAKASH,EQ,83647,37516,44.85
20,14,AARON,EQ,26552,17728,66.77
20,15,AARTIDRUGS,EQ,351309,208707,59.41
20,16,AARTIIND,EQ,1446669,366685,25.35
20,17,AARTISURF,EQ,36613,20789,56.78
20,18,AARVEEDEN,EQ,119841,100372,83.75
20,19,AARVI,EQ,69728,61420,88.09
20,20,AAVAS,EQ,91187,52661,57.75
20,21,ABAN,EQ,326794,159600,48.84
20,22,ABB,EQ,223836,61009,27.26
20,23,ABBOTINDIA,EQ,46979,14123,30.06
20,24,ABCAPITAL,EQ,5367390,1888580,35.19
20,25,ABFRL,EQ,2897320,667767,23.05
20,26,ABSLBANETF,EQ,130,118,90.77
20,27,ABSLNN50ET,EQ,220,168,76.36
20,28,ABSLRIF6RD,MF,9,9,100.00
20,29,ABSLRIF6RG,MF,18007,18007,100.00
20,30,ACC,EQ,464987,171593,36.90
20,31,ACCELYA,EQ,43772,15573,35.58
20,32,ACCURACY,EQ,92348,51788,56.08
20,33,ACE,EQ,1376923,461022,33.48
20,34,ACRYSIL,EQ,335866,198320,59.05
20,35,ADANIENT,EQ,2483790,704626,28.37
20,36,ADANIPORTS,EQ,8925708,1375114,15.41
20,37,ADFFOODS,EQ,47752,22319,46.74
20,38,ADORWELD,EQ,12035,8091,67.23
20,39,ADSL,EQ,326604,212780,65.15
20,40,ADVANIHOTR,EQ,35942,27348,76.09
20,41,ADVENZYMES,EQ,1233999,528294,42.81
20,42,AEGISCHEM,EQ,1446692,1013922,70.09
20,43,AGARIND,EQ,76058,62634,82.35
20,44,AGRITECH,EQ,40579,30612,75.44
20,45,AGROPHOS,EQ,47125,30346,64.39
20,46,AHLADA,EQ,186662,167281,89.62
20,47,AHLEAST,EQ,8154,5770,70.76
20,48,AHLUCONT,EQ,42055,15767,37.49
20,49,AHLWEST,EQ,9580,6207,64.79
20,50,AIAENG,EQ,37629,16743,44.49
20,51,AILIMITED,SM,3000,3000,100.00
20,52,AIROLAM,SM,3000,3000,100.00
20,53,AISL,SM,24000,3600,15.00
20,54,AJANTPHARM,EQ,97716,35975,36.82
20,55,AJOONI,EQ,120926,58529,48.40
20,56,AKASH,EQ,9941,6341,63.79
20,57,AKG,EQ,3897,2195,56.33
20,58,AKSHARCHEM,EQ,18439,8869,48.10
20,59,AKZOINDIA,EQ,6342,4097,64.60
20,60,ALANKIT,EQ,6064181,2317738,38.22
20,61,ALBERTDAVD,EQ,16373,7290,44.52
20,62,ALEMBICLTD,EQ,433654,176044,40.60
20,63,ALICON,EQ,40200,25085,62.40
20,64,ALKALI,EQ,80256,54527,67.94
20,65,ALKEM,EQ,165245,48301,29.23
20,66,ALKYLAMINE,EQ,72874,45181,62.00
20,67,ALLCARGO,EQ,6474688,2925365,45.18
20,68,ALLSEC,EQ,21468,12223,56.94
20,69,ALMONDZ,EQ,7204,5199,72.17
20,70,ALOKINDS,EQ,5326708,2879153,54.05
20,71,ALPA,EQ,46309,32236,69.61
20,72,ALPHAGEO,EQ,522718,137778,26.36
20,73,AMARAJABAT,EQ,841959,249455,29.63
20,74,AMBER,EQ,39605,20086,50.72
20,75,AMBICAAGAR,EQ,22089,17342,78.51
20,76,AMBIKCO,EQ,182484,71031,38.92
20,77,AMBUJACEM,EQ,2758639,783484,28.40
20,78,AMDIND,EQ,86335,53564,62.04
20,79,AMJLAND,EQ,194883,129756,66.58
20,80,AMRUTANJAN,EQ,37310,19036,51.02
20,81,ANDHRAPAP,EQ,71293,25553,35.84
20,82,ANDHRSUGAR,EQ,61988,31459,50.75
20,83,ANGELBRKG,EQ,1032947,458361,44.37
20,84,ANIKINDS,EQ,15685,12067,76.93
20,85,ANMOL,EQ,25659,4657,18.15
20,86,ANSALAPI,EQ,129080,106933,82.84
20,87,ANSALHSG,EQ,115728,99799,86.24
20,88,ANUP,EQ,42343,22849,53.96
20,89,ANURAS,EQ,182554,122169,66.92
20,90,APARINDS,EQ,97153,43608,44.89
20,91,APCL,EQ,46748,23352,49.95
20,92,APCOTEXIND,EQ,370773,232229,62.63
20,93,APEX,EQ,245639,45350,18.46
20,94,APLAPOLLO,EQ,181463,135000,74.40
20,95,APLLTD,EQ,540881,232945,43.07
20,96,APOLLO,EQ,126180,61524,48.76
20,97,APOLLOHOSP,EQ,344295,158830,46.13
20,98,APOLLOPIPE,EQ,440663,172960,39.25
20,99,APOLLOTYRE,EQ,3693403,978085,26.48
20,100,APOLSINHOT,EQ,3314,1902,57.39
20,101,APTECHT,EQ,535888,179902,33.57
20,102,ARENTERP,EQ,5679,4343,76.47
20,103,ARIES,EQ,325033,124198,38.21
20,104,ARIHANT,EQ,33047,19748,59.76
20,105,ARIHANTCAP,EQ,71742,42841,59.72
20,106,ARIHANTSUP,EQ,119344,103536,86.75
20,107,ARMANFIN,EQ,22313,14112,63.25
