Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,1901,1901,100.00
20,3,3MINDIA,EQ,2311,1530,66.21
20,4,5PAISA,EQ,52715,25264,47.93
20,5,622GS2035,GS,99,99,100.00
20,6,63MOONS,EQ,1521504,501014,32.93
20,7,667GS2050,GS,1402,1402,100.00
20,8,676GS2061,GS,891,891,100.00
20,9,716GS2050,GS,1,1,100.00
20,10,737GS2023,GS,19454,19454,100.00
20,11,763GS2059,GS,25,25,100.00
20,12,A2ZINFRA,EQ,799812,367475,45.95
20,13,AAATECH,SM,111000,108000,97.30
20,14,AAKASH,EQ,265435,100155,37.73
20,15,AARON,EQ,11660,10309,88.41
20,16,AARTIDRUGS,EQ,202607,80208,39.59
20,17,AARTIIND,EQ,1885059,740319,39.27
20,18,AARTISURF,EQ,80240,36815,45.88
20,19,AARVEEDEN,EQ,44133,31037,70.33
20,20,AARVI,EQ,27823,18805,67.59
20,21,AAVAS,EQ,42085,22699,53.94
20,22,ABAN,EQ,735338,451229,61.36
20,23,ABB,EQ,42756,22869,53.49
20,24,ABBOTINDIA,EQ,8469,5032,59.42
20,25,ABCAPITAL,EQ,2390785,1017631,42.56
20,26,ABFRL,EQ,2517420,683546,27.15
20,27,ABINFRA,SM,80000,76000,95.00
20,28,ABMINTLTD,EQ,3747,3545,94.61
20,29,ABSLBANETF,EQ,327,282,86.24
20,30,ABSLNN50ET,EQ,263,125,47.53
20,31,ABSLRIF6RG,MF,2326,2326,100.00
20,32,ACC,EQ,1664900,213012,12.79
20,33,ACCELYA,EQ,37976,17362,45.72
20,34,ACCORD,SM,4000,4000,100.00
20,35,ACCURACY,EQ,19517,7128,36.52
20,36,ACE,EQ,6159175,1440406,23.39
20,37,ACRYSIL,EQ,31130,20755,66.67
20,38,ADANIENT,EQ,4694140,329379,7.02
20,39,ADANIPORTS,EQ,8682097,1009665,11.63
20,40,ADFFOODS,EQ,28147,13908,49.41
20,41,ADORWELD,EQ,40610,26191,64.49
20,42,ADSL,EQ,241316,153214,63.49
20,43,ADVANIHOTR,EQ,65100,32698,50.23
20,44,ADVENZYMES,EQ,177233,86810,48.98
20,45,AEGISCHEM,EQ,469243,274465,58.49
20,46,AGARIND,EQ,40586,29292,72.17
20,47,AGRITECH,EQ,13600,5205,38.27
20,48,AGROPHOS,EQ,153597,130368,84.88
20,49,AHLADA,EQ,107488,76557,71.22
20,50,AHLEAST,EQ,291842,130955,44.87
20,51,AHLUCONT,EQ,16400,8025,48.93
20,52,AHLWEST,EQ,191512,60175,31.42
20,53,AIAENG,EQ,6170,3662,59.35
20,54,AILIMITED,SM,21000,9000,42.86
20,55,AIROLAM,SM,6000,6000,100.00
20,56,AISL,SM,27600,8400,30.43
20,57,AJANTPHARM,EQ,54749,27998,51.14
20,58,AJOONI,EQ,52533,36352,69.20
20,59,AKASH,EQ,33095,13768,41.60
20,60,AKG,EQ,6816,4730,69.40
20,61,AKSHARCHEM,EQ,36064,18287,50.71
20,62,AKZOINDIA,EQ,5647,2712,48.03
20,63,ALANKIT,EQ,1472014,619049,42.05
20,64,ALBERTDAVD,EQ,41017,18955,46.21
20,65,ALEMBICLTD,EQ,861368,189181,21.96
20,66,ALICON,EQ,38196,22293,58.36
20,67,ALKALI,EQ,51605,31112,60.29
20,68,ALKEM,EQ,103885,14827,14.27
20,69,ALKYLAMINE,EQ,274857,101105,36.78
20,70,ALLCARGO,EQ,5925957,2906405,49.05
20,71,ALLSEC,EQ,36180,17935,49.57
20,72,ALMONDZ,EQ,5791,3672,63.41
20,73,ALOKINDS,EQ,8624532,4164921,48.29
20,74,ALPA,EQ,29361,21439,73.02
20,75,ALPHAGEO,EQ,53825,25341,47.08
20,76,AMARAJABAT,EQ,463380,122304,26.39
20,77,AMBER,EQ,43315,25015,57.75
20,78,AMBICAAGAR,EQ,27427,17488,63.76
20,79,AMBIKCO,EQ,40906,20931,51.17
20,80,AMBUJACEM,EQ,7785242,2339154,30.05
20,81,AMDIND,EQ,49319,32624,66.15
20,82,AMJLAND,EQ,60354,26205,43.42
20,83,AMRUTANJAN,EQ,16084,8225,51.14
20,84,ANDHRAPAP,EQ,50489,14970,29.65
20,85,ANDHRSUGAR,EQ,110054,39422,35.82
20,86,ANGELBRKG,EQ,377479,158713,42.05
20,87,ANIKINDS,EQ,23251,14706,63.25
20,88,ANMOL,EQ,27103,1265,4.67
20,89,ANSALAPI,EQ,220710,127288,57.67
20,90,ANSALHSG,EQ,306366,214840,70.13
20,91,ANUP,EQ,66505,31631,47.56
20,92,ANURAS,EQ,79481,46009,57.89
20,93,APARINDS,EQ,1014660,197260,19.44
20,94,APCL,EQ,129986,64221,49.41
20,95,APCOTEXIND,EQ,121348,71674,59.06
20,96,APEX,EQ,163928,53808,32.82
20,97,APLAPOLLO,EQ,173105,124750,72.07
20,98,APLLTD,EQ,291593,82324,28.23
20,99,APOLLO,EQ,84230,48202,57.23
20,100,APOLLOHOSP,EQ,335985,163679,48.72
20,101,APOLLOPIPE,EQ,792421,534393,67.44
20,102,APOLLOTYRE,EQ,3074785,1331350,43.30
20,103,APOLSINHOT,EQ,3704,2658,71.76
20,104,APTECHT,EQ,2150455,607751,28.26
20,105,ARENTERP,EQ,2003,1321,65.95
20,106,ARIES,EQ,180270,62453,34.64
20,107,ARIHANT,EQ,5420,1371,25.30
20,108,ARIHANTCAP,EQ,87886,62790,71.44
20,109,ARIHANTSUP,EQ,89577,46404,51.80
20,110,ARMANFIN,EQ,2815,1877,66.68
20,111,AROGRANITE,EQ,75348,38403,50.97
20,112,ARROWGREEN,EQ,7494,4875,65.05
20,113,ARSHIYA,EQ,127783,53432,41.81
20,114,ARSSINFRA,EQ,38749,20208,52.15
20,115,ARTEMISMED,EQ,18393,12584,68.42
20,116,ARTNIRMAN,SM,6000,6000,100.00
20,117,ARVIND,EQ,1433361,585454,40.84
20,118,ARVINDFASN,EQ,5705060,1510322,26.47
20,119,ARVSMART,EQ,884002,393632,44.53
20,120,ASAHIINDIA,EQ,52700,12791,24.27
20,121,ASAHISONG,EQ,87702,25244,28.78
20,122,ASALCBR,EQ,50514,26054,51.58
20,123,ASHIANA,EQ,118407,62366,52.67
20,124,ASHIMASYN,EQ,32751,25088,76.60
20,125,ASHOKA,EQ,929835,374870,40.32
20,126,ASHOKLEY,EQ,8443200,3848610,45.58
20,127,ASIANHOTNR,EQ,198496,49428,24.90
20,128,ASIANPAINT,EQ,815329,277838,34.08
20,129,ASIANTILES,EQ,220710,123920,56.15
20,130,ASLIND,SM,8000,8000,100.00
20,131,ASPINWALL,EQ,262204,113683,43.36
20,132,ASTEC,EQ,38912,27197,69.89
20,133,ASTERDM,EQ,357399,159828,44.72
20,134,ASTRAL,EQ,173628,93763,54.00
20,135,ASTRAMICRO,EQ,812936,184153,22.65
20,136,ASTRAZEN,EQ,21372,9397,43.97
20,137,ASTRON,EQ,533294,91865,17.23
20,138,ATALREAL,SM,1600,1600,100.00
20,139,ATFL,EQ,63359,23796,37.56
20,140,ATUL,EQ,65748,9426,14.34
20,141,ATULAUTO,EQ,177392,76927,43.37
20,142,AUBANK,EQ,978986,218402,22.31
20,143,AURDIS,SM,2000,2000,100.00
20,144,AURIONPRO,EQ,315772,145659,46.13
20,145,AUROPHARMA,EQ,553340,166254,30.05
20,146,AUTOAXLES,EQ,10069,4449,44.19
20,147,AUTOIND,EQ,72077,58086,80.59
20,148,AVADHSUGAR,EQ,78234,31817,40.67
20,149,AVANTIFEED,EQ,405242,80241,19.80
20,150,AVTNPL,EQ,662276,175122,26.44
20,151,AWHCL,EQ,50404,30095,59.71
20,152,AXISBANK,EQ,6604465,1645745,24.92
20,153,AXISBNKETF,EQ,1297,684,52.74
20,154,AXISBPSETF,EQ,18394,13344,72.55
20,155,AXISCADES,EQ,168673,90313,53.54
20,156,AXISGOLD,EQ,63716,44179,69.34
20,157,AXISHCETF,EQ,3327,2176,65.40
20,158,AXISNIFTY,EQ,4387,1707,38.91
20,159,AXISTECETF,EQ,1965,995,50.64
20,160,AYMSYNTEX,EQ,40253,22610,56.17
20,161,BAFNAPH,EQ,21895,11626,53.10
20,162,BAGFILMS,EQ,281728,205346,72.89
20,163,BAJAJ-AUTO,EQ,709478,185888,26.20
20,164,BAJAJCON,EQ,852780,409677,48.04
20,165,BAJAJELEC,EQ,715573,187427,26.19
20,166,BAJAJFINSV,EQ,289870,52112,17.98
20,167,BAJAJHLDNG,EQ,89977,22294,24.78
20,168,BAJFINANCE,EQ,953739,314033,32.93
20,169,BALAJITELE,EQ,3999655,1431232,35.78
20,170,BALAMINES,EQ,196346,85127,43.36
20,171,BALAXI,EQ,6471,4087,63.16
20,172,BALKRISHNA,EQ,15688,15688,100.00
20,173,BALKRISIND,EQ,397458,221206,55.66
20,174,BALMLAWRIE,EQ,185895,96820,52.08
20,175,BALPHARMA,EQ,27334,18401,67.32
20,176,BALRAMCHIN,EQ,538533,236441,43.90
20,177,BANARBEADS,EQ,1413394,258862,18.31
20,178,BANARISUG,EQ,3199,1456,45.51
20,179,BANCOINDIA,EQ,479010,144454,30.16
20,180,BANDHANBNK,EQ,3836967,1498529,39.06
20,181,BANKA,EQ,58426,38439,65.79
20,182,BANKBARODA,EQ,23717707,6996880,29.50
20,183,BANKBEES,EQ,413998,105749,25.54
20,184,BANKINDIA,EQ,2440865,522815,21.42
20,185,BANSWRAS,EQ,17572,10608,60.37
20,186,BARBEQUE,EQ,85784,37577,43.80
20,187,BASF,EQ,23806,9073,38.11
20,188,BASML,EQ,134187,96517,71.93
20,189,BATAINDIA,EQ,643778,280770,43.61
20,190,BAYERCROP,EQ,10354,4684,45.24
20,191,BBL,EQ,30906,7095,22.96
20,192,BBTC,EQ,65224,32284,49.50
20,193,BBTCL,SM,6000,3000,50.00
20,194,BCLIND,EQ,72410,31405,43.37
20,195,BCONCEPTS,SM,12000,12000,100.00
20,196,BCP,EQ,836828,593771,70.95
20,197,BDL,EQ,348013,118597,34.08
20,198,BEARDSELL,EQ,12967,9968,76.87
20,199,BECTORFOOD,EQ,616955,276774,44.86
20,200,BEL,EQ,4256737,1547499,36.35
20,201,BEML,EQ,170883,57068,33.40
20,202,BEPL,EQ,767523,297399,38.75
20,203,BERGEPAINT,EQ,634421,127301,20.07
20,204,BESTAGRO,EQ,107701,68796,63.88
20,205,BETA,SM,12000,8000,66.67
20,206,BFINVEST,EQ,70369,21876,31.09
20,207,BFUTILITIE,EQ,254096,80870,31.83
20,208,BGRENERGY,EQ,159986,72534,45.34
20,209,BHAGERIA,EQ,205988,64065,31.10
20,210,BHAGYANGR,EQ,36005,22256,61.81
20,211,BHAGYAPROP,EQ,11520,5962,51.75
20,212,BHANDARI,EQ,268444,170210,63.41
20,213,BHARATFORG,EQ,555945,121206,21.80
20,214,BHARATGEAR,EQ,39650,19987,50.41
20,215,BHARATRAS,EQ,1339,651,48.62
20,216,BHARTIARTL,EQ,32588978,13729403,42.13
20,217,BHEL,EQ,21843100,5307532,24.30
20,218,BIGBLOC,EQ,26937,8911,33.08
20,219,BIL,EQ,3877,2671,68.89
20,220,BINDALAGRO,EQ,174630,99956,57.24
20,221,BIOCON,EQ,5803946,1870412,32.23
20,222,BIOFILCHEM,EQ,88219,59273,67.19
20,223,BIRET,RR,72600,58400,80.44
20,224,BIRLACORPN,EQ,279016,121823,43.66
20,225,BIRLAMONEY,EQ,284464,149510,52.56
20,226,BIRLATYRE,EQ,383454,226384,59.04
20,227,BLBLIMITED,EQ,60274,60264,99.98
20,228,BLISSGVS,EQ,209089,103890,49.69
20,229,BLKASHYAP,EQ,200557,152198,75.89
20,230,BLS,EQ,137990,67469,48.89
20,231,BLUECOAST,EQ,1266,1266,100.00
20,232,BLUEDART,EQ,16564,10899,65.80
20,233,BLUESTARCO,EQ,44318,30652,69.16
20,234,BODALCHEM,EQ,1404862,436978,31.10
