Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,119995,100019,83.35
20,3,3MINDIA,EQ,3685,2235,60.65
20,4,5PAISA,EQ,101120,49383,48.84
20,5,622GS2035,GS,19,19,100.00
20,6,63MOONS,EQ,780023,405778,52.02
20,7,664GS2035,GS,520,500,96.15
20,8,667GS2050,GS,2010,2010,100.00
20,9,676GS2061,GS,664,664,100.00
20,10,719GS2060,GS,1124,1124,100.00
20,11,A2ZINFRA,EQ,2285072,1576207,68.98
20,12,AAKASH,EQ,87882,51144,58.20
20,13,AAREYDRUGS,EQ,29961,17896,59.73
20,14,AARON,EQ,6563,4491,68.43
20,15,AARTIDRUGS,EQ,170583,70535,41.35
20,16,AARTIIND,EQ,845051,261198,30.91
20,17,AARTISURF,EQ,14158,7960,56.22
20,18,AARVEEDEN,EQ,32787,17714,54.03
20,19,AARVI,EQ,15067,10966,72.78
20,20,AAVAS,EQ,85331,32577,38.18
20,21,ABAN,EQ,2711391,955991,35.26
20,22,ABB,EQ,66749,36910,55.30
20,23,ABBOTINDIA,EQ,17443,4258,24.41
20,24,ABCAPITAL,EQ,3947404,1924013,48.74
20,25,ABFRL,EQ,4859599,1449392,29.83
20,26,ABMINTLLTD,EQ,2107,2106,99.95
20,27,ABSLAMC,EQ,7876940,5371314,68.19
20,28,ABSLBANETF,EQ,4007,546,13.63
20,29,ABSLNN50ET,EQ,2596,2429,93.57
20,30,ACC,EQ,211576,70143,33.15
20,31,ACCELYA,EQ,36590,11981,32.74
20,32,ACCURACY,EQ,126517,51994,41.10
20,33,ACE,EQ,561430,292010,52.01
20,34,ACRYSIL,EQ,257746,93275,36.19
20,35,ADANIENT,EQ,1910095,479878,25.12
20,36,ADANIGREEN,EQ,181216,116440,64.25
20,37,ADANIPORTS,EQ,2118247,757559,35.76
20,38,ADANIPOWER,EQ,6211799,3272673,52.68
20,39,ADFFOODS,EQ,12466,9784,78.49
20,40,ADORWELD,EQ,5834,3582,61.40
20,41,ADSL,EQ,331427,184699,55.73
20,42,ADVANIHOTR,EQ,44175,16728,37.87
20,43,ADVENZYMES,EQ,731286,338140,46.24
20,44,AEGISCHEM,EQ,5349739,3306063,61.80
20,45,AFFLE,EQ,1496525,726826,48.57
20,46,AGARIND,EQ,95779,24603,25.69
20,47,AGROPHOS,EQ,141300,104226,73.76
20,48,AHLADA,EQ,47700,34045,71.37
20,49,AHLEAST,EQ,8165,6820,83.53
20,50,AHLUCONT,EQ,55856,33821,60.55
20,51,AHLWEST,EQ,1823,1276,69.99
20,52,AIAENG,EQ,89018,73316,82.36
20,53,AILIMITED,SM,12000,12000,100.00
20,54,AIROLAM,SM,3000,3000,100.00
20,55,AISL,SM,6000,4800,80.00
20,56,AJANTPHARM,EQ,108163,28114,25.99
20,57,AJOONI,EQ,216792,149463,68.94
20,58,AKASH,EQ,13939,6080,43.62
20,59,AKG,EQ,51655,32228,62.39
20,60,AKSHARCHEM,EQ,62169,33360,53.66
20,61,AKZOINDIA,EQ,6762,4805,71.06
20,62,ALANKIT,EQ,1961215,1076033,54.87
20,63,ALBERTDAVD,EQ,30003,18141,60.46
20,64,ALEMBICLTD,EQ,448328,170396,38.01
20,65,ALICON,EQ,25044,12086,48.26
20,66,ALKALI,EQ,106037,65589,61.85
20,67,ALKEM,EQ,274280,115454,42.09
20,68,ALKYLAMINE,EQ,48106,29647,61.63
20,69,ALLCARGO,EQ,526066,251071,47.73
20,70,ALLSEC,EQ,145887,69398,47.57
20,71,ALMONDZ,EQ,10137,7001,69.06
20,72,ALOKINDS,EQ,13330130,5504401,41.29
20,73,ALPA,EQ,33771,19656,58.20
20,74,ALPHAGEO,EQ,56352,22939,40.71
20,75,AMARAJABAT,EQ,1655290,657655,39.73
20,76,AMBANIORG,SM,10000,6000,60.00
20,77,AMBER,EQ,278200,81623,29.34
20,78,AMBICAAGAR,EQ,100274,54482,54.33
20,79,AMBIKCO,EQ,162639,40833,25.11
20,80,AMBUJACEM,EQ,3522402,2097281,59.54
20,81,AMDIND,EQ,23542,17658,75.01
20,82,AMIORG,EQ,943054,602055,63.84
20,83,AMJLAND,EQ,47628,25930,54.44
20,84,AMRUTANJAN,EQ,39780,24660,61.99
20,85,ANANTRAJ,EQ,673176,508730,75.57
20,86,ANDHRAPAP,EQ,35940,19890,55.34
20,87,ANDHRSUGAR,EQ,82141,36773,44.77
20,88,ANDREWYU,EQ,206395,115621,56.02
20,89,ANGELBRKG,EQ,529839,152689,28.82
20,90,ANIKINDS,EQ,301720,182856,60.60
20,91,ANMOL,EQ,121382,53879,44.39
20,92,ANSALAPI,EQ,988838,574523,58.10
20,93,ANSALHSG,EQ,454969,359184,78.95
20,94,ANUP,EQ,32207,14052,43.63
20,95,ANURAS,EQ,89878,50383,56.06
20,96,APARINDS,EQ,797521,240732,30.19
20,97,APCL,EQ,24859,16718,67.25
20,98,APCOTEXIND,EQ,160184,44083,27.52
20,99,APEX,EQ,108671,48263,44.41
20,100,APLAPOLLO,EQ,456531,328377,71.93
20,101,APLLTD,EQ,1371722,342495,24.97
20,102,APOLLO,EQ,154898,92132,59.48
20,103,APOLLOHOSP,EQ,331320,144093,43.49
20,104,APOLLOPIPE,EQ,43824,29579,67.49
20,105,APOLLOTYRE,EQ,10744057,2891254,26.91
20,106,APOLSINHOT,EQ,2557,1834,71.72
20,107,APTECHT,EQ,243390,166018,68.21
20,108,APTUS,EQ,425755,270899,63.63
20,109,ARCHIDPLY,EQ,42840,25288,59.03
20,110,ARENTERP,EQ,7235,3662,50.62
20,111,ARIES,EQ,24376,16448,67.48
20,112,ARIHANT,EQ,22806,15520,68.05
20,113,ARIHANTCAP,EQ,59228,49969,84.37
20,114,ARIHANTSUP,EQ,161432,80225,49.70
20,115,ARMANFIN,EQ,29753,4912,16.51
20,116,AROGRANITE,EQ,49180,31732,64.52
20,117,ARROWGREEN,EQ,9120,6360,69.74
20,118,ARSHIYA,EQ,526721,374093,71.02
20,119,ARSSINFRA,EQ,19041,14818,77.82
20,120,ARTEMISMED,EQ,139832,102297,73.16
20,121,ARVIND,EQ,4037666,1889994,46.81
20,122,ARVINDFASN,EQ,323684,146141,45.15
20,123,ARVSMART,EQ,287206,190374,66.28
20,124,ASAHIINDIA,EQ,190705,26505,13.90
20,125,ASAHISONG,EQ,21046,11293,53.66
20,126,ASALCBR,EQ,386858,169153,43.72
20,127,ASHAPURMIN,EQ,85902,59208,68.93
20,128,ASHIANA,EQ,125610,56583,45.05
20,129,ASHIMASYN,EQ,429967,323897,75.33
20,130,ASHOKA,EQ,10874456,3166359,29.12
20,131,ASHOKLEY,EQ,14943042,4741591,31.73
20,132,ASIANHOTNR,EQ,10553,4324,40.97
20,133,ASIANPAINT,EQ,460197,193438,42.03
20,134,ASIANTILES,EQ,175747,97044,55.22
20,135,ASPINWALL,EQ,19421,11157,57.45
20,136,ASTEC,EQ,8067,4423,54.83
