Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,1997,1997,100.00
20,3,3MINDIA,EQ,3342,1812,54.22
20,4,5PAISA,EQ,27056,11134,41.15
20,5,610GS2031,GS,10000,10000,100.00
20,6,622GS2035,GS,100,100,100.00
20,7,63MOONS,EQ,92995,46122,49.60
20,8,667GS2035,GS,311,311,100.00
20,9,667GS2050,GS,518,330,63.71
20,10,676GS2061,GS,5586,5586,100.00
20,11,716GS2050,GS,13,13,100.00
20,12,719GS2060,GS,868,500,57.60
20,13,A2ZINFRA,EQ,1443160,928893,64.37
20,14,AAKASH,EQ,163237,97126,59.50
20,15,AAREYDRUGS,EQ,39068,28576,73.14
20,16,AARON,EQ,11977,8256,68.93
20,17,AARTIDRUGS,EQ,154629,59985,38.79
20,18,AARTIIND,EQ,1818149,407810,22.43
20,19,AARTISURF,EQ,25872,9592,37.07
20,20,AARVEEDEN,EQ,101008,48999,48.51
20,21,AARVI,EQ,16815,14643,87.08
20,22,AAVAS,EQ,39186,21934,55.97
20,23,ABAN,EQ,1637691,789956,48.24
20,24,ABB,EQ,64748,37964,58.63
20,25,ABBOTINDIA,EQ,45763,10565,23.09
20,26,ABCAPITAL,EQ,2499118,1134317,45.39
20,27,ABFRL,EQ,9383410,2285690,24.36
20,28,ABMINTLLTD,EQ,2025,2025,100.00
20,29,ABSLBANETF,EQ,680,357,52.50
20,30,ABSLNN50ET,EQ,813,643,79.09
20,31,ACC,EQ,318393,87251,27.40
20,32,ACCELYA,EQ,34335,13046,38.00
20,33,ACCORD,SM,6000,6000,100.00
20,34,ACCURACY,EQ,45888,26064,56.80
20,35,ACE,EQ,830143,354009,42.64
20,36,ACEINTEG,SM,4500,4500,100.00
20,37,ACRYSIL,EQ,90036,46187,51.30
20,38,ADANIENT,EQ,1919106,449648,23.43
20,39,ADANIGREEN,EQ,179544,115239,64.18
20,40,ADANIPORTS,EQ,3237419,990929,30.61
20,41,ADANIPOWER,EQ,5122515,2715714,53.02
20,42,ADFFOODS,EQ,12383,9458,76.38
20,43,ADORWELD,EQ,6297,3416,54.25
20,44,ADSL,EQ,451911,218703,48.40
20,45,ADVANIHOTR,EQ,39418,19574,49.66
20,46,ADVENZYMES,EQ,332082,131656,39.65
20,47,AEGISCHEM,EQ,302131,135899,44.98
20,48,AFFLE,EQ,220500,149466,67.79
20,49,AGARIND,EQ,161373,90425,56.03
20,50,AGROPHOS,EQ,584862,355394,60.77
20,51,AHLADA,EQ,44357,32461,73.18
20,52,AHLEAST,EQ,6737,4086,60.65
20,53,AHLUCONT,EQ,132601,78948,59.54
20,54,AHLWEST,EQ,2619,1476,56.36
20,55,AIAENG,EQ,34056,19893,58.41
20,56,AILIMITED,SM,6000,6000,100.00
20,57,AIROLAM,SM,21000,15000,71.43
20,58,AISL,SM,4800,4800,100.00
20,59,AJANTPHARM,EQ,53376,22377,41.92
20,60,AJOONI,EQ,165539,113215,68.39
20,61,AKASH,EQ,83066,16074,19.35
20,62,AKG,EQ,30826,21960,71.24
20,63,AKSHARCHEM,EQ,195612,65612,33.54
20,64,AKZOINDIA,EQ,6791,4016,59.14
20,65,ALANKIT,EQ,2371127,1540958,64.99
20,66,ALBERTDAVD,EQ,7061,3806,53.90
20,67,ALEMBICLTD,EQ,174719,67008,38.35
20,68,ALICON,EQ,45924,22852,49.76
20,69,ALKALI,EQ,151425,73913,48.81
20,70,ALKEM,EQ,344171,144379,41.95
20,71,ALKYLAMINE,EQ,143040,68434,47.84
20,72,ALLCARGO,EQ,770450,251503,32.64
20,73,ALLSEC,EQ,5832,4133,70.87
20,74,ALMONDZ,EQ,54360,42082,77.41
20,75,ALOKINDS,EQ,7486202,3168611,42.33
20,76,ALPA,EQ,460772,142448,30.92
20,77,ALPHAGEO,EQ,90485,28049,31.00
20,78,AMARAJABAT,EQ,932021,396885,42.58
20,79,AMBANIORG,SM,2000,2000,100.00
20,80,AMBER,EQ,58191,25537,43.88
20,81,AMBICAAGAR,EQ,239465,134699,56.25
20,82,AMBIKCO,EQ,87491,39743,45.43
20,83,AMBUJACEM,EQ,5508787,3450811,62.64
20,84,AMDIND,EQ,161516,99569,61.65
