Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,564,564,100.00
20,3,3MINDIA,EQ,926,499,53.89
20,4,5PAISA,EQ,45962,15251,33.18
20,5,63MOONS,EQ,111748,68833,61.60
20,6,667GS2050,GS,3846,3846,100.00
20,7,676GS2061,GS,5299,4799,90.56
20,8,719GS2060,GS,2,2,100.00
20,9,772GS2055,GS,200,200,100.00
20,10,A2ZINFRA,EQ,394886,242078,61.30
20,11,AAATECH,SM,6000,3000,50.00
20,12,AAKASH,EQ,181200,74769,41.26
20,13,AAREYDRUGS,EQ,239282,132116,55.21
20,14,AARON,EQ,11738,9069,77.26
20,15,AARTIDRUGS,EQ,125452,47960,38.23
20,16,AARTIIND,EQ,2356798,662150,28.10
20,17,AARTISURF,EQ,161246,59569,36.94
20,18,AARVEEDEN,EQ,65312,47935,73.39
20,19,AARVI,EQ,13996,9293,66.40
20,20,AAVAS,EQ,91606,41401,45.19
20,21,ABAN,EQ,176595,85890,48.64
20,22,ABB,EQ,93434,67106,71.82
20,23,ABBOTINDIA,EQ,37697,9284,24.63
20,24,ABCAPITAL,EQ,17544307,4925317,28.07
20,25,ABFRL,EQ,1477912,329646,22.30
20,26,ABSLBANETF,EQ,145,29,20.00
20,27,ABSLNN50ET,EQ,69,57,82.61
20,28,ABSLRIF6RD,MF,1000,1000,100.00
20,29,ABSLRIF6RG,MF,10051,10051,100.00
20,30,ACC,EQ,516746,216620,41.92
20,31,ACCELYA,EQ,567351,159497,28.11
20,32,ACCURACY,EQ,927790,326698,35.21
20,33,ACE,EQ,417926,154746,37.03
20,34,ACRYSIL,EQ,238447,111534,46.78
20,35,ADANIENT,EQ,14250256,1834674,12.87
20,36,ADANIPORTS,EQ,17504802,2718153,15.53
20,37,ADFFOODS,EQ,16748,9072,54.17
20,38,ADORWELD,EQ,29814,12854,43.11
20,39,ADSL,EQ,200215,106659,53.27
20,40,ADVANIHOTR,EQ,680970,208173,30.57
20,41,ADVENZYMES,EQ,449915,197609,43.92
20,42,AEGISCHEM,EQ,532913,276322,51.85
20,43,AGARIND,EQ,35305,20248,57.35
20,44,AGRITECH,EQ,27060,13410,49.56
20,45,AGROPHOS,EQ,106119,76479,72.07
20,46,AHLADA,EQ,138342,104491,75.53
20,47,AHLEAST,EQ,6051,3348,55.33
20,48,AHLUCONT,EQ,5316,2639,49.64
20,49,AHLWEST,EQ,7251,3365,46.41
20,50,AIAENG,EQ,8355,5083,60.84
20,51,AIROLAM,SM,60000,42000,70.00
20,52,AISL,SM,22800,1200,5.26
20,53,AJANTPHARM,EQ,198597,163877,82.52
20,54,AJOONI,EQ,12775,8651,67.72
20,55,AKASH,EQ,55609,52589,94.57
20,56,AKG,EQ,8817,4468,50.67
20,57,AKSHARCHEM,EQ,33923,12744,37.57
20,58,AKZOINDIA,EQ,16281,8208,50.41
20,59,ALANKIT,EQ,1688816,809683,47.94
20,60,ALBERTDAVD,EQ,17838,10025,56.20
20,61,ALEMBICLTD,EQ,319224,111042,34.78
20,62,ALICON,EQ,211279,78118,36.97
20,63,ALKALI,EQ,19745,12191,61.74
20,64,ALKEM,EQ,689686,75118,10.89
20,65,ALKYLAMINE,EQ,52151,24521,47.02
20,66,ALLCARGO,EQ,969637,351008,36.20
20,67,ALLSEC,EQ,6393,3608,56.44
