Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,3017,3017,100.00
20,3,3MINDIA,EQ,3636,1857,51.07
20,4,5PAISA,EQ,119134,50106,42.06
20,5,63MOONS,EQ,273915,181310,66.19
20,6,667GS2050,GS,410,409,99.76
20,7,676GS2061,GS,882,882,100.00
20,8,68GS2060,GS,1,1,100.00
20,9,706GS2046,GS,1,1,100.00
20,10,716GS2050,GS,10,10,100.00
20,11,737GS2023,GS,300,300,100.00
20,12,763GS2059,GS,35,35,100.00
20,13,772GS2049,GS,150,150,100.00
20,14,772GS2055,GS,168,168,100.00
20,15,A2ZINFRA,EQ,413582,247799,59.92
20,16,AAATECH,SM,39000,39000,100.00
20,17,AAKASH,EQ,380989,137375,36.06
20,18,AARON,EQ,17778,15158,85.26
20,19,AARTIDRUGS,EQ,298556,121014,40.53
20,20,AARTIIND,EQ,816371,419156,51.34
20,21,AARTISURF,EQ,179831,63104,35.09
20,22,AARVEEDEN,EQ,34856,19062,54.69
20,23,AARVI,EQ,38212,23914,62.58
20,24,AAVAS,EQ,32841,18233,55.52
20,25,ABAN,EQ,464298,264272,56.92
20,26,ABB,EQ,69698,21596,30.99
20,27,ABBOTINDIA,EQ,7380,3571,48.39
20,28,ABCAPITAL,EQ,2396867,1135708,47.38
20,29,ABFRL,EQ,1946142,415813,21.37
20,30,ABINFRA,SM,32000,32000,100.00
20,31,ABMINTLTD,EQ,10795,9169,84.94
20,32,ABSLBANETF,EQ,291,243,83.51
20,33,ABSLNN50ET,EQ,609,549,90.15
20,34,ABSLRIF6RD,MF,100,100,100.00
20,35,ABSLRIF6RG,MF,12600,12600,100.00
20,36,ACC,EQ,695393,217092,31.22
20,37,ACCELYA,EQ,61241,25460,41.57
20,38,ACCURACY,EQ,9741,7063,72.51
20,39,ACE,EQ,3703867,891218,24.06
20,40,ACEINTEG,SM,3000,3000,100.00
20,41,ACRYSIL,EQ,36714,23192,63.17
20,42,ADANIENT,EQ,2054318,190932,9.29
20,43,ADANIPORTS,EQ,5339116,782777,14.66
20,44,ADFFOODS,EQ,132547,76556,57.76
20,45,ADORWELD,EQ,13676,8915,65.19
20,46,ADSL,EQ,297117,197205,66.37
20,47,ADVANIHOTR,EQ,32986,20817,63.11
20,48,ADVENZYMES,EQ,243558,114453,46.99
20,49,AEGISCHEM,EQ,371014,183879,49.56
20,50,AGARIND,EQ,30913,20100,65.02
20,51,AGRITECH,EQ,15903,6496,40.85
20,52,AGROPHOS,EQ,61580,35254,57.25
20,53,AHLADA,EQ,63332,46940,74.12
20,54,AHLEAST,EQ,173336,86288,49.78
20,55,AHLUCONT,EQ,10192,5598,54.93
20,56,AHLWEST,EQ,31523,19508,61.88
20,57,AIAENG,EQ,13727,8477,61.75
20,58,AILIMITED,SM,6000,6000,100.00
20,59,AIROLAM,SM,9000,9000,100.00
20,60,AISL,SM,22800,1200,5.26
