Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,6888,6888,100.00
20,3,3MINDIA,EQ,8108,4175,51.49
20,4,5PAISA,EQ,31662,13458,42.51
20,5,63MOONS,EQ,824778,377875,45.82
20,6,667GS2035,GS,63,63,100.00
20,7,667GS2050,GS,5110,5110,100.00
20,8,676GS2061,GS,10000,10000,100.00
20,9,68GS2060,GS,500,500,100.00
20,10,719GS2060,GS,260,260,100.00
20,11,772GS2049,GS,100,100,100.00
20,12,A2ZINFRA,EQ,1184988,560889,47.33
20,13,AAKASH,EQ,200733,108301,53.95
20,14,AAREYDRUGS,EQ,40770,25686,63.00
20,15,AARON,EQ,12851,7545,58.71
20,16,AARTIDRUGS,EQ,128396,61487,47.89
20,17,AARTIIND,EQ,1734688,548137,31.60
20,18,AARTISURF,EQ,19055,8489,44.55
20,19,AARVEEDEN,EQ,51154,34943,68.31
20,20,AARVI,EQ,16397,12381,75.51
20,21,AAVAS,EQ,105302,55443,52.65
20,22,ABAN,EQ,3826720,1194771,31.22
20,23,ABB,EQ,62953,32849,52.18
20,24,ABBOTINDIA,EQ,26368,6486,24.60
20,25,ABCAPITAL,EQ,2593828,837748,32.30
20,26,ABFRL,EQ,4909652,873346,17.79
20,27,ABMINTLLTD,EQ,13332,10013,75.11
20,28,ABSLBANETF,EQ,1712,327,19.10
20,29,ABSLFTPYDG,MF,10000,0,0.00
20,30,ABSLNN50ET,EQ,402,265,65.92
20,31,ACC,EQ,249365,58347,23.40
20,32,ACCELYA,EQ,33416,13952,41.75
20,33,ACCORD,SM,6000,6000,100.00
20,34,ACCURACY,EQ,280066,91362,32.62
20,35,ACE,EQ,1109392,458155,41.30
20,36,ACEINTEG,SM,4500,4500,100.00
20,37,ACRYSIL,EQ,50859,29353,57.71
20,38,ADANIENT,EQ,2646112,656000,24.79
20,39,ADANIGREEN,EQ,174740,102419,58.61
20,40,ADANIPORTS,EQ,2878232,738927,25.67
20,41,ADANIPOWER,EQ,4269144,2180339,51.07
20,42,ADFFOODS,EQ,10828,7958,73.49
20,43,ADORWELD,EQ,4813,2998,62.29
20,44,ADSL,EQ,789249,282504,35.79
20,45,ADVANIHOTR,EQ,182282,69814,38.30
20,46,ADVENZYMES,EQ,982434,389462,39.64
20,47,AEGISCHEM,EQ,340540,192205,56.44
20,48,AFFLE,EQ,203532,185462,91.12
20,49,AGARIND,EQ,113452,48513,42.76
20,50,AGROPHOS,EQ,543099,377149,69.44
20,51,AHLADA,EQ,35626,23938,67.19
20,52,AHLEAST,EQ,5840,3262,55.86
20,53,AHLUCONT,EQ,147640,94297,63.87
20,54,AHLWEST,EQ,4152,1485,35.77
20,55,AIAENG,EQ,122717,92232,75.16
20,56,AILIMITED,SM,9000,9000,100.00
20,57,AIROLAM,SM,3000,3000,100.00
20,58,AISL,SM,1200,1200,100.00
20,59,AJANTPHARM,EQ,17454,6984,40.01
20,60,AJOONI,EQ,126307,77243,61.15
20,61,AKASH,EQ,122697,86464,70.47
20,62,AKG,EQ,63875,47369,74.16
20,63,AKSHARCHEM,EQ,64533,32829,50.87
20,64,AKZOINDIA,EQ,4668,3349,71.74
20,65,ALANKIT,EQ,2602313,1266559,48.67
20,66,ALBERTDAVD,EQ,27057,14656,54.17
20,67,ALEMBICLTD,EQ,213681,90647,42.42
20,68,ALICON,EQ,42942,11990,27.92
20,69,ALKALI,EQ,129412,66313,51.24
20,70,ALKEM,EQ,431812,259736,60.15
20,71,ALKYLAMINE,EQ,53761,29617,55.09
20,72,ALLCARGO,EQ,498707,198260,39.75
20,73,ALLSEC,EQ,10180,7616,74.81
20,74,ALMONDZ,EQ,18675,11643,62.35
20,75,ALOKINDS,EQ,5040912,2272605,45.08
20,76,ALPA,EQ,55947,33459,59.80
20,77,ALPHAGEO,EQ,44548,20808,46.71
20,78,AMARAJABAT,EQ,662851,192402,29.03
20,79,AMBANIORG,SM,4000,4000,100.00
20,80,AMBER,EQ,129417,45451,35.12
20,81,AMBICAAGAR,EQ,388497,242942,62.53
20,82,AMBIKCO,EQ,82218,36467,44.35
20,83,AMBUJACEM,EQ,3321119,2081847,62.69
20,84,AMDIND,EQ,55030,42440,77.12
20,85,AMIORG,EQ,743150,415756,55.95
20,86,AMJLAND,EQ,56011,30436,54.34
20,87,AMRUTANJAN,EQ,54625,26465,48.45
20,88,ANANTRAJ,EQ,413046,293364,71.02
20,89,ANDHRAPAP,EQ,55207,34627,62.72
20,90,ANDHRSUGAR,EQ,271427,81672,30.09
20,91,ANDREWYU,EQ,241034,137340,56.98
20,92,ANGELBRKG,EQ,436180,92870,21.29
20,93,ANIKINDS,EQ,58500,47319,80.89
20,94,ANMOL,EQ,73520,32369,44.03
20,95,ANSALAPI,EQ,1964247,1198139,61.00
20,96,ANSALHSG,EQ,1030747,739695,71.76
20,97,ANUP,EQ,26240,13736,52.35
20,98,ANURAS,EQ,96063,41225,42.91
20,99,APARINDS,EQ,68485,32186,47.00
20,100,APCL,EQ,23013,14666,63.73
20,101,APCOTEXIND,EQ,329102,126190,38.34
20,102,APEX,EQ,113290,41781,36.88
20,103,APLAPOLLO,EQ,358125,252192,70.42
20,104,APLLTD,EQ,117586,55110,46.87
20,105,APOLLO,EQ,74927,42550,56.79
20,106,APOLLOHOSP,EQ,269607,144954,53.76
20,107,APOLLOPIPE,EQ,46011,27180,59.07
20,108,APOLLOTYRE,EQ,4477732,1280257,28.59
20,109,APOLSINHOT,EQ,4523,2821,62.37
20,110,APTECHT,EQ,749686,222186,29.64
