Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,20MICRONS,EQ,581423,333911,57.43
20,3,21STCENMGM,EQ,695,695,100.00
20,4,3MINDIA,EQ,2134,1206,56.51
20,5,5PAISA,EQ,56765,17855,31.45
20,6,622GS2035,GS,400,400,100.00
20,7,63MOONS,EQ,345373,198632,57.51
20,8,664GS2035,GS,100,100,100.00
20,9,667GS2050,GS,8008,8008,100.00
20,10,676GS2061,GS,7090,6790,95.77
20,11,68GS2060,GS,100,100,100.00
20,12,772GS2055,GS,269,269,100.00
20,13,813GS2045,GS,100,100,100.00
20,14,A2ZINFRA,EQ,445721,313521,70.34
20,15,AAATECH,SM,9000,6000,66.67
20,16,AAKASH,EQ,135894,65845,48.45
20,17,AARON,EQ,34427,17836,51.81
20,18,AARTIDRUGS,EQ,423050,135328,31.99
20,19,AARTIIND,EQ,1776400,528553,29.75
20,20,AARTISURF,EQ,28286,17912,63.32
20,21,AARVEEDEN,EQ,250541,164831,65.79
20,22,AARVI,EQ,40777,34926,85.65
20,23,AAVAS,EQ,73326,49703,67.78
20,24,ABAN,EQ,401314,216986,54.07
20,25,ABB,EQ,127132,93046,73.19
20,26,ABBOTINDIA,EQ,17240,7952,46.13
20,27,ABCAPITAL,EQ,3375957,1383557,40.98
20,28,ABFRL,EQ,3734855,1527989,40.91
20,29,ABINFRA,SM,4000,4000,100.00
20,30,ABSLBANETF,EQ,660,39,5.91
20,31,ABSLNN50ET,EQ,153,70,45.75
20,32,ABSLRIF6RG,MF,73610,72610,98.64
20,33,ACC,EQ,538219,247167,45.92
20,34,ACCELYA,EQ,60164,22823,37.93
20,35,ACCURACY,EQ,27512,13742,49.95
20,36,ACE,EQ,507906,226580,44.61
20,37,ACRYSIL,EQ,193235,107061,55.40
20,38,ADANIENT,EQ,4442122,829706,18.68
20,39,ADANIPORTS,EQ,18429941,2197967,11.93
20,40,ADFFOODS,EQ,16093,9820,61.02
20,41,ADORWELD,EQ,14036,8494,60.52
20,42,ADSL,EQ,313280,221428,70.68
20,43,ADVANIHOTR,EQ,218177,120455,55.21
20,44,ADVENZYMES,EQ,905271,345665,38.18
20,45,AEGISCHEM,EQ,503576,301141,59.80
20,46,AGARIND,EQ,105555,82522,78.18
20,47,AGRITECH,EQ,70091,53547,76.40
20,48,AGROPHOS,EQ,64562,45041,69.76
20,49,AHLADA,EQ,98641,64848,65.74
20,50,AHLEAST,EQ,8475,4594,54.21
20,51,AHLUCONT,EQ,12205,6356,52.08
20,52,AHLWEST,EQ,5003,2857,57.11
20,53,AIAENG,EQ,11767,6325,53.75
20,54,AILIMITED,SM,6000,6000,100.00
20,55,AIROLAM,SM,12000,9000,75.00
20,56,AISL,SM,31200,8400,26.92
20,57,AJANTPHARM,EQ,177445,130300,73.43
20,58,AJOONI,EQ,121518,97072,79.88
20,59,AKASH,EQ,94357,67929,71.99
20,60,AKG,EQ,8712,6371,73.13
20,61,AKSHARCHEM,EQ,342071,100738,29.45
20,62,AKZOINDIA,EQ,18901,10323,54.62
20,63,ALANKIT,EQ,1572877,831842,52.89
20,64,ALBERTDAVD,EQ,19025,9806,51.54
20,65,ALEMBICLTD,EQ,491135,237402,48.34
20,66,ALICON,EQ,15322,8810,57.50
20,67,ALKALI,EQ,251960,145672,57.82
20,68,ALKEM,EQ,281571,102736,36.49
20,69,ALKYLAMINE,EQ,359230,114955,32.00
20,70,ALLCARGO,EQ,2437634,847848,34.78
20,71,ALLSEC,EQ,20603,13079,63.48
20,72,ALMONDZ,EQ,13521,9736,72.01
