Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,20MICRONS,EQ,155115,88800,57.25
20,3,21STCENMGM,EQ,4190,4190,100.00
20,4,3MINDIA,EQ,2174,953,43.84
20,5,5PAISA,EQ,12564,6544,52.09
20,6,63MOONS,EQ,45244,30730,67.92
20,7,667GS2050,GS,711,711,100.00
20,8,676GS2061,GS,5960,5959,99.98
20,9,719GS2060,GS,10,10,100.00
20,10,772GS2055,GS,100,100,100.00
20,11,A2ZINFRA,EQ,331928,202743,61.08
20,12,AAATECH,SM,9000,9000,100.00
20,13,AAKASH,EQ,169106,125504,74.22
20,14,AAREYDRUGS,EQ,19554,14068,71.94
20,15,AARON,EQ,2228,1488,66.79
20,16,AARTIDRUGS,EQ,116407,59687,51.27
20,17,AARTIIND,EQ,645898,373553,57.83
20,18,AARTISURF,EQ,11426,5797,50.74
20,19,AARVEEDEN,EQ,112998,107184,94.85
20,20,AARVI,EQ,11034,5747,52.08
20,21,AAVAS,EQ,143393,91541,63.84
20,22,ABAN,EQ,143371,72049,50.25
20,23,ABB,EQ,56336,24975,44.33
20,24,ABBOTINDIA,EQ,10727,4593,42.82
20,25,ABCAPITAL,EQ,8474523,3063608,36.15
20,26,ABFRL,EQ,10370735,3665250,35.34
20,27,ABSLBANETF,EQ,648,253,39.04
20,28,ABSLNN50ET,EQ,139,123,88.49
20,29,ACC,EQ,434577,176889,40.70
20,30,ACCELYA,EQ,36989,15378,41.57
20,31,ACCORD,SM,2000,2000,100.00
20,32,ACCURACY,EQ,95799,48057,50.16
20,33,ACE,EQ,1001548,389216,38.86
20,34,ACRYSIL,EQ,273779,132567,48.42
20,35,ADANIENT,EQ,2760295,255421,9.25
20,36,ADANIGREEN,EQ,3334805,2123240,63.67
20,37,ADANIPORTS,EQ,4445517,791642,17.81
20,38,ADANIPOWER,EQ,3425363,2019607,58.96
20,39,ADFFOODS,EQ,9203,5928,64.41
20,40,ADORWELD,EQ,13833,10574,76.44
20,41,ADSL,EQ,107767,76352,70.85
20,42,ADVANIHOTR,EQ,51921,33046,63.65
20,43,ADVENZYMES,EQ,188830,95502,50.58
20,44,AEGISCHEM,EQ,967771,550014,56.83
20,45,AFFLE,EQ,154456,72431,46.89
20,46,AGARIND,EQ,13036,11319,86.83
20,47,AGROPHOS,EQ,101974,69006,67.67
20,48,AHLADA,EQ,18751,12183,64.97
20,49,AHLEAST,EQ,51788,41496,80.13
20,50,AHLUCONT,EQ,161842,62167,38.41
20,51,AHLWEST,EQ,981,816,83.18
20,52,AIAENG,EQ,80280,64544,80.40
20,53,AIROLAM,SM,297000,219000,73.74
20,54,AISL,SM,3600,3600,100.00
20,55,AJANTPHARM,EQ,44266,34161,77.17
20,56,AJOONI,EQ,17573,13533,77.01
20,57,AKASH,EQ,24037,9172,38.16
20,58,AKG,EQ,802,741,92.39
20,59,AKSHARCHEM,EQ,15045,6430,42.74
20,60,AKZOINDIA,EQ,11463,5440,47.46
20,61,ALANKIT,EQ,2866943,884170,30.84
20,62,ALBERTDAVD,EQ,14184,6828,48.14
20,63,ALEMBICLTD,EQ,498071,195143,39.18
20,64,ALICON,EQ,10748,7086,65.93
20,65,ALKALI,EQ,30005,12224,40.74
20,66,ALKEM,EQ,289454,108577,37.51
20,67,ALKYLAMINE,EQ,61601,38560,62.60
20,68,ALLCARGO,EQ,826592,339431,41.06
20,69,ALLSEC,EQ,16521,12221,73.97
20,70,ALMONDZ,EQ,36875,29766,80.72
20,71,ALOKINDS,EQ,3819816,2268668,59.39
20,72,ALPA,EQ,25465,16508,64.83
20,73,ALPHAGEO,EQ,107570,29681,27.59
20,74,AMARAJABAT,EQ,594485,200727,33.76
20,75,AMBANIORG,SM,4000,4000,100.00
20,76,AMBER,EQ,54795,38446,70.16
20,77,AMBICAAGAR,EQ,11983,8374,69.88
20,78,AMBIKCO,EQ,110332,43349,39.29
20,79,AMBUJACEM,EQ,2871092,1347515,46.93
20,80,AMDIND,EQ,5377,4606,85.66
20,81,AMIORG,EQ,843222,262591,31.14
20,82,AMJLAND,EQ,482278,216638,44.92
20,83,AMRUTANJAN,EQ,234786,69264,29.50
20,84,ANANTRAJ,EQ,661850,449659,67.94
20,85,ANDHRAPAP,EQ,51264,24542,47.87
20,86,ANDHRSUGAR,EQ,299167,133612,44.66
20,87,ANDREWYU,EQ,120038,89092,74.22
20,88,ANGELBRKG,EQ,305576,95868,31.37
20,89,ANIKINDS,EQ,37202,27225,73.18
20,90,ANMOL,EQ,72312,31007,42.88
20,91,ANSALAPI,EQ,241133,151504,62.83
20,92,ANSALHSG,EQ,313203,228667,73.01
20,93,ANUP,EQ,18023,10618,58.91
20,94,ANURAS,EQ,109732,51476,46.91
20,95,APARINDS,EQ,53435,25386,47.51
20,96,APCL,EQ,36409,23805,65.38
20,97,APCOTEXIND,EQ,110354,58216,52.75
20,98,APEX,EQ,99414,36807,37.02
20,99,APLAPOLLO,EQ,163488,100994,61.77
20,100,APLLTD,EQ,422450,147225,34.85
20,101,APOLLO,EQ,150143,69238,46.11
20,102,APOLLOHOSP,EQ,1949974,634176,32.52
20,103,APOLLOPIPE,EQ,21336,11341,53.15
20,104,APOLLOTYRE,EQ,5274766,1450686,27.50
20,105,APOLSINHOT,EQ,3545,2351,66.32
20,106,APTECHT,EQ,3150021,608728,19.32
20,107,APTUS,EQ,383835,242326,63.13
20,108,ARCHIDPLY,EQ,13527,7081,52.35
20,109,ARENTERP,EQ,9507,4192,44.09
20,110,ARIES,EQ,96099,31900,33.19
20,111,ARIHANT,EQ,30904,3551,11.49
20,112,ARIHANTCAP,EQ,98041,55844,56.96
20,113,ARIHANTSUP,EQ,658726,247009,37.50
20,114,ARMANFIN,EQ,18173,5312,29.23
20,115,AROGRANITE,EQ,43489,31894,73.34
20,116,ARROWGREEN,EQ,6755,3999,59.20
20,117,ARSHIYA,EQ,73793,57938,78.51
20,118,ARSSINFRA,EQ,9245,6758,73.10
20,119,ARTEMISMED,EQ,393368,241538,61.40
20,120,ARVIND,EQ,1526225,751061,49.21
20,121,ARVINDFASN,EQ,404284,188487,46.62
20,122,ARVSMART,EQ,285860,150278,52.57
20,123,ASAHIINDIA,EQ,33791,14507,42.93
20,124,ASAHISONG,EQ,11003,7641,69.44
20,125,ASALCBR,EQ,77147,42933,55.65
20,126,ASHAPURMIN,EQ,85725,56277,65.65
20,127,ASHIANA,EQ,594265,294776,49.60
20,128,ASHIMASYN,EQ,22280,14138,63.46
20,129,ASHOKA,EQ,1644115,736092,44.77
20,130,ASHOKLEY,EQ,11339040,3579941,31.57
20,131,ASIANHOTNR,EQ,16283,7447,45.73
20,132,ASIANPAINT,EQ,2775975,790446,28.47
20,133,ASIANTILES,EQ,724944,304403,41.99
20,134,ASPINWALL,EQ,5164,3039,58.85
20,135,ASTEC,EQ,12906,8269,64.07
20,136,ASTERDM,EQ,1033830,326941,31.62
20,137,ASTRAL,EQ,528838,230501,43.59
20,138,ASTRAMICRO,EQ,2417945,1036452,42.86
20,139,ASTRAZEN,EQ,9787,5616,57.38
20,140,ASTRON,EQ,52149,26443,50.71
20,141,ATALREAL,SM,22400,17600,78.57
20,142,ATFL,EQ,6702,3732,55.68
20,143,ATUL,EQ,5806,2508,43.20
20,144,ATULAUTO,EQ,80745,38938,48.22
20,145,AUBANK,EQ,1030160,329653,32.00
20,146,AUROPHARMA,EQ,1962703,977487,49.80
20,147,AUTOAXLES,EQ,10318,5110,49.53
20,148,AUTOIND,EQ,46475,33868,72.87
20,149,AVADHSUGAR,EQ,78451,27338,34.85
20,150,AVANTIFEED,EQ,192283,111723,58.10
20,151,AVROIND,SM,6000,6000,100.00
20,152,AVTNPL,EQ,132335,75171,56.80
20,153,AWHCL,EQ,154226,56532,36.66
20,154,AXISBANK,EQ,5184626,2232542,43.06
20,155,AXISBNKETF,EQ,348,201,57.76
20,156,AXISBPSETF,EQ,12979,10988,84.66
20,157,AXISCADES,EQ,44866,30095,67.08
20,158,AXISCETF,EQ,17827,10328,57.93
20,159,AXISGOLD,EQ,138371,113253,81.85
20,160,AXISHCETF,EQ,9380,7485,79.80
20,161,AXISNIFTY,EQ,2665,2184,81.95
20,162,AXISTECETF,EQ,6118,4787,78.24
20,163,AYMSYNTEX,EQ,110315,63192,57.28
20,164,BAFNAPH,EQ,6552,4885,74.56
20,165,BAJAJ-AUTO,EQ,363519,124245,34.18
20,166,BAJAJCON,EQ,470152,206169,43.85
20,167,BAJAJELEC,EQ,270576,96633,35.71
20,168,BAJAJFINSV,EQ,373175,47385,12.70
20,169,BAJAJHLDNG,EQ,71950,18996,26.40
20,170,BAJFINANCE,EQ,1129346,484984,42.94
20,171,BALAJITELE,EQ,414469,194964,47.04
20,172,BALAMINES,EQ,46866,21993,46.93
20,173,BALAXI,EQ,1813,830,45.78
20,174,BALKRISIND,EQ,268417,113045,42.12
20,175,BALMLAWRIE,EQ,336193,158044,47.01
20,176,BALPHARMA,EQ,95296,65641,68.88
20,177,BALRAMCHIN,EQ,2659116,756154,28.44
20,178,BANARBEADS,EQ,9885,2745,27.77
20,179,BANARISUG,EQ,4406,2940,66.73
20,180,BANCOINDIA,EQ,131926,55719,42.24
20,181,BANDHANBNK,EQ,4042946,1795688,44.42
20,182,BANKBARODA,EQ,23102595,7480747,32.38
20,183,BANKBEES,EQ,472233,264219,55.95
20,184,BANKINDIA,EQ,6334580,2933982,46.32
20,185,BANSWRAS,EQ,15610,10996,70.44
20,186,BARBEQUE,EQ,25220,8461,33.55
20,187,BASF,EQ,22151,9493,42.86
20,188,BASML,EQ,87999,71724,81.51
20,189,BATAINDIA,EQ,325662,150277,46.15
20,190,BAYERCROP,EQ,53376,50121,93.90
20,191,BBL,EQ,23766,15777,66.38
20,192,BBTC,EQ,39292,19527,49.70
20,193,BBTCL,SM,3000,3000,100.00
20,194,BCLIND,EQ,384569,105626,27.47
20,195,BCONCEPTS,SM,69000,39000,56.52
20,196,BCP,EQ,394023,349843,88.79
20,197,BDL,EQ,228186,139968,61.34
20,198,BEARDSELL,EQ,21563,17252,80.01
20,199,BECTORFOOD,EQ,198061,102100,51.55
20,200,BEDMUTHA,EQ,7391,6183,83.66
20,201,BEL,EQ,5760785,1975914,34.30
20,202,BEML,EQ,114460,48065,41.99
20,203,BEPL,EQ,645772,325261,50.37
20,204,BERGEPAINT,EQ,2395947,436379,18.21
20,205,BESTAGRO,EQ,14964,11543,77.14
20,206,BETA,SM,20800,18000,86.54
20,207,BEWLTD,ST,8000,8000,100.00
20,208,BFINVEST,EQ,66064,18504,28.01
20,209,BFUTILITIE,EQ,652984,183034,28.03
20,210,BGRENERGY,EQ,122731,44744,36.46
20,211,BHAGERIA,EQ,254019,127785,50.31
20,212,BHAGYANGR,EQ,210454,99584,47.32
20,213,BHAGYAPROP,EQ,5910,3935,66.58
20,214,BHANDARI,EQ,284993,191312,67.13
20,215,BHARATFORG,EQ,2047990,815333,39.81
20,216,BHARATGEAR,EQ,45224,28647,63.34
20,217,BHARATRAS,EQ,1264,701,55.46
20,218,BHARTIARTL,EQ,70844952,32677530,46.13
20,219,BHEL,EQ,53416142,10109845,18.93
20,220,BIGBLOC,EQ,9851,5582,56.66
20,221,BIL,EQ,53954,20604,38.19
20,222,BINDALAGRO,EQ,591451,180301,30.48
20,223,BIOCON,EQ,1493295,549567,36.80
20,224,BIOFILCHEM,EQ,25477,17518,68.76
20,225,BIRET,RR,215947,189082,87.56
20,226,BIRLACORPN,EQ,125917,88244,70.08
20,227,BIRLAMONEY,EQ,246138,121005,49.16
20,228,BIRLATYRE,EQ,183168,137229,74.92
20,229,BLBLIMITED,EQ,20524,12090,58.91
20,230,BLISSGVS,EQ,139144,74778,53.74
20,231,BLKASHYAP,EQ,190091,115092,60.55
20,232,BLS,EQ,401978,187981,46.76
20,233,BLUEDART,EQ,12407,6390,51.50
20,234,BLUESTARCO,EQ,486552,163278,33.56
20,235,BODALCHEM,EQ,646243,244214,37.79
20,236,BOHRA,SM,2000,2000,100.00
20,237,BOMDYEING,EQ,2305899,642795,27.88
20,238,BOROLTD,EQ,208544,72329,34.68
20,239,BORORENEW,EQ,168533,113126,67.12
20,240,BOSCHLTD,EQ,30453,12485,41.00
20,241,BPCL,EQ,6337414,3729563,58.85
20,242,BRIGADE,EQ,1181496,286778,24.27
20,243,BRIGHT,SM,828000,786000,94.93
20,244,BRITANNIA,EQ,373614,242197,64.83
20,245,BRITANNIA,N2,208077,208077,100.00
20,246,BRITANNIA,N3,31302,31224,99.75
20,247,BRNL,EQ,24771,18125,73.17
20,248,BROOKS,EQ,30287,15338,50.64
20,249,BSE,EQ,223493,89255,39.94
20,250,BSL,EQ,21766,8491,39.01
20,251,BSLGOLDETF,EQ,280,219,78.21
20,252,BSLNIFTY,EQ,782,549,70.20
20,253,BSOFT,EQ,3211002,1145642,35.68
20,254,BTML,SM,10800,9600,88.89
20,255,BURGERKING,EQ,799252,382604,47.87
20,256,BUTTERFLY,EQ,46203,30282,65.54
20,257,BYKE,EQ,59092,41942,70.98
20,258,CADILAHC,EQ,1734174,591848,34.13
20,259,CALSOFT,EQ,1610223,748209,46.47
20,260,CAMLINFINE,EQ,906211,311778,34.40
20,261,CAMS,EQ,199385,109938,55.14
20,262,CANBK,EQ,7568187,3032789,40.07
20,263,CANFINHOME,EQ,1424233,366027,25.70
20,264,CANTABIL,EQ,201637,54137,26.85
20,265,CAPACITE,EQ,588227,318344,54.12
20,266,CAPLIPOINT,EQ,589109,127585,21.66
20,267,CAPTRUST,EQ,5965,4551,76.30
20,268,CARBORUNIV,EQ,75084,48030,63.97
20,269,CAREERP,EQ,193549,83813,43.30
20,270,CARERATING,EQ,51823,26902,51.91
20,271,CARTRADE,EQ,302051,209811,69.46
20,272,CASTROLIND,EQ,452806,277158,61.21
20,273,CCL,EQ,174769,66370,37.98
20,274,CEATLTD,EQ,248643,120554,48.48
20,275,CELEBRITY,EQ,26371,19222,72.89
20,276,CENTENKA,EQ,66127,33357,50.44
