Record Type,Sr No,Name of Security, Series, Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2,21STCENMGM,EQ,1943,1943,100.00
20,3,3MINDIA,EQ,7367,4161,56.48
20,4,3PLAND,EQ,9858,7445,75.52
20,5,579GS2030,GS,60,60,100.00
20,6,585GS2030,GS,1,1,100.00
20,7,5PAISA,EQ,129809,47784,36.81
20,8,63MOONS,EQ,134974,95109,70.46
20,9,664GS2035,GS,101,100,99.01
20,10,667GS2035,GS,1260,860,68.25
20,11,667GS2050,GS,3281,3281,100.00
20,12,676GS2061,GS,5171,5171,100.00
20,13,716GS2050,GS,101,101,100.00
20,14,717GS2028,GS,1066,1000,93.81
20,15,719GS2060,GS,110,110,100.00
20,16,719KL51,SG,100,100,100.00
20,17,A2ZINFRA,EQ,1017790,716663,70.41
20,18,AAKASH,EQ,58945,34874,59.16
20,19,AAREYDRUGS,EQ,133321,90469,67.86
20,20,AARON,EQ,7655,4871,63.63
20,21,AARTIDRUGS,EQ,157862,90835,57.54
20,22,AARTIIND,EQ,712933,431367,60.51
20,23,AARTISURF,EQ,67930,4971,7.32
20,24,AARVEEDEN,EQ,36099,23343,64.66
20,25,AARVI,EQ,18191,15113,83.08
20,26,AAVAS,EQ,164196,112677,68.62
20,27,ABAN,EQ,928728,444524,47.86
20,28,ABB,EQ,132820,52078,39.21
20,29,ABBOTINDIA,EQ,13179,3470,26.33
20,30,ABCAPITAL,EQ,3010876,1546814,51.37
20,31,ABFRL,EQ,3898543,1408158,36.12
20,32,ABINFRA,SM,4000,4000,100.00
20,33,ABMINTLLTD,EQ,1006,1006,100.00
20,34,ABSLAMC,EQ,1050858,741001,70.51
20,35,ABSLBANETF,EQ,521,161,30.90
20,36,ABSLNN50ET,EQ,1253,615,49.08
20,37,ACC,EQ,280779,116263,41.41
20,38,ACCELYA,EQ,40817,17224,42.20
20,39,ACCORD,SM,4000,4000,100.00
20,40,ACCURACY,EQ,312181,121725,38.99
20,41,ACE,EQ,722580,423039,58.55
20,42,ACRYSIL,EQ,72796,46562,63.96
20,43,ADANIENT,EQ,3923958,786251,20.04
20,44,ADANIGREEN,EQ,265060,167077,63.03
20,45,ADANIPORTS,EQ,9083125,2469012,27.18
20,46,ADANIPOWER,EQ,10940656,6857356,62.68
20,47,ADFFOODS,EQ,63864,45345,71.00
20,48,ADORWELD,EQ,11746,7588,64.60
20,49,ADROITINFO,EQ,17848,12247,68.62
20,50,ADSL,EQ,1990927,625169,31.40
20,51,ADVANIHOTR,EQ,36115,17367,48.09
20,52,ADVENZYMES,EQ,316995,172459,54.40
20,53,AEGISCHEM,EQ,851380,503082,59.09
20,54,AFFLE,EQ,342834,224524,65.49
20,55,AGARIND,EQ,31995,23102,72.21
20,56,AGROPHOS,EQ,80750,63159,78.22
20,57,AHLADA,EQ,24884,17542,70.50
20,58,AHLEAST,EQ,7324,5531,75.52
20,59,AHLUCONT,EQ,55739,37539,67.35
20,60,AHLWEST,EQ,2664,1590,59.68
20,61,AIAENG,EQ,409108,388512,94.97
20,62,AIRAN,EQ,177918,109416,61.50
20,63,AIROLAM,EQ,180673,110139,60.96
20,64,AISL,SM,1200,1200,100.00
20,65,AJANTPHARM,EQ,64874,34639,53.39
20,66,AJOONI,EQ,143610,77100,53.69
20,67,AJRINFRA,EQ,2576766,1632193,63.34
20,68,AKASH,EQ,309433,150170,48.53
20,69,AKG,EQ,13520,13520,100.00
20,70,AKSHARCHEM,EQ,34810,18535,53.25
20,71,AKSHOPTFBR,EQ,595570,369989,62.12
20,72,AKZOINDIA,EQ,7654,4958,64.78
