Date,Open,High,Low,Close,Adj Close,Volume
2020-05-28,513.0,517.9000244140625,505.5,513.1500244140625,508.2784118652344,59263.0
2020-05-29,514.0499877929688,529.9000244140625,514.0499877929688,522.7999877929688,517.8367919921875,111343.0
2020-06-01,523.25,529.7999877929688,515.0,524.5999755859375,519.6196899414062,81505.0
2020-06-02,529.9000244140625,539.0,523.2999877929688,530.0499877929688,525.0179443359375,63103.0
2020-06-03,529.0,543.0,529.0,534.3499755859375,529.277099609375,55866.0
2020-06-04,536.0,545.9000244140625,532.5999755859375,544.4000244140625,539.2317504882812,58178.0
2020-06-05,549.5,551.2999877929688,536.25,541.5,536.3592529296875,39697.0
2020-06-08,542.1500244140625,558.0,540.0,547.8499755859375,542.64892578125,104066.0
2020-06-09,547.8499755859375,553.1500244140625,540.0,544.2000122070312,539.0336303710938,43130.0
2020-06-10,541.5,551.9500122070312,539.7999877929688,548.2000122070312,542.9956665039062,31267.0
2020-06-11,545.0,550.0,532.5499877929688,534.6500244140625,529.5742797851562,100605.0
2020-06-12,534.0,534.0,505.0,518.4500122070312,513.528076171875,145478.0
2020-06-15,524.4500122070312,524.5,510.20001220703125,517.5999755859375,512.6860961914062,32438.0
2020-06-16,520.0,522.9500122070312,505.29998779296875,511.45001220703125,506.59454345703125,34553.0
2020-06-17,506.0,522.7999877929688,506.0,520.2999877929688,515.3605346679688,39633.0
2020-06-18,518.2999877929688,523.9000244140625,511.5,514.4000244140625,509.51654052734375,15392.0
2020-06-19,518.4500122070312,519.4500122070312,510.04998779296875,511.6000061035156,506.74310302734375,20079.0
2020-06-22,515.0,520.0,508.25,509.3999938964844,504.5639953613281,51325.0
2020-06-23,509.04998779296875,515.0,504.5,506.29998779296875,501.493408203125,78849.0
2020-06-24,508.0,514.75,504.3999938964844,505.3999938964844,500.6019592285156,47365.0
2020-06-25,505.0,508.79998779296875,499.0,505.5,500.7010192871094,25222.0
2020-06-26,509.0,510.0,501.04998779296875,505.5,500.7010192871094,52610.0
2020-06-29,506.0,507.0,500.0,501.5,496.7389831542969,15159.0
2020-06-30,501.1499938964844,511.0,500.04998779296875,508.5,503.67254638671875,27420.0
2020-07-01,502.04998779296875,509.8500061035156,502.0,503.6000061035156,498.8190612792969,27073.0
2020-07-02,507.95001220703125,522.0,505.25,511.0,506.1488037109375,76233.0
2020-07-03,515.0,517.0499877929688,510.0,511.1000061035156,506.24786376953125,21787.0
2020-07-06,516.0,518.0499877929688,511.1000061035156,512.4500122070312,507.5850524902344,36911.0
2020-07-07,513.0,517.0,511.3500061035156,515.6500244140625,510.75469970703125,24524.0
2020-07-08,516.0,529.9000244140625,516.0,523.75,518.7777709960938,116239.0
2020-07-09,527.0,542.5999755859375,521.0999755859375,535.7000122070312,530.6143188476562,106056.0
2020-07-10,536.0,539.7000122070312,527.0,528.3499755859375,523.3340454101562,33485.0
2020-07-13,543.6500244140625,601.2000122070312,535.5,586.2999877929688,580.7339477539062,621465.0
2020-07-14,595.5,610.4500122070312,574.5,579.9000244140625,574.3947143554688,658050.0
2020-07-15,585.0499877929688,592.0,565.6500244140625,569.6500244140625,564.2420654296875,125707.0
2020-07-16,572.6500244140625,610.0,550.0,604.9000244140625,599.1574096679688,330217.0
2020-07-17,609.0,610.0,598.0,600.9000244140625,595.1953735351562,138130.0
2020-07-20,604.7000122070312,607.0499877929688,598.5999755859375,603.7000122070312,597.96875,83326.0
2020-07-21,607.0499877929688,620.0,601.0999755859375,605.9000244140625,600.1478881835938,141098.0
2020-07-22,608.9000244140625,608.9500122070312,586.0,600.9000244140625,595.1953735351562,62269.0
2020-07-23,603.9000244140625,611.0,597.0999755859375,605.4500122070312,599.7021484375,67880.0
2020-07-24,607.0,627.0,605.0,607.8499755859375,602.079345703125,120594.0
2020-07-27,617.3499755859375,645.0,612.0,632.25,626.2477416992188,284375.0
2020-07-28,639.0,737.7000122070312,639.0,722.3499755859375,715.4923095703125,1240752.0
2020-07-29,729.2000122070312,733.25,686.0,692.9500122070312,686.3714599609375,469980.0
2020-07-30,699.0,715.7999877929688,674.2999877929688,682.8499755859375,676.3673095703125,353926.0
2020-07-31,688.1500244140625,716.3499755859375,677.0499877929688,701.5999755859375,694.9393310546875,414155.0
2020-08-03,693.0,698.7000122070312,631.25,676.6500244140625,670.2262573242188,337539.0
2020-08-04,677.4000244140625,683.0,665.25,670.2000122070312,663.8374633789062,89862.0
2020-08-05,670.2000122070312,697.2000122070312,669.7999877929688,680.8499755859375,674.3862915039062,163714.0
2020-08-06,688.0,706.0,676.4500122070312,700.7999877929688,694.1469116210938,267989.0
2020-08-07,704.9500122070312,710.0499877929688,697.0,699.9500122070312,693.3049926757812,106797.0
2020-08-10,701.0,720.0,688.0499877929688,712.5999755859375,705.8348999023438,195762.0
2020-08-11,715.0,719.0,700.0,704.4500122070312,697.7622680664062,97491.0
2020-08-12,700.0,720.0,686.0,703.0,696.3260498046875,131033.0
2020-08-13,704.0,713.2999877929688,695.0499877929688,705.0999755859375,698.4060668945312,76108.0
2020-08-14,710.0999755859375,717.7000122070312,699.0,704.9500122070312,698.257568359375,140970.0
2020-08-17,710.0,845.9000244140625,702.1500244140625,836.3499755859375,828.4100341796875,3440421.0
2020-08-18,840.0,846.9000244140625,780.0,785.7000122070312,778.240966796875,827463.0
2020-08-19,790.0,813.0,778.2999877929688,783.0499877929688,775.6160888671875,335063.0
2020-08-20,774.9000244140625,822.0,770.0499877929688,791.9500122070312,784.431640625,387955.0
2020-08-21,796.25,804.0,785.0499877929688,788.0,780.5191040039062,118045.0
2020-08-24,790.0499877929688,829.2999877929688,790.0499877929688,803.9500122070312,796.3176879882812,309616.0
2020-08-25,804.0999755859375,811.4500122070312,767.0,776.5499877929688,769.1777954101562,165676.0
2020-08-26,777.7999877929688,783.0499877929688,746.0999755859375,759.5,752.2896728515625,211323.0
2020-08-27,763.7999877929688,774.4500122070312,751.0,753.5999755859375,746.4456787109375,130251.0
2020-08-28,775.0,775.0,750.0,751.0,743.870361328125,107304.0
2020-08-31,758.9000244140625,765.0,742.2000122070312,750.5999755859375,743.47412109375,133030.0
2020-09-01,750.5999755859375,773.5,746.4000244140625,752.5499877929688,745.4056396484375,91242.0
2020-09-02,756.3499755859375,770.0,751.0499877929688,754.25,747.0894775390625,41726.0
2020-09-03,760.0,768.3499755859375,750.0,751.3499755859375,744.217041015625,52287.0
2020-09-04,740.0,768.0,740.0,750.4000244140625,743.2760620117188,73320.0
2020-09-07,755.0,763.0,749.5,750.3499755859375,743.2265014648438,46552.0
2020-09-08,743.4000244140625,759.0,722.3499755859375,752.8499755859375,745.7027587890625,117449.0
2020-09-09,754.5,764.9500122070312,743.0,751.0,743.870361328125,76244.0
2020-09-10,756.0,772.0,750.5999755859375,766.0,758.7279663085938,91071.0
2020-09-11,771.0,809.9000244140625,770.0,783.5999755859375,776.1608276367188,424732.0
2020-09-14,785.8499755859375,805.0,770.0,792.0,784.4811401367188,169705.0
2020-09-15,795.0,798.7999877929688,780.7000122070312,784.8499755859375,777.3989868164062,68136.0
2020-09-16,780.7000122070312,795.0,780.7000122070312,788.4000244140625,780.9153442382812,73705.0
2020-09-17,782.4000244140625,827.0,782.4000244140625,805.7999877929688,798.1500854492188,343962.0
2020-09-18,814.7999877929688,819.9500122070312,792.0499877929688,805.9000244140625,798.2492065429688,88618.0
