Date,Open,High,Low,Close,Adj Close,Volume
2020-05-28,9467.0,9950.0,9410.650390625,9872.099609375,9712.4736328125,59908.0
2020-05-29,9762.0,9800.0,9472.0,9721.150390625,9563.9658203125,211974.0
2020-06-01,9800.0,10384.849609375,9800.0,10309.25,10142.556640625,68851.0
2020-06-02,10390.0,10690.0,10255.0,10499.2998046875,10329.533203125,58406.0
2020-06-03,10649.0,11159.0,10550.0498046875,11043.349609375,10864.7861328125,86297.0
2020-06-04,11043.349609375,11340.0,10807.0498046875,10957.650390625,10780.47265625,94397.0
2020-06-05,11100.0,11643.9501953125,10949.7998046875,11487.900390625,11302.1484375,75829.0
2020-06-08,11601.5,11850.0,11151.7001953125,11353.4501953125,11169.8720703125,93860.0
2020-06-09,11353.5,11528.2001953125,11121.2001953125,11189.349609375,11008.4248046875,52191.0
2020-06-10,11180.7998046875,11189.349609375,10733.4501953125,10806.099609375,10631.3720703125,58612.0
2020-06-11,10810.0,11016.9501953125,10650.0,10783.0,10608.646484375,42239.0
2020-06-12,10200.0,10969.0,10200.0,10913.349609375,10736.8876953125,34859.0
2020-06-15,10880.0,10989.650390625,10565.25,10649.349609375,10477.1572265625,30417.0
2020-06-16,10800.0,10979.400390625,10450.0,10566.099609375,10395.2529296875,32772.0
2020-06-17,10550.0,10723.0,10414.7001953125,10572.349609375,10401.40234375,24994.0
2020-06-18,10500.0,10680.5498046875,10480.0,10607.5,10435.984375,27624.0
2020-06-19,10680.0,11074.900390625,10600.0,10949.099609375,10772.0595703125,58972.0
2020-06-22,11079.0,11491.0,11031.0,11338.7001953125,11155.3603515625,48288.0
2020-06-23,11384.0,11482.4501953125,11192.0498046875,11336.7998046875,11153.4912109375,40337.0
2020-06-24,11398.5,11584.0,11259.099609375,11401.2998046875,11216.9482421875,40167.0
2020-06-25,11339.0,11508.0498046875,11230.0,11447.0498046875,11261.958984375,35402.0
2020-06-26,11488.0,11574.5498046875,11118.0,11213.5,11032.185546875,39854.0
2020-06-29,11196.25,11200.0,10909.0498046875,10954.5498046875,10777.421875,35590.0
2020-06-30,11021.2001953125,11580.0,10949.9501953125,11418.099609375,11233.4765625,66211.0
2020-07-01,11425.0,11450.0,11150.0,11289.4501953125,11106.9072265625,31740.0
2020-07-02,11340.0,11995.0,11329.7998046875,11914.7001953125,11722.046875,72592.0
2020-07-03,11901.0,12073.349609375,11649.0,11777.0498046875,11586.623046875,47869.0
2020-07-06,11849.900390625,12128.0,11780.0,12037.2998046875,11842.6640625,47140.0
2020-07-07,12173.7001953125,13794.0,12050.0,13481.150390625,13263.1689453125,248802.0
2020-07-08,13490.0,13790.0,12979.2998046875,13528.099609375,13309.3583984375,213525.0
2020-07-09,13600.0,13738.7001953125,13284.2998046875,13411.099609375,13194.2509765625,77152.0
2020-07-10,13397.0,13599.0,13251.650390625,13332.150390625,13116.578125,41548.0
2020-07-13,13498.0,13960.0,13335.0,13858.900390625,13634.8115234375,61390.0
2020-07-14,13715.0,13864.7998046875,13101.0,13246.2001953125,13032.017578125,64205.0
2020-07-15,13398.599609375,13563.0,12900.0,12995.2998046875,12785.1748046875,63992.0
2020-07-16,13170.0,13221.7998046875,12685.0498046875,12811.400390625,12604.248046875,59445.0
2020-07-17,13001.0,13550.0,13001.0,13187.849609375,12974.611328125,109426.0
2020-07-20,13450.0,13450.0,13135.0,13256.2001953125,13041.8564453125,40007.0
2020-07-21,13320.099609375,13440.0,13028.25,13162.5,12949.6708984375,47983.0
2020-07-22,13300.0,13498.0,13050.0,13264.7001953125,13050.21875,47894.0
2020-07-23,13290.0,13540.0,13163.0,13331.0,13115.4462890625,40613.0
2020-07-24,13328.0,13380.0,13115.0,13199.349609375,12985.9248046875,28090.0
2020-07-27,13249.0,13351.650390625,12792.2998046875,12910.650390625,12701.8935546875,31452.0
2020-07-28,13039.9501953125,13269.75,13013.5,13203.5498046875,12990.0576171875,26471.0
2020-07-29,13177.4501953125,13350.0,13098.349609375,13173.849609375,12960.837890625,18308.0
2020-07-30,13199.900390625,13427.75,12890.0,12983.849609375,12773.9091796875,39960.0
2020-07-31,13076.5498046875,13199.0,12955.2998046875,13078.650390625,12867.1767578125,16982.0
2020-08-03,13078.650390625,13245.099609375,12748.849609375,12794.099609375,12689.099609375,31958.0
2020-08-04,12945.0,13045.0,12721.0,12767.900390625,12767.900390625,29889.0
2020-08-05,12867.900390625,12985.650390625,12700.75,12852.099609375,12852.099609375,23894.0
2020-08-06,12969.0,13250.0,12807.2001953125,13065.7001953125,13065.7001953125,53334.0
2020-08-07,13050.0,13790.0,13049.9501953125,13657.650390625,13657.650390625,116364.0
2020-08-10,13655.0,13889.7998046875,13503.5,13592.0,13592.0,44968.0
2020-08-11,13719.5,13814.7998046875,13112.0,13262.5498046875,13262.5498046875,88879.0
2020-08-12,13250.0,14485.0,12953.25,14327.5,14327.5,209342.0
