,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,16617365000.0,8377545000.0,12241198000.0,13998686000.0
Minority Interest,1438432000.0,998011000.0,675275000.0,492960000.0
Net Income,10239113000.0,5116367000.0,7722936000.0,9129054000.0
Selling General Administrative,12360152000.0,9615250000.0,7731141000.0,6251000000.0
Gross Profit,37985561000.0,25926526000.0,26365094000.0,25767451000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,15735030000.0,7872463000.0,12124620000.0,13898855000.0
Other Operating Expenses,9338265000.0,7901581000.0,6052355000.0,5162520000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,6103027000.0,3080547000.0,4367183000.0,4750011000.0
Total Revenue,38082607000.0,26022970000.0,26455556000.0,25827473000.0
Total Operating Expenses,22347577000.0,18150507000.0,14330936000.0,11928618000.0
Cost Of Revenue,97046000.0,96444000.0,90462000.0,60022000.0
Total Other Income Expense Net,882335000.0,505082000.0,116578000.0,99831000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,10514338000.0,5296998000.0,7874015000.0,9248675000.0
Net Income Applicable To Common Shares,10239113000.0,5116367000.0,7722936000.0,9129054000.0
