,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,17406500000.0,10846492000.0,12556698000.0,11787870000.0
Minority Interest,1231400000.0,1185664000.0,1003000000.0,1003000000.0
Net Income,14594800000.0,10421867000.0,8566926000.0,8546790000.0
Selling General Administrative,5034400000.0,5315194000.0,5343101000.0,3953869000.0
Gross Profit,22951900000.0,17479185000.0,19470734000.0,15953642000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,17398200000.0,11165893000.0,13074539000.0,10780796000.0
Other Operating Expenses,,325100000.0,224956000.0,263936000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,2748300000.0,364367000.0,3989772000.0,3241080000.0
Total Revenue,32770800000.0,24255781000.0,26428161000.0,21815317000.0
Total Operating Expenses,15372600000.0,13089888000.0,13353622000.0,11034521000.0
Cost Of Revenue,9818900000.0,6776596000.0,6957427000.0,5861675000.0
Total Other Income Expense Net,8300000.0,-319401000.0,-517841000.0,1007074000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,14658200000.0,10482125000.0,8566926000.0,8546790000.0
Net Income Applicable To Common Shares,14594800000.0,9143672000.0,6555569000.0,7387596000.0
