,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,97714300000.0,64915400000.0,51634600000.0,56347400000.0
Minority Interest,370675400000.0,343047900000.0,305025800000.0,263368800000.0
Net Income,43048200000.0,44117400000.0,16929900000.0,26785800000.0
Selling General Administrative,160716400000.0,159703000000.0,163987300000.0,118269800000.0
Gross Profit,477923700000.0,435894600000.0,423047500000.0,303026000000.0
Ebit,146697900000.0,134250200000.0,131068900000.0,96732200000.0
Operating Income,146697900000.0,134250200000.0,131068900000.0,96732200000.0
Other Operating Expenses,130721600000.0,102274000000.0,92669600000.0,61209700000.0
Interest Expense,-56983300000.0,-68033300000.0,-60353700000.0,-36720800000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,30221900000.0,-843200000.0,24187200000.0,19471200000.0
Total Revenue,763978100000.0,751407100000.0,772002500000.0,558935000000.0
Total Operating Expenses,617280200000.0,617156900000.0,640933600000.0,462202800000.0
Cost Of Revenue,286054400000.0,315512500000.0,348955000000.0,255909000000.0
Total Other Income Expense Net,-48983600000.0,-69334800000.0,-79434300000.0,-40384800000.0
Discontinued Operations,2374600000.0,627200000.0,627200000.0,627200000.0
Net Income From Continuing Ops,67492400000.0,65758600000.0,27447400000.0,36876200000.0
Net Income Applicable To Common Shares,43048200000.0,44117400000.0,16929900000.0,26785800000.0
