,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,173899300000.0,212495200000.0,112545500000.0,161544400000.0
Minority Interest,35237100000.0,33171900000.0,29082000000.0,9477700000.0
Net Income,146346300000.0,116002300000.0,137366800000.0,105439500000.0
Selling General Administrative,60824100000.0,59786000000.0,59924900000.0,48429900000.0
Gross Profit,503780000000.0,470794800000.0,405660500000.0,347445900000.0
Ebit,216618800000.0,224266400000.0,182426700000.0,159863000000.0
Operating Income,216618800000.0,224266400000.0,182426700000.0,159863000000.0
Other Operating Expenses,101833100000.0,83179400000.0,76613900000.0,64487900000.0
Interest Expense,-96332900000.0,-81681200000.0,-55755800000.0,-44132700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,24205300000.0,93475400000.0,-27799400000.0,56529400000.0
Total Revenue,1115311500000.0,1094640400000.0,1002865400000.0,880833100000.0
Total Operating Expenses,898692700000.0,870374000000.0,820438700000.0,720970100000.0
Cost Of Revenue,611531500000.0,623845600000.0,597204900000.0,533387200000.0
Total Other Income Expense Net,-42719500000.0,-11771200000.0,-69881200000.0,1681400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,149694000000.0,119019800000.0,140344900000.0,105015000000.0
Net Income Applicable To Common Shares,146346300000.0,116002300000.0,137366800000.0,105439500000.0
