,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,243300000.0,284900000.0,162300000.0,174700000.0
Capital Surplus,94200000.0,94200000.0,94200000.0,94200000.0
Total Liab,91680500000.0,72275000000.0,76037900000.0,67401700000.0
Total Stockholder Equity,134136700000.0,122147100000.0,108373500000.0,97381900000.0
Minority Interest,1400000.0,1300000.0,1200000.0,1200000.0
Other Current Liab,19592100000.0,17607700000.0,16438100000.0,15280200000.0
Total Assets,225818600000.0,194423400000.0,184412600000.0,164784800000.0
Common Stock,42400000.0,42400000.0,42400000.0,42400000.0
Other Current Assets,1626900000.0,2038000000.0,1442700000.0,2014700000.0
Retained Earnings,134668900000.0,122322400000.0,107466100000.0,96588100000.0
Other Liab,7760100000.0,8687500000.0,10846300000.0,8309500000.0
Treasury Stock,-668800000.0,-311900000.0,770800000.0,657200000.0
Other Assets,5665400000.0,5968700000.0,6585500000.0,3573000000.0
Cash,1668500000.0,11785200000.0,1019500000.0,1930600000.0
Total Current Liabilities,72676500000.0,52522400000.0,54644300000.0,45898900000.0
Short Long Term Debt,2671100000.0,3440800000.0,4039200000.0,1522100000.0
Other Stockholder Equity,-668800000.0,-311900000.0,770800000.0,657200000.0
Property Plant Equipment,104186500000.0,105822100000.0,81732400000.0,71536100000.0
Total Current Assets,103671800000.0,81510400000.0,84638000000.0,78745000000.0
Long Term Investments,12051600000.0,837300000.0,11294400000.0,10756000000.0
Net Tangible Assets,133893400000.0,121862200000.0,108211200000.0,97207200000.0
Net Receivables,23165400000.0,23131100000.0,24071200000.0,21548600000.0
Long Term Debt,8117600000.0,7790300000.0,10547300000.0,13193300000.0
Inventory,29388100000.0,29051800000.0,29932000000.0,21973300000.0
Accounts Payable,34414400000.0,19053400000.0,17093800000.0,15685100000.0
Deferred Long Term Asset Charges,,,600000.0,2600000.0
Short Term Investments,,,,373500000.0
