,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,23900000.0,26700000.0,19700000.0,17378000.0
Capital Surplus,32012700000.0,17548100000.0,17548100000.0,17548106000.0
Total Liab,1081104900000.0,961234800000.0,894562000000.0,836695643000.0
Total Stockholder Equity,217172900000.0,181423100000.0,159627500000.0,136903643000.0
Other Current Liab,5800600000.0,5781500000.0,5724500000.0,4916607000.0
Total Assets,1298277800000.0,1142657900000.0,1054189500000.0,973599286000.0
Common Stock,2530600000.0,2268800000.0,2268800000.0,2268827000.0
Other Current Assets,57147800000.0,46092000000.0,31718300000.0,27999782000.0
Retained Earnings,173621700000.0,154780100000.0,135297500000.0,114129793000.0
Other Liab,3193900000.0,2921300000.0,3770800000.0,4951210000.0
Treasury Stock,9007900000.0,6826100000.0,4513100000.0,2956917000.0
Other Assets,6458200000.0,717700000.0,933200000.0,730403000.0
Cash,110509300000.0,30889900000.0,10291400000.0,10907133000.0
Total Current Liabilities,503785100000.0,372871600000.0,430414700000.0,380262816000.0
Deferred Long Term Asset Charges,6391400000.0,625000000.0,757000000.0,521868000.0
Short Long Term Debt,321592300000.0,221328900000.0,266131900000.0,232150080000.0
Other Stockholder Equity,9007900000.0,6826100000.0,4513100000.0,2956917000.0
Property Plant Equipment,4329500000.0,4841700000.0,1434600000.0,1182176000.0
Total Current Assets,1253977800000.0,1107715500000.0,1010546600000.0,947106902000.0
Long Term Investments,33488400000.0,29356300000.0,41255400000.0,24562427000.0
Net Tangible Assets,217149000000.0,181396400000.0,159607800000.0,136886265000.0
Net Receivables,1084628200000.0,1023146300000.0,968319700000.0,908094574000.0
Long Term Debt,571373900000.0,582623500000.0,460376500000.0,451481617000.0
Accounts Payable,164879200000.0,121039600000.0,104749200000.0,88175181000.0
Deferred Long Term Liab,,,86700000.0,87843000.0
