,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,1616785000.0,1732052000.0,1223008000.0,1131260000.0
Capital Surplus,412327000.0,412327000.0,412327000.0,412658000.0
Total Liab,3502637000.0,4097452000.0,2412051000.0,1782069000.0
Total Stockholder Equity,8402671000.0,6825533000.0,6043424000.0,5647748000.0
Minority Interest,89238000.0,75183000.0,65695000.0,
Deferred Long Term Liab,190851000.0,171356000.0,120448000.0,73220000.0
Other Current Liab,736690000.0,1505415000.0,423259000.0,392800000.0
Total Assets,11994546000.0,10998168000.0,8521170000.0,7429817000.0
Common Stock,93788000.0,93788000.0,55743000.0,56715000.0
Other Current Assets,899540000.0,616373000.0,374894000.0,673583000.0
Retained Earnings,8974914000.0,7746112000.0,6462718000.0,5757298000.0
Other Liab,346940000.0,298602000.0,207662000.0,182788000.0
Good Will,2370031000.0,2156195000.0,1337331000.0,1078830000.0
Treasury Stock,-1078358000.0,-1426694000.0,-887364000.0,-578923000.0
Other Assets,926513000.0,849199000.0,809928000.0,611652000.0
Cash,890959000.0,640138000.0,857771000.0,259569000.0
Total Current Liabilities,2371875000.0,3128945000.0,1773710000.0,1547308000.0
Deferred Long Term Asset Charges,326277000.0,300894000.0,349597000.0,274518000.0
Short Long Term Debt,10798000.0,54473000.0,56209000.0,20246000.0
Other Stockholder Equity,-1078358000.0,-1426694000.0,-887364000.0,-578923000.0
Property Plant Equipment,1181176000.0,1172142000.0,839317000.0,795445000.0
Total Current Assets,5887940000.0,5078413000.0,4299360000.0,3766151000.0
Long Term Investments,12101000.0,10167000.0,12226000.0,46479000.0
Net Tangible Assets,4415855000.0,2937286000.0,3483085000.0,3437658000.0
Short Term Investments,1259385000.0,954781000.0,612426000.0,728660000.0
Net Receivables,2632023000.0,2682728000.0,2275953000.0,1943832000.0
Long Term Debt,523564000.0,381837000.0,415835000.0,40435000.0
Inventory,12793000.0,12080000.0,13142000.0,26434000.0
Accounts Payable,320017000.0,222341000.0,257548000.0,277221000.0
