,2020-03-31,2019-03-31,2018-03-31,2017-03-31
Intangible Assets,430000.0,500000.0,270000.0,119000.0
Total Liab,2452043770000.0,1815719960000.0,1411267580000.0,1176400337000.0
Total Stockholder Equity,302997520000.0,248662990000.0,203242830000.0,120095971000.0
Other Current Liab,2520530000.0,188820000.0,517900000.0,552673000.0
Total Assets,2755041290000.0,2064382950000.0,1614510410000.0,1296496308000.0
Common Stock,118804600000.0,93804600000.0,65264600000.0,65264600000.0
Other Current Assets,1118392430000.0,701114690000.0,399633690000.0,7357000.0
Retained Earnings,184299810000.0,97644720000.0,84966450000.0,6039870000.0
Other Liab,18520000.0,19360000.0,16610000.0,72206872000.0
Treasury Stock,-106890000.0,57213670000.0,53011780000.0,48749392000.0
Other Assets,35040000.0,28560000.0,26310000.0,250642883000.0
Cash,13800000.0,37070000.0,11280000.0,75175000.0
Total Current Liabilities,374896320000.0,306697660000.0,267021870000.0,127974839000.0
Short Long Term Debt,228004190000.0,200464040000.0,185850300000.0,39152400000.0
Other Stockholder Equity,-106890000.0,57213670000.0,53011780000.0,48749392000.0
Property Plant Equipment,110040000.0,112250000.0,112690000.0,115035000.0
Total Current Assets,2754780660000.0,2064110190000.0,1614231360000.0,1041132944000.0
Long Term Investments,115120000.0,131450000.0,139780000.0,4605327000.0
Net Tangible Assets,302997090000.0,248662490000.0,203242560000.0,120095852000.0
Net Receivables,1636374430000.0,1362491530000.0,1213617920000.0,1038885698000.0
Long Term Debt,2077128930000.0,1509002940000.0,1144229100000.0,976218626000.0
Capital Surplus,,,,42109000.0
