,2020-03-31,2019-03-31,2018-03-31,2017-03-31
Intangible Assets,43405000.0,75480000.0,65630000.0,126180000.0
Total Liab,19220206000.0,15232172000.0,13645800000.0,10398950000.0
Total Stockholder Equity,13278176000.0,10710193000.0,9545260000.0,7865590000.0
Other Current Liab,8568183000.0,6682394000.0,5884750000.0,3865810000.0
Total Assets,32498382000.0,25942365000.0,23191060000.0,18264540000.0
Common Stock,1600000000.0,1600000000.0,400000000.0,400000000.0
Other Current Assets,6919600000.0,5737105000.0,6362600000.0,3870960000.0
Retained Earnings,11678176000.0,9110193000.0,9145260000.0,7465590000.0
Other Liab,805327000.0,666933000.0,896360000.0,921870000.0
Other Assets,1195521000.0,1346395000.0,880500000.0,721290000.0
Cash,5973941000.0,4600695000.0,4931590000.0,4861180000.0
Total Current Liabilities,17862915000.0,14565239000.0,12749440000.0,9477080000.0
Deferred Long Term Asset Charges,657245000.0,817199000.0,463500000.0,575180000.0
Property Plant Equipment,2678701000.0,1874262000.0,1632970000.0,1746090000.0
Total Current Assets,28579917000.0,22645390000.0,20602260000.0,15666860000.0
Long Term Investments,838000.0,838000.0,9700000.0,4120000.0
Net Tangible Assets,13234771000.0,10634713000.0,9479630000.0,7739410000.0
Short Term Investments,5854123000.0,5664274000.0,3383600000.0,3625030000.0
Net Receivables,9608673000.0,6407154000.0,5824030000.0,3190300000.0
Inventory,97630000.0,78887000.0,74060000.0,65800000.0
Accounts Payable,1695381000.0,1931288000.0,1508270000.0,1375750000.0
