,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,3229400000.0,2990200000.0,2662600000.0,1619800000.0
Capital Surplus,7483900000.0,,,
Total Liab,16420100000.0,27986000000.0,20597600000.0,17206000000.0
Total Stockholder Equity,51276100000.0,32194100000.0,27188200000.0,22201400000.0
Minority Interest,-606400000.0,-289600000.0,-7900000.0,3100000.0
Other Current Liab,1167200000.0,1286400000.0,1089000000.0,470500000.0
Total Assets,67089800000.0,59890500000.0,47777900000.0,39410500000.0
Common Stock,393100000.0,377000000.0,377000000.0,377000000.0
Other Current Assets,4058100000.0,2795500000.0,2842700000.0,4619600000.0
Retained Earnings,41941100000.0,30749500000.0,26233600000.0,21741200000.0
Other Liab,897400000.0,867100000.0,708000000.0,762100000.0
Treasury Stock,1458000000.0,1067600000.0,577600000.0,83200000.0
Other Assets,1108100000.0,1106600000.0,615900000.0,711400000.0
Cash,980600000.0,718400000.0,1990700000.0,837400000.0
Total Current Liabilities,12808400000.0,17516000000.0,14896600000.0,11443900000.0
Short Long Term Debt,2998800000.0,,2000000000.0,
Other Stockholder Equity,1458000000.0,1067600000.0,577600000.0,83200000.0
Property Plant Equipment,36480200000.0,30990000000.0,24398100000.0,18377800000.0
Total Current Assets,25779000000.0,24627500000.0,19577600000.0,18247400000.0
Long Term Investments,493100000.0,176200000.0,487600000.0,416400000.0
Net Tangible Assets,48046700000.0,29203900000.0,24489500000.0,20543900000.0
Short Term Investments,1869700000.0,,,
Net Receivables,3651800000.0,8957300000.0,4889200000.0,5297900000.0
Long Term Debt,1998900000.0,8869900000.0,4993000000.0,5000000000.0
Inventory,14861500000.0,11875300000.0,9672600000.0,7339300000.0
Accounts Payable,6687700000.0,6259300000.0,6443400000.0,7593200000.0
Good Will,,,36100000.0,37700000.0
