,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,220400000.0,235300000.0,233200000.0,254100000.0
Capital Surplus,84307700000.0,47499300000.0,26953600000.0,17022500000.0
Total Liab,79281700000.0,52823600000.0,56237300000.0,70614700000.0
Total Stockholder Equity,83194900000.0,48077900000.0,24690100000.0,12104000000.0
Other Current Liab,13469800000.0,6375500000.0,16699300000.0,29030100000.0
Total Assets,162476600000.0,100901500000.0,80927400000.0,82718700000.0
Common Stock,1389700000.0,1260100000.0,1146600000.0,1082400000.0
Other Current Assets,4115300000.0,3813600000.0,3607700000.0,3038500000.0
Retained Earnings,-4132500000.0,-3232600000.0,-5917300000.0,-7945500000.0
Other Liab,1370900000.0,132000000.0,122500000.0,119300000.0
Good Will,400000.0,400000.0,400000.0,400000.0
Treasury Stock,81805200000.0,2551100000.0,2507200000.0,1944600000.0
Other Assets,12703000000.0,6697800000.0,7937400000.0,8585200000.0
Cash,6732500000.0,1468700000.0,1525100000.0,1263100000.0
Total Current Liabilities,67692900000.0,52680100000.0,51114800000.0,65495400000.0
Deferred Long Term Asset Charges,2916200000.0,3485800000.0,5155300000.0,6405400000.0
Other Stockholder Equity,81805200000.0,2551100000.0,2507200000.0,1944600000.0
Property Plant Equipment,3585900000.0,2425100000.0,1706700000.0,1561900000.0
Total Current Assets,130735200000.0,76445600000.0,55199200000.0,63214300000.0
Long Term Investments,15231700000.0,15097300000.0,15850500000.0,9102800000.0
Net Tangible Assets,82974100000.0,47842200000.0,24456500000.0,11849500000.0
Short Term Investments,45116100000.0,3426300000.0,1993500000.0,2020400000.0
Net Receivables,26757200000.0,25846500000.0,15422600000.0,14101800000.0
Long Term Debt,10000000000.0,,5000000000.0,5000000000.0
Inventory,48014100000.0,21253100000.0,22108000000.0,37334000000.0
Accounts Payable,19017000000.0,7196900000.0,2477000000.0,3129600000.0
Short Long Term Debt,,5000000000.0,,
