,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2486800000.0,2419500000.0,2435800000.0,2452600000.0
Capital Surplus,6761800000.0,5765700000.0,5741000000.0,5741000000.0
Total Liab,2913700000.0,2877800000.0,2058200000.0,2917600000.0
Total Stockholder Equity,31008600000.0,25930500000.0,25700200000.0,23653100000.0
Other Current Liab,680600000.0,572100000.0,606100000.0,641400000.0
Total Assets,33922300000.0,28808300000.0,27758400000.0,27224500000.0
Common Stock,6165000000.0,6121100000.0,6120000000.0,6120000000.0
Other Current Assets,604100000.0,460200000.0,325500000.0,583000000.0
Retained Earnings,16713800000.0,12964300000.0,13277300000.0,11339200000.0
Other Liab,615800000.0,471300000.0,530400000.0,362400000.0
Treasury Stock,1368000000.0,1079400000.0,561900000.0,452900000.0
Other Assets,106900000.0,112100000.0,210000000.0,243600000.0
Cash,187800000.0,2035400000.0,300300000.0,374100000.0
Total Current Liabilities,2297900000.0,2406500000.0,1527800000.0,2555200000.0
Other Stockholder Equity,1368000000.0,1079400000.0,561900000.0,452900000.0
Property Plant Equipment,533800000.0,836600000.0,132300000.0,150300000.0
Total Current Assets,29551200000.0,23959600000.0,23494000000.0,22865700000.0
Long Term Investments,1243600000.0,1480500000.0,1486300000.0,1512300000.0
Net Tangible Assets,28521800000.0,23511000000.0,23264400000.0,21200500000.0
Short Term Investments,3260300000.0,2453000000.0,4984000000.0,5519900000.0
Net Receivables,708800000.0,1288100000.0,5323200000.0,5630000000.0
Accounts Payable,628700000.0,676800000.0,473700000.0,1328600000.0
Deferred Long Term Asset Charges,,6700000.0,,
Minority Interest,,,,653800000.0
