,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,1448700000.0,1999000000.0,2549400000.0,3076100000.0
Capital Surplus,13206700000.0,13206700000.0,13206700000.0,13206700000.0
Total Liab,8728600000.0,10099100000.0,9286500000.0,10067600000.0
Total Stockholder Equity,23930400000.0,33954900000.0,30113400000.0,26832000000.0
Other Current Liab,3230400000.0,3232900000.0,3785400000.0,3875800000.0
Total Assets,32659000000.0,44054000000.0,39399900000.0,36899600000.0
Common Stock,457500000.0,457500000.0,457500000.0,457500000.0
Other Current Assets,783500000.0,825600000.0,606300000.0,547300000.0
Retained Earnings,9829500000.0,19950000000.0,16099600000.0,12912100000.0
Other Liab,558400000.0,478700000.0,369600000.0,523200000.0
Good Will,5274900000.0,5274900000.0,5274900000.0,5274900000.0
Treasury Stock,436700000.0,340700000.0,349600000.0,255700000.0
Other Assets,4736900000.0,4144800000.0,3707700000.0,3556000000.0
Cash,1570300000.0,17637900000.0,738100000.0,507300000.0
Total Current Liabilities,7743400000.0,8733600000.0,8916900000.0,9544400000.0
Deferred Long Term Asset Charges,134600000.0,6200000.0,,
Short Long Term Debt,25000000.0,25000000.0,25000000.0,25000000.0
Other Stockholder Equity,436700000.0,340700000.0,349600000.0,255700000.0
Property Plant Equipment,1951400000.0,2152800000.0,714300000.0,825400000.0
Total Current Assets,19247100000.0,30482500000.0,27153600000.0,24167200000.0
Net Tangible Assets,17206800000.0,26681000000.0,22289100000.0,18481000000.0
Short Term Investments,9410000000.0,4310000000.0,18180000000.0,16980000000.0
Net Receivables,3082100000.0,3306900000.0,3494600000.0,3081000000.0
Inventory,4350500000.0,4305900000.0,3866600000.0,2970600000.0
Accounts Payable,2837400000.0,4267800000.0,4359200000.0,4956300000.0
