,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,9440700000.0,9859400000.0,11543100000.0,12984400000.0
Total Liab,365297200000.0,400245600000.0,386271900000.0,381784400000.0
Total Stockholder Equity,154122700000.0,132388600000.0,120821200000.0,95112500000.0
Minority Interest,39100000.0,43100000.0,44800000.0,-2200000.0
Deferred Long Term Liab,12862700000.0,12036200000.0,8165500000.0,8884600000.0
Other Current Liab,232606200000.0,186664700000.0,192736100000.0,219738400000.0
Total Assets,519459000000.0,532677300000.0,507137900000.0,476894700000.0
Common Stock,3343900000.0,3343900000.0,3343900000.0,3343900000.0
Other Current Assets,13954100000.0,1732400000.0,4079800000.0,8978800000.0
Other Liab,110190100000.0,90037900000.0,103343000000.0,119813100000.0
Treasury Stock,150778800000.0,-4906200000.0,-1145700000.0,-553500000.0
Other Assets,20916400000.0,26835100000.0,20113600000.0,15244600000.0
Cash,71773500000.0,2793200000.0,268700000.0,1128600000.0
Total Current Liabilities,255107100000.0,310185600000.0,281928900000.0,260971300000.0
Deferred Long Term Asset Charges,523500000.0,4701100000.0,2593100000.0,
Other Stockholder Equity,150778800000.0,-4906200000.0,-1145700000.0,-553500000.0
Property Plant Equipment,73385700000.0,72105900000.0,69905600000.0,68410000000.0
Total Current Assets,401713500000.0,413968900000.0,396479200000.0,370154600000.0
Long Term Investments,14002700000.0,9908000000.0,9096400000.0,10101100000.0
Net Tangible Assets,144682000000.0,122529200000.0,109278100000.0,82128100000.0
Short Term Investments,10551000000.0,370900000.0,303400000.0,57626600000.0
Net Receivables,139987200000.0,203486100000.0,184933700000.0,99776400000.0
Inventory,165447700000.0,205308800000.0,206683200000.0,202487600000.0
Accounts Payable,22410200000.0,40837400000.0,26292400000.0,16656000000.0
Retained Earnings,,133950900000.0,118623000000.0,92322100000.0
Long Term Debt,,,1000000000.0,1000000000.0
