,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,468817000.0,272485000.0,293834000.0,239242000.0
Total Liab,61609696000.0,55346137000.0,47176910000.0,44811459000.0
Total Stockholder Equity,37367469000.0,30276833000.0,27022083000.0,19748682000.0
Minority Interest,-257345000.0,-202633000.0,-72353000.0,
Other Current Liab,11584869000.0,5844253000.0,5186490000.0,1526821000.0
Total Assets,98719820000.0,85420337000.0,74126640000.0,64560141000.0
Common Stock,772683000.0,772683000.0,772683000.0,699272000.0
Other Current Assets,1868238000.0,2847758000.0,3291622000.0,1642675000.0
Other Liab,10360025000.0,8192778000.0,6681357000.0,5974248000.0
Treasury Stock,36594786000.0,801180000.0,987690000.0,996450000.0
Other Assets,1299272000.0,1786391000.0,2115338000.0,1772323000.0
Cash,12246487000.0,385017000.0,2630622000.0,2113327000.0
Total Current Liabilities,19573565000.0,18246889000.0,16097670000.0,13096160000.0
Other Stockholder Equity,36594786000.0,801180000.0,987690000.0,996450000.0
Property Plant Equipment,63998089000.0,60567729000.0,50817867000.0,45236811000.0
Total Current Assets,31830971000.0,22345708000.0,20454428000.0,16844548000.0
Long Term Investments,1122671000.0,448024000.0,445173000.0,467217000.0
Net Tangible Assets,36898652000.0,30004348000.0,26728249000.0,19509440000.0
Short Term Investments,6535051000.0,8112937000.0,862261000.0,3329186000.0
Net Receivables,3615335000.0,3940125000.0,3354923000.0,2955320000.0
Long Term Debt,29931216000.0,27035145000.0,24397883000.0,25741051000.0
Inventory,7565860000.0,6904018000.0,6238817000.0,5898096000.0
Accounts Payable,5997902000.0,4917856000.0,4335348000.0,6652149000.0
Capital Surplus,,7567966000.0,7567966000.0,2598860000.0
Retained Earnings,,21135004000.0,17693744000.0,15454100000.0
Short Long Term Debt,,3997087000.0,2951500000.0,2099758000.0
