,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2560000000.0,2730000000.0,2401100000.0,2264400000.0
Capital Surplus,1410000000.0,1410000000.0,1407200000.0,1407200000.0
Total Liab,89500000000.0,68770000000.0,56310200000.0,44361500000.0
Total Stockholder Equity,74970000000.0,66690000000.0,60701500000.0,50898800000.0
Minority Interest,50000000.0,40000000.0,140800000.0,-18200000.0
Other Current Liab,20500000000.0,21850000000.0,18898500000.0,14751300000.0
Total Assets,164520000000.0,135500000000.0,117152500000.0,95242100000.0
Common Stock,890000000.0,890000000.0,887800000.0,887800000.0
Other Current Assets,9820000000.0,10880000000.0,3933500000.0,5432600000.0
Retained Earnings,72760000000.0,66570000000.0,58247000000.0,48576900000.0
Other Liab,1680000000.0,1760000000.0,1374200000.0,1207700000.0
Good Will,1230000000.0,1230000000.0,1230100000.0,1230100000.0
Treasury Stock,-90000000.0,-2180000000.0,159500000.0,26900000.0
Other Assets,6990000000.0,7500000000.0,5062500000.0,3851700000.0
Cash,1810000000.0,750000000.0,4295300000.0,4720500000.0
Total Current Liabilities,77140000000.0,56280000000.0,54619300000.0,43153800000.0
Deferred Long Term Asset Charges,1050000000.0,1590000000.0,741800000.0,360600000.0
Short Long Term Debt,70000000.0,110000000.0,83300000.0,
Other Stockholder Equity,-90000000.0,-2180000000.0,159500000.0,26900000.0
Property Plant Equipment,21520000000.0,22310000000.0,12112600000.0,11450500000.0
Total Current Assets,131970000000.0,101210000000.0,95873000000.0,76010100000.0
Long Term Investments,250000000.0,520000000.0,473200000.0,435300000.0
Net Tangible Assets,71180000000.0,62730000000.0,57070300000.0,47404300000.0
Short Term Investments,440000000.0,890000000.0,4457100000.0,134600000.0
Net Receivables,7500000000.0,6200000000.0,11790500000.0,6218400000.0
Long Term Debt,90000000.0,170000000.0,316700000.0,
Inventory,84080000000.0,81030000000.0,70388200000.0,59248400000.0
Accounts Payable,7890000000.0,5960000000.0,9059800000.0,8777400000.0
Deferred Long Term Liab,,,771000000.0,
