,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,10673400000.0,11819300000.0,989700000.0,1078900000.0
Capital Surplus,451405700000.0,330794000000.0,314084200000.0,248366800000.0
Total Liab,6637374300000.0,5959784500000.0,5428966000000.0,4697416500000.0
Total Stockholder Equity,1567126300000.0,1264791600000.0,1117331400000.0,918732600000.0
Minority Interest,89048400000.0,73573200000.0,62453800000.0,49943000000.0
Other Current Liab,4944900000.0,5237600000.0,6627400000.0,7683300000.0
Total Assets,8293549000000.0,7298149300000.0,6608751200000.0,5666092100000.0
Common Stock,3607900000.0,3464100000.0,3442900000.0,3351800000.0
Other Current Assets,66254300000.0,71300200000.0,53535000000.0,71205400000.0
Retained Earnings,1149003900000.0,984696000000.0,788135400000.0,658298100000.0
Other Liab,1984799400000.0,1539713800000.0,1389967800000.0,1190376700000.0
Good Will,16067700000.0,16067700000.0,6315000000.0,6315000000.0
Treasury Stock,-36891200000.0,-54162500000.0,11668900000.0,8715900000.0
Other Assets,5046137400000.0,4568953800000.0,4311632300000.0,3808867300000.0
Cash,26286800000.0,51984600000.0,31833100000.0,28147000000.0
Total Current Liabilities,2132539300000.0,2079392000000.0,1600638900000.0,1701085700000.0
Deferred Long Term Asset Charges,18537600000.0,16996800000.0,9190700000.0,13372100000.0
Short Long Term Debt,453239400000.0,594010600000.0,367958900000.0,584278200000.0
Other Stockholder Equity,-36891200000.0,-54162500000.0,11668900000.0,8715900000.0
Property Plant Equipment,17484500000.0,17646500000.0,12084300000.0,11726400000.0
Total Current Assets,1286160300000.0,1159358000000.0,1085653600000.0,1371460600000.0
Long Term Investments,1917025700000.0,1524304000000.0,1192076300000.0,466643900000.0
Net Tangible Assets,1540385200000.0,1236904600000.0,1110026700000.0,911338700000.0
Short Term Investments,6759300000.0,2363300000.0,12498000000.0,8573100000.0
Net Receivables,44053700000.0,51327200000.0,40114900000.0,46483400000.0
Long Term Debt,2516121400000.0,2336616900000.0,2438359300000.0,1805954100000.0
Accounts Payable,1540017300000.0,1351352500000.0,1099598200000.0,953028600000.0
