,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,13458500000.0,13621800000.0,15618200000.0,15830800000.0
Capital Surplus,81987400000.0,56478000000.0,56478000000.0,56478000000.0
Total Liab,735404400000.0,678500900000.0,636907600000.0,631098000000.0
Total Stockholder Equity,223834900000.0,195660200000.0,183055100000.0,168848800000.0
Minority Interest,29273000000.0,23320400000.0,21666600000.0,20152900000.0
Deferred Long Term Liab,65075900000.0,55107000000.0,61025300000.0,66257800000.0
Other Current Liab,86479100000.0,50801900000.0,41753400000.0,39355900000.0
Total Assets,988512300000.0,897481500000.0,841629300000.0,820099700000.0
Common Stock,3195000000.0,2704400000.0,2704400000.0,2704400000.0
Other Current Assets,8314800000.0,10084800000.0,6784700000.0,55829300000.0
Retained Earnings,98113600000.0,92581700000.0,81349900000.0,73390500000.0
Other Liab,94450600000.0,43905100000.0,39779600000.0,33300900000.0
Good Will,17945700000.0,16415700000.0,16415700000.0,16415700000.0
Treasury Stock,40538900000.0,43896100000.0,42522800000.0,36275900000.0
Other Assets,145064000000.0,147413300000.0,140867000000.0,97293400000.0
Cash,37825100000.0,18615000000.0,6454500000.0,10611600000.0
Total Current Liabilities,309078700000.0,275839600000.0,285735700000.0,374234000000.0
Deferred Long Term Asset Charges,1840200000.0,742400000.0,894900000.0,1181700000.0
Short Long Term Debt,46896700000.0,38364300000.0,34906000000.0,74056500000.0
Other Stockholder Equity,40538900000.0,43896100000.0,42522800000.0,36275900000.0
Property Plant Equipment,523486600000.0,462741300000.0,436772000000.0,430842100000.0
Total Current Assets,163710800000.0,120214800000.0,101951500000.0,143704900000.0
Long Term Investments,124846700000.0,137074600000.0,130004900000.0,116012800000.0
Net Tangible Assets,192430700000.0,165622700000.0,151021200000.0,136602300000.0
Short Term Investments,23302900000.0,2142300000.0,1241200000.0,1110500000.0
Net Receivables,68847500000.0,63819500000.0,68365700000.0,54790100000.0
Long Term Debt,300450300000.0,326951400000.0,311370300000.0,223533100000.0
Inventory,18848000000.0,17523500000.0,17064200000.0,16230800000.0
Accounts Payable,71200800000.0,50954400000.0,54814900000.0,56098200000.0
