,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,15158566000.0,15158540000.0,15158930000.0,15163434000.0
Total Liab,49464070000.0,44967098000.0,129868888000.0,127265360000.0
Total Stockholder Equity,40624128000.0,33709015000.0,-47188965000.0,-47068538000.0
Other Current Liab,4591404000.0,3672639000.0,13986774000.0,12756527000.0
Total Assets,90088198000.0,78676113000.0,79640657000.0,77935058000.0
Common Stock,591529000.0,591682000.0,668201000.0,668201000.0
Other Current Assets,4774925000.0,6680521000.0,7618727000.0,5834443000.0
Other Liab,3353182000.0,3205043000.0,223057000.0,109996000.0
Treasury Stock,40032599000.0,1447791000.0,436501000.0,441881000.0
Other Assets,3099204000.0,1542637000.0,1363475000.0,1567607000.0
Cash,3866920000.0,1537999000.0,1591265000.0,389979000.0
Total Current Liabilities,17312408000.0,12223516000.0,129485035000.0,126421841000.0
Deferred Long Term Asset Charges,1663716000.0,,,
Other Stockholder Equity,40032599000.0,1447944000.0,451761000.0,457141000.0
Property Plant Equipment,34654200000.0,35793534000.0,37516632000.0,39003997000.0
Total Current Assets,36881054000.0,26087065000.0,25458930000.0,21871410000.0
Long Term Investments,295174000.0,94337000.0,142690000.0,328610000.0
Net Tangible Assets,25465562000.0,18550475000.0,-62347895000.0,-62231972000.0
Short Term Investments,117611000.0,85579000.0,165153000.0,152088000.0
Net Receivables,4487949000.0,4123731000.0,3397758000.0,3518722000.0
Long Term Debt,28798480000.0,29538332000.0,160796000.0,733523000.0
Inventory,23633649000.0,13546149000.0,12618244000.0,11912623000.0
Accounts Payable,6605732000.0,1720053000.0,18690423000.0,25444784000.0
Capital Surplus,,4518645000.0,4518645000.0,4518645000.0
Retained Earnings,,27150897000.0,-52812312000.0,-52697265000.0
Short Long Term Debt,,300000000.0,6195127000.0,5774612000.0
Minority Interest,,,-3039266000.0,-2261764000.0
