,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,93037400000.0,97659700000.0,101522400000.0,76643000000.0
Capital Surplus,272015100000.0,271702500000.0,237315500000.0,243472700000.0
Total Liab,1644947100000.0,1533819300000.0,1526518300000.0,1242213500000.0
Total Stockholder Equity,654940600000.0,566322900000.0,580195200000.0,573618500000.0
Minority Interest,370675400000.0,343047900000.0,305025800000.0,263368800000.0
Deferred Long Term Liab,28500000.0,43900000.0,64300000.0,92800000.0
Other Current Liab,135225400000.0,106095600000.0,101354100000.0,91718600000.0
Total Assets,2670563100000.0,2443190100000.0,2411739300000.0,2079200800000.0
Common Stock,1316100000.0,1315600000.0,1315200000.0,1314700000.0
Other Current Assets,106274500000.0,89223500000.0,92980000000.0,56890900000.0
Retained Earnings,390782100000.0,349684400000.0,312160600000.0,301847200000.0
Other Liab,585490800000.0,466688800000.0,472002800000.0,409059500000.0
Good Will,200138600000.0,200465000000.0,213463900000.0,161918100000.0
Treasury Stock,-9172700000.0,-56379600000.0,29403900000.0,26983900000.0
Other Assets,739847200000.0,685817700000.0,707746700000.0,630291800000.0
Cash,26170400000.0,30633600000.0,12236900000.0,9493200000.0
Total Current Liabilities,520099000000.0,466189500000.0,487654500000.0,425219600000.0
Deferred Long Term Asset Charges,2054400000.0,1375700000.0,469500000.0,214200000.0
Short Long Term Debt,135199800000.0,123661900000.0,94217200000.0,57534300000.0
Other Stockholder Equity,-7643400000.0,-54779300000.0,30986600000.0,26983900000.0
Property Plant Equipment,614586500000.0,618120800000.0,583804200000.0,476911100000.0
Total Current Assets,597773600000.0,520529200000.0,498805700000.0,403091600000.0
Long Term Investments,425179800000.0,320597700000.0,306396400000.0,330345200000.0
Net Tangible Assets,361764600000.0,268198200000.0,265208900000.0,335057400000.0
Short Term Investments,42214600000.0,13722700000.0,12745500000.0,7124200000.0
Net Receivables,210347100000.0,214124500000.0,251577200000.0,195411300000.0
Long Term Debt,524882500000.0,587378000000.0,566860700000.0,407913100000.0
Inventory,61969600000.0,68406200000.0,70591300000.0,58603600000.0
Accounts Payable,81225600000.0,65829100000.0,60837000000.0,50296800000.0
