,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,785100000.0,858700000.0,953000000.0,995400000.0
Total Liab,292682100000.0,310969100000.0,330367000000.0,311426700000.0
Total Stockholder Equity,259836600000.0,286607200000.0,309043400000.0,323349900000.0
Minority Interest,-116600000.0,-90700000.0,-67300000.0,-40500000.0
Other Current Liab,71843200000.0,68967800000.0,65397000000.0,74732100000.0
Total Assets,552402100000.0,597485600000.0,639343100000.0,634736100000.0
Common Stock,6964100000.0,6964100000.0,6964100000.0,7342800000.0
Other Current Assets,12226900000.0,10337700000.0,6103100000.0,9379400000.0
Retained Earnings,256091800000.0,283062900000.0,302760400000.0,315875100000.0
Other Liab,88549000000.0,84130600000.0,98860700000.0,92177300000.0
Treasury Stock,-3219300000.0,-3419800000.0,-681100000.0,132000000.0
Other Assets,237880700000.0,237442000000.0,221951400000.0,176255000000.0
Cash,15271900000.0,14028600000.0,7957400000.0,27688100000.0
Total Current Liabilities,203599000000.0,226084800000.0,230551800000.0,218677600000.0
Deferred Long Term Asset Charges,36712400000.0,27658700000.0,35054500000.0,36324300000.0
Other Stockholder Equity,-3219300000.0,-3419800000.0,-681100000.0,132000000.0
Property Plant Equipment,28321900000.0,30452500000.0,31106000000.0,31764300000.0
Total Current Assets,283433500000.0,327111800000.0,383809100000.0,421431700000.0
Long Term Investments,1980900000.0,1620600000.0,1523600000.0,4289700000.0
Net Tangible Assets,259051500000.0,285748500000.0,308090400000.0,322354500000.0
Short Term Investments,51600100000.0,50000300000.0,67000600000.0,84002800000.0
Net Receivables,132390100000.0,163662900000.0,224747600000.0,237729900000.0
Inventory,71944500000.0,89082300000.0,78000400000.0,62631500000.0
Accounts Payable,66835100000.0,88291600000.0,113809800000.0,105892500000.0
