,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,21200000.0,23829000.0,25800000.0,25576000.0
Total Liab,26844800000.0,25919061000.0,30945345000.0,41323533000.0
Total Stockholder Equity,93691400000.0,86294844000.0,80291705000.0,60923737000.0
Other Current Liab,8358500000.0,5700138000.0,9795835000.0,20350944000.0
Total Assets,120536200000.0,112213905000.0,111237050000.0,102247270000.0
Common Stock,3636000000.0,3636023000.0,3636023000.0,3396023000.0
Other Current Assets,13382700000.0,7160454000.0,16118541000.0,15878064000.0
Other Liab,2414600000.0,2088921000.0,1996565000.0,1523144000.0
Treasury Stock,90055400000.0,1688519000.0,2834352000.0,1688519000.0
Other Assets,15574100000.0,16004759000.0,12161469000.0,10637860000.0
Cash,1330800000.0,561597000.0,944701000.0,810602000.0
Total Current Liabilities,20840400000.0,23830140000.0,23063635000.0,33013971000.0
Deferred Long Term Asset Charges,878900000.0,931663000.0,1299453000.0,1457854000.0
Other Stockholder Equity,90055400000.0,1688519000.0,2834352000.0,1688519000.0
Property Plant Equipment,21864600000.0,5104260000.0,3203462000.0,3186850000.0
Total Current Assets,67651700000.0,68459609000.0,69857171000.0,64331452000.0
Long Term Investments,15424600000.0,22621448000.0,25989148000.0,24065532000.0
Net Tangible Assets,93670200000.0,86271015000.0,80265905000.0,60898161000.0
Short Term Investments,1102200000.0,306190000.0,3106030000.0,306593000.0
Net Receivables,5209900000.0,5736903000.0,4589694000.0,4694690000.0
Long Term Debt,3589800000.0,,5885145000.0,6786418000.0
Inventory,46626100000.0,53172754000.0,41654745000.0,42467338000.0
Accounts Payable,723000000.0,612274000.0,2083993000.0,1307989000.0
Capital Surplus,,28359874000.0,28371952000.0,16736458000.0
Retained Earnings,,52610428000.0,45449378000.0,39102737000.0
Short Long Term Debt,,3749154000.0,7497653000.0,7495629000.0
