,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,2404000000.0,1981000000.0,1861000000.0,1873000000.0
Total Liab,27087000000.0,30608000000.0,39932000000.0,35534000000.0
Total Stockholder Equity,100946000000.0,93439000000.0,89239000000.0,75617000000.0
Minority Interest,129000000.0,110000000.0,143000000.0,142000000.0
Other Current Liab,4666000000.0,3364000000.0,10681000000.0,6482000000.0
Total Assets,128187000000.0,124176000000.0,129330000000.0,111297000000.0
Common Stock,961000000.0,960000000.0,960000000.0,960000000.0
Other Current Assets,26317000000.0,24174000000.0,27229000000.0,16380000000.0
Retained Earnings,81786000000.0,78110000000.0,78721000000.0,70823000000.0
Other Liab,1546000000.0,1405000000.0,1350000000.0,892000000.0
Good Will,3804000000.0,4070000000.0,5252000000.0,5467000000.0
Treasury Stock,18199000000.0,14369000000.0,9558000000.0,3834000000.0
Other Assets,8474000000.0,8159000000.0,10647000000.0,9679000000.0
Cash,10860000000.0,7302000000.0,12182000000.0,16094000000.0
Total Current Liabilities,25346000000.0,25702000000.0,31153000000.0,23190000000.0
Deferred Long Term Asset Charges,3151000000.0,2742000000.0,,
Short Long Term Debt,3842000000.0,2985000000.0,3716000000.0,3810000000.0
Other Stockholder Equity,18199000000.0,14369000000.0,9558000000.0,3834000000.0
Property Plant Equipment,5938000000.0,7131000000.0,7042000000.0,6785000000.0
Total Current Assets,107251000000.0,102357000000.0,103339000000.0,85900000000.0
Long Term Investments,316000000.0,478000000.0,1189000000.0,1593000000.0
Net Tangible Assets,94738000000.0,87388000000.0,82126000000.0,68277000000.0
Short Term Investments,311000000.0,525000000.0,2519000000.0,3725000000.0
Net Receivables,22306000000.0,24500000000.0,22237000000.0,18935000000.0
Long Term Debt,14000000.0,2986000000.0,7429000000.0,11452000000.0
Inventory,39866000000.0,43376000000.0,32785000000.0,20630000000.0
Accounts Payable,13982000000.0,16803000000.0,14897000000.0,11497000000.0
