,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,391300000.0,427700000.0,489200000.0,561900000.0
Capital Surplus,1944500000.0,1865300000.0,1937600000.0,105400000.0
Total Liab,6033900000.0,5686800000.0,5063600000.0,4886200000.0
Total Stockholder Equity,15724100000.0,12724000000.0,11050700000.0,7612100000.0
Other Current Liab,407000000.0,198200000.0,410800000.0,230800000.0
Total Assets,21758000000.0,18410800000.0,16114300000.0,12498300000.0
Common Stock,248400000.0,248200000.0,124000000.0,120300000.0
Other Current Assets,839300000.0,1255800000.0,565200000.0,313300000.0
Retained Earnings,13430600000.0,10514900000.0,8913100000.0,7338400000.0
Other Liab,390700000.0,356000000.0,434500000.0,345000000.0
Treasury Stock,100600000.0,95600000.0,76000000.0,48000000.0
Other Assets,396200000.0,230700000.0,247100000.0,254500000.0
Cash,63400000.0,25500000.0,18800000.0,31200000.0
Total Current Liabilities,4490900000.0,4133000000.0,4629100000.0,4148600000.0
Other Stockholder Equity,100600000.0,95600000.0,76000000.0,48000000.0
Property Plant Equipment,10169600000.0,9838400000.0,8106200000.0,6062500000.0
Total Current Assets,10798900000.0,7912000000.0,7269800000.0,5617400000.0
Long Term Investments,2000000.0,2000000.0,2000000.0,2000000.0
Net Tangible Assets,15332800000.0,12296300000.0,10561500000.0,7050200000.0
Net Receivables,2113100000.0,1968900000.0,2632900000.0,1953300000.0
Inventory,4309900000.0,4568500000.0,3966600000.0,3223100000.0
Accounts Payable,2228000000.0,1837900000.0,1718200000.0,1749000000.0
Short Long Term Debt,,,250800000.0,280100000.0
Short Term Investments,,,,5000000.0
Long Term Debt,,,,392600000.0
