,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,7600000.0,12900000.0,22900000.0,34400000.0
Total Liab,21666700000.0,17980700000.0,18253500000.0,17948200000.0
Total Stockholder Equity,59998200000.0,50082800000.0,46536600000.0,40833900000.0
Other Current Liab,1585600000.0,2141300000.0,970400000.0,873400000.0
Total Assets,81664900000.0,68063500000.0,64790100000.0,58782100000.0
Common Stock,386600000.0,386600000.0,386600000.0,386600000.0
Other Current Assets,2103300000.0,1996800000.0,1636700000.0,2322100000.0
Retained Earnings,59875300000.0,50422800000.0,45953400000.0,39964800000.0
Other Liab,2635600000.0,2382200000.0,3682500000.0,3585200000.0
Treasury Stock,-263700000.0,-726600000.0,196600000.0,482500000.0
Other Assets,5194600000.0,3651300000.0,3798300000.0,3525100000.0
Cash,549200000.0,468200000.0,461700000.0,264600000.0
Total Current Liabilities,19015300000.0,15578500000.0,14548700000.0,14338000000.0
Short Long Term Debt,5400000.0,4400000.0,2700000.0,2168800000.0
Other Stockholder Equity,-263700000.0,-726600000.0,196600000.0,482500000.0
Property Plant Equipment,41386900000.0,38071000000.0,33072200000.0,28861600000.0
Total Current Assets,24819600000.0,19214500000.0,24705800000.0,20166100000.0
Long Term Investments,10256200000.0,7113800000.0,3190900000.0,6194900000.0
Net Tangible Assets,59990600000.0,50069900000.0,46513700000.0,40799500000.0
Short Term Investments,4266900000.0,80100000.0,,
Net Receivables,8815800000.0,7057800000.0,7367700000.0,6501500000.0
Long Term Debt,14800000.0,17900000.0,22300000.0,25000000.0
Inventory,9397200000.0,6156400000.0,7587100000.0,6188700000.0
Accounts Payable,6550200000.0,3837000000.0,3861400000.0,4092500000.0
