,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,62710000000.0,31190000000.0,31990000000.0,34286400000.0
Capital Surplus,82250000000.0,82180000000.0,82060000000.0,81971700000.0
Total Liab,1231560000000.0,1112010000000.0,953380000000.0,929668600000.0
Total Stockholder Equity,665330000000.0,583170000000.0,575010000000.0,548517700000.0
Minority Interest,100000000.0,100000000.0,90000000.0,86400000.0
Other Current Liab,92370000000.0,71290000000.0,57150000000.0,56219000000.0
Total Assets,1896990000000.0,1695280000000.0,1528480000000.0,1478272700000.0
Common Stock,2250000000.0,2250000000.0,2250000000.0,2245500000.0
Other Current Assets,43200000000.0,57420000000.0,43360000000.0,50675100000.0
Retained Earnings,441670000000.0,401950000000.0,373950000000.0,324816300000.0
Other Liab,147500000000.0,147330000000.0,132810000000.0,123319300000.0
Good Will,233170000000.0,200980000000.0,185750000000.0,178294400000.0
Treasury Stock,139160000000.0,96790000000.0,116750000000.0,139484200000.0
Other Assets,39050000000.0,32200000000.0,37230000000.0,38585400000.0
Cash,83390000000.0,213030000000.0,91190000000.0,80449400000.0
Total Current Liabilities,484930000000.0,372170000000.0,340250000000.0,327606700000.0
Deferred Long Term Asset Charges,8870000000.0,9100000000.0,8760000000.0,8134500000.0
Short Long Term Debt,9640000000.0,1610000000.0,1460000000.0,7431500000.0
Other Stockholder Equity,140480000000.0,98120000000.0,118010000000.0,139500500000.0
Property Plant Equipment,808620000000.0,736770000000.0,681600000000.0,658695700000.0
Total Current Assets,676280000000.0,662820000000.0,540340000000.0,499632500000.0
Long Term Investments,77160000000.0,31320000000.0,51570000000.0,68778300000.0
Net Tangible Assets,369450000000.0,351000000000.0,357270000000.0,335936900000.0
Short Term Investments,6760000000.0,3270000000.0,9410000000.0,688800000.0
Net Receivables,138220000000.0,99270000000.0,132450000000.0,108777500000.0
Long Term Debt,589850000000.0,583790000000.0,479930000000.0,477976000000.0
Inventory,306680000000.0,223840000000.0,221940000000.0,216313900000.0
Accounts Payable,285350000000.0,183000000000.0,207230000000.0,204048000000.0
