,2018-03-31,2017-03-31,2016-03-31,2015-03-31
Intangible Assets,97154000.0,46197000.0,55530000.0,46604000.0
Capital Surplus,41131490000.0,20256360000.0,20318801000.0,20225986000.0
Total Liab,534794155000.0,461629666000.0,384699184000.0,326411273000.0
Total Stockholder Equity,99152093000.0,69601555000.0,64693978000.0,59427169000.0
Minority Interest,1438432000.0,998011000.0,675275000.0,492960000.0
Deferred Long Term Liab,35361000.0,45801000.0,,
Other Current Liab,20774506000.0,20194597000.0,18645866000.0,14818711000.0
Total Assets,635384680000.0,532229232000.0,450068437000.0,386331402000.0
Common Stock,1235530000.0,1137530000.0,1137530000.0,1137530000.0
Other Current Assets,15004836000.0,12585502000.0,14491317000.0,10894435000.0
Retained Earnings,55072109000.0,46981263000.0,42209623000.0,37220173000.0
Other Liab,13172632000.0,10454857000.0,8993407000.0,6407556000.0
Good Will,52746000.0,405000.0,405000.0,405000.0
Treasury Stock,1712964000.0,1226402000.0,1028024000.0,843480000.0
Other Assets,18319273000.0,18119254000.0,14436144000.0,12965641000.0
Cash,4853779000.0,6038754000.0,6059365000.0,4901836000.0
Total Current Liabilities,232098119000.0,202030783000.0,172043535000.0,151207251000.0
Deferred Long Term Asset Charges,8231842000.0,7571777000.0,5992393000.0,4212577000.0
Short Long Term Debt,475092857000.0,412911679000.0,345273568000.0,295298012000.0
Other Stockholder Equity,1712964000.0,1226402000.0,1028024000.0,843480000.0
Property Plant Equipment,1373960000.0,1298704000.0,1234779000.0,1144748000.0
Total Current Assets,610374256000.0,506067251000.0,430970069000.0,370617345000.0
Long Term Investments,5167291000.0,6697421000.0,3371510000.0,1556659000.0
Net Tangible Assets,99002193000.0,69554953000.0,64638043000.0,59380160000.0
Net Receivables,590225732000.0,487373517000.0,409996453000.0,354670331000.0
Long Term Debt,289523404000.0,249144026000.0,203662242000.0,168796466000.0
Accounts Payable,10142454000.0,6068784000.0,3370878000.0,3510269000.0
