,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,111800000.0,160200000.0,195900000.0,184800000.0
Capital Surplus,474900000.0,474900000.0,474900000.0,474900000.0
Total Liab,11130900000.0,13573500000.0,10753000000.0,10412100000.0
Total Stockholder Equity,31692100000.0,22611900000.0,21539700000.0,18949000000.0
Other Current Liab,2179300000.0,1571900000.0,1305500000.0,951800000.0
Total Assets,42823000000.0,36185400000.0,32292700000.0,29361100000.0
Common Stock,254100000.0,254100000.0,254100000.0,254100000.0
Other Current Assets,767400000.0,716900000.0,438500000.0,631800000.0
Retained Earnings,31041600000.0,21940500000.0,20685900000.0,18216600000.0
Other Liab,1186400000.0,1554100000.0,1384000000.0,1276100000.0
Treasury Stock,-78500000.0,-57600000.0,124800000.0,3400000.0
Other Assets,1145400000.0,1029400000.0,581800000.0,539100000.0
Cash,7615200000.0,2198900000.0,320700000.0,319700000.0
Total Current Liabilities,9681800000.0,11715800000.0,9357800000.0,9122500000.0
Short Long Term Debt,3500000.0,3500000.0,3500000.0,153800000.0
Other Stockholder Equity,-78500000.0,-57600000.0,124800000.0,3400000.0
Property Plant Equipment,17541200000.0,16846400000.0,15914200000.0,14099300000.0
Total Current Assets,20659400000.0,16077100000.0,13377600000.0,12601500000.0
Long Term Investments,3365200000.0,2072300000.0,2223200000.0,1936400000.0
Net Tangible Assets,31580300000.0,22451700000.0,21343800000.0,18764200000.0
Net Receivables,4563200000.0,4145800000.0,5042700000.0,4612900000.0
Long Term Debt,6100000.0,8800000.0,11200000.0,13500000.0
Inventory,7607700000.0,8905700000.0,7504400000.0,6969800000.0
Accounts Payable,6461600000.0,5475000000.0,5573900000.0,4898000000.0
