,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,55721300000.0,56271400000.0,57826800000.0,30423200000.0
Total Liab,420031100000.0,402141300000.0,427746300000.0,307533400000.0
Total Stockholder Equity,441746800000.0,391154800000.0,337506500000.0,263811600000.0
Minority Interest,57200000.0,75200000.0,121500000.0,160200000.0
Other Current Liab,89531200000.0,67624400000.0,69480900000.0,49427300000.0
Total Assets,861835100000.0,793371300000.0,765374300000.0,571505200000.0
Common Stock,2886500000.0,2886300000.0,2746400000.0,2746100000.0
Other Current Assets,25447700000.0,26587800000.0,27803300000.0,12201700000.0
Other Liab,64117000000.0,51600100000.0,65910000000.0,33744300000.0
Good Will,62198500000.0,62524900000.0,62233400000.0,10363000000.0
Treasury Stock,438860300000.0,5368600000.0,60758300000.0,6732900000.0
Other Assets,31961100000.0,46976200000.0,43779900000.0,29649200000.0
Cash,20075500000.0,1465300000.0,4412400000.0,771900000.0
Total Current Liabilities,205917200000.0,166307500000.0,155332500000.0,115154400000.0
Deferred Long Term Asset Charges,71600000.0,59800000.0,120600000.0,94300000.0
Short Long Term Debt,27041900000.0,15453200000.0,10182200000.0,8533100000.0
Other Stockholder Equity,438860300000.0,6211500000.0,61570400000.0,6732900000.0
Property Plant Equipment,453063100000.0,460223500000.0,457919200000.0,371478900000.0
Total Current Assets,240502900000.0,150073700000.0,129542400000.0,114613100000.0
Long Term Investments,18388200000.0,17301600000.0,14072600000.0,14977800000.0
Net Tangible Assets,323827000000.0,272358500000.0,217446300000.0,223025400000.0
Short Term Investments,127935200000.0,3608800000.0,1768500000.0,183000000.0
Net Receivables,26864800000.0,34982300000.0,38924600000.0,28954000000.0
Long Term Debt,135484500000.0,173675200000.0,206503800000.0,158634700000.0
Inventory,40179700000.0,41483100000.0,40989600000.0,32675900000.0
Accounts Payable,46992800000.0,35014300000.0,31597000000.0,23848700000.0
Capital Surplus,,54586500000.0,779700000.0,696700000.0
Retained Earnings,,328313400000.0,273222100000.0,253635900000.0
