,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Total Liab,1451718094000.0,1337550289000.0,1488995701000.0,1111078861000.0
Total Stockholder Equity,178997149000.0,154035229000.0,181993638000.0,152741061000.0
Total Assets,1630715243000.0,1491585518000.0,1670989339000.0,1263819922000.0
Common Stock,56758499000.0,48099030000.0,47816764000.0,34040749000.0
Other Liab,108494798000.0,74071361000.0,50727033000.0,23707731000.0
Treasury Stock,122238650000.0,-2317951000.0,-2317951000.0,
Other Assets,1108208829000.0,958846770000.0,956504209000.0,572556670000.0
Cash,57731245000.0,12863218000.0,56084032000.0,19286409000.0
Total Current Liabilities,885362442000.0,932842373000.0,1096165666000.0,815388476000.0
Other Stockholder Equity,122238650000.0,-2317951000.0,-2317951000.0,
Property Plant Equipment,12959304000.0,10732314000.0,9740409000.0,8002591000.0
Total Current Assets,57731245000.0,68865499000.0,120895730000.0,72819781000.0
Long Term Investments,451815865000.0,451744235000.0,582452291000.0,609044180000.0
Net Tangible Assets,178997149000.0,152638529000.0,180596938000.0,151344361000.0
Long Term Debt,457860854000.0,330636555000.0,342103002000.0,271982654000.0
Accounts Payable,885362442000.0,650789413000.0,703535907000.0,480394414000.0
Capital Surplus,,118142291000.0,117949061000.0,80315823000.0
Other Current Liab,,3831576000.0,1324743000.0,1646260000.0
Other Current Assets,,56002281000.0,64811698000.0,53533372000.0
Retained Earnings,,-9888141000.0,18545764000.0,38384489000.0
Good Will,,1396700000.0,1396700000.0,1396700000.0
Deferred Long Term Asset Charges,,20237300000.0,25205100000.0,
Short Long Term Debt,,243335300000.0,357730900000.0,300888000000.0
