,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,27800000.0,44600000.0,51300000.0,59900000.0
Capital Surplus,240100000.0,133600000.0,60000000.0,9600000.0
Total Liab,16858700000.0,12834800000.0,15723100000.0,16354900000.0
Total Stockholder Equity,19314300000.0,14683400000.0,10973400000.0,7895000000.0
Deferred Long Term Liab,400000.0,400000.0,600000.0,1800000.0
Other Current Liab,2592800000.0,2260600000.0,1738600000.0,1391100000.0
Total Assets,36173000000.0,27518200000.0,26696500000.0,24249900000.0
Common Stock,1255400000.0,1254600000.0,1254000000.0,1253600000.0
Other Current Assets,1545800000.0,1093000000.0,622100000.0,689600000.0
Retained Earnings,15431200000.0,11142500000.0,7689200000.0,5747800000.0
Other Liab,214400000.0,191100000.0,172900000.0,174800000.0
Good Will,7794100000.0,7794100000.0,7794100000.0,7794100000.0
Treasury Stock,2387600000.0,2152700000.0,1970200000.0,884000000.0
Other Assets,848300000.0,806200000.0,828400000.0,688100000.0
Cash,2624200000.0,240300000.0,1169800000.0,1724900000.0
Total Current Liabilities,13656400000.0,10846500000.0,12057600000.0,9694600000.0
Deferred Long Term Asset Charges,585500000.0,506700000.0,602500000.0,478500000.0
Short Long Term Debt,1800000000.0,1700000000.0,3000000000.0,
Other Stockholder Equity,2387600000.0,2152700000.0,1970200000.0,884000000.0
Property Plant Equipment,1436200000.0,1449600000.0,795300000.0,766100000.0
Total Current Assets,26066600000.0,17416700000.0,17198700000.0,14873400000.0
Net Tangible Assets,11492400000.0,6844700000.0,3128000000.0,41000000.0
Short Term Investments,3702000000.0,329000000.0,450700000.0,3675800000.0
Net Receivables,5622600000.0,5815100000.0,6220900000.0,5750700000.0
Long Term Debt,2987900000.0,1797200000.0,3492600000.0,6485500000.0
Inventory,5186400000.0,4636100000.0,3523800000.0,3032400000.0
Accounts Payable,8253400000.0,5996300000.0,6650100000.0,7682300000.0
Long Term Investments,,7000000.0,28700000.0,68300000.0
