,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,523200000.0,530200000.0,544400000.0,538400000.0
Capital Surplus,15034600000.0,4574400000.0,4574400000.0,4604500000.0
Total Liab,18529500000.0,18929000000.0,20290600000.0,17586000000.0
Total Stockholder Equity,50261300000.0,31174000000.0,26734900000.0,22151400000.0
Minority Interest,-9100000.0,51000000.0,56400000.0,-4000000.0
Other Current Liab,3320500000.0,3098800000.0,2462600000.0,2586100000.0
Total Assets,68781700000.0,50154000000.0,47081900000.0,39733400000.0
Common Stock,1348300000.0,1225800000.0,1225800000.0,1225800000.0
Other Current Assets,3399900000.0,4087500000.0,4394100000.0,2845200000.0
Retained Earnings,35989300000.0,27624000000.0,23213400000.0,18254400000.0
Other Liab,1085100000.0,929700000.0,1068500000.0,598100000.0
Treasury Stock,-2110900000.0,-2250200000.0,-2278700000.0,-1933300000.0
Other Assets,2288800000.0,1678100000.0,1609300000.0,1428300000.0
Cash,1057400000.0,1688900000.0,930500000.0,1541300000.0
Total Current Liabilities,16950900000.0,17754600000.0,19186800000.0,16840800000.0
Short Long Term Debt,8200000.0,7500000.0,82000000.0,363800000.0
Other Stockholder Equity,1246200000.0,1122100000.0,1093600000.0,1439000000.0
Property Plant Equipment,17387400000.0,17511100000.0,16496600000.0,15764500000.0
Total Current Assets,45852800000.0,28970100000.0,27560400000.0,21528500000.0
Long Term Investments,2729500000.0,1464500000.0,871200000.0,473700000.0
Net Tangible Assets,49738100000.0,30643800000.0,26190500000.0,21613000000.0
Short Term Investments,10703500000.0,23200000.0,59800000.0,275200000.0
Net Receivables,6927300000.0,7724500000.0,9516300000.0,6107900000.0
Long Term Debt,17200000.0,26900000.0,34100000.0,145900000.0
Inventory,7181600000.0,8833600000.0,8574200000.0,5657300000.0
Accounts Payable,11954200000.0,12929200000.0,12487400000.0,12344900000.0
Deferred Long Term Asset Charges,,14400000.0,12200000.0,8100000.0
