,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,51300000.0,72700000.0,72200000.0,296400000.0
Capital Surplus,432800000.0,432800000.0,600000000.0,600000000.0
Total Liab,39841200000.0,41807200000.0,50695800000.0,52811600000.0
Total Stockholder Equity,36063800000.0,35201100000.0,40073200000.0,36068900000.0
Other Current Liab,19251200000.0,20122400000.0,30052900000.0,16588100000.0
Total Assets,75905000000.0,77008300000.0,90769000000.0,88880500000.0
Common Stock,423800000.0,423800000.0,423800000.0,423800000.0
Other Current Assets,2694100000.0,7377600000.0,30689700000.0,3726700000.0
Retained Earnings,35122300000.0,34259600000.0,38962700000.0,33458400000.0
Other Liab,52700000.0,485300000.0,357800000.0,465400000.0
Good Will,146200000.0,146200000.0,146200000.0,464200000.0
Treasury Stock,84900000.0,84900000.0,86700000.0,1586700000.0
Other Assets,6492700000.0,5014700000.0,5754900000.0,6199800000.0
Cash,22039500000.0,15949100000.0,14724000000.0,14891900000.0
Total Current Liabilities,39339200000.0,41251300000.0,50317700000.0,52304800000.0
Deferred Long Term Asset Charges,1172100000.0,1103400000.0,1149600000.0,1173000000.0
Other Stockholder Equity,84900000.0,84900000.0,86700000.0,1586700000.0
Property Plant Equipment,8378400000.0,7792800000.0,9543600000.0,12590800000.0
Total Current Assets,60836400000.0,63981900000.0,75251200000.0,69327600000.0
Net Tangible Assets,35866300000.0,34982200000.0,39854800000.0,35308300000.0
Short Term Investments,800000.0,800000.0,800000.0,160400000.0
Net Receivables,27393400000.0,31803200000.0,20313100000.0,36227400000.0
Inventory,8408300000.0,8617300000.0,9278500000.0,11535500000.0
Accounts Payable,17207400000.0,19016000000.0,18745100000.0,27131100000.0
Long Term Investments,,,900000.0,1700000.0
Short Long Term Debt,,,,6000000000.0
