,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,93200000.0,97500000.0,121310000.0,71580000.0
Capital Surplus,6947700000.0,6852000000.0,6786640000.0,6737320000.0
Total Liab,31499900000.0,19805500000.0,17727780000.0,15340810000.0
Total Stockholder Equity,25975500000.0,17697700000.0,15584070000.0,14826390000.0
Minority Interest,31500000.0,,,
Other Current Liab,3776600000.0,1626000000.0,1420760000.0,1396960000.0
Total Assets,57506900000.0,37503200000.0,33311850000.0,30167200000.0
Common Stock,1073200000.0,1069100000.0,1064370000.0,1060300000.0
Other Current Assets,1051400000.0,621700000.0,349450000.0,580320000.0
Retained Earnings,18832900000.0,9875900000.0,7711220000.0,6965310000.0
Other Liab,2374100000.0,1025900000.0,901610000.0,855360000.0
Good Will,2463000000.0,97400000.0,97390000.0,97390000.0
Treasury Stock,24902300000.0,-99300000.0,21840000.0,63460000.0
Other Assets,973000000.0,1413300000.0,1261210000.0,1217490000.0
Cash,484600000.0,17400000.0,30210000.0,30570000.0
Total Current Liabilities,24571500000.0,16923800000.0,14239040000.0,13068860000.0
Short Long Term Debt,1379200000.0,1013400000.0,930110000.0,797310000.0
Other Stockholder Equity,24902300000.0,-99300000.0,21840000.0,63460000.0
Property Plant Equipment,22771700000.0,17740300000.0,17168310000.0,16270780000.0
Total Current Assets,30748600000.0,18120600000.0,14629580000.0,12475910000.0
Long Term Investments,457400000.0,34100000.0,34050000.0,34050000.0
Net Tangible Assets,23419300000.0,17502800000.0,15365370000.0,14657420000.0
Net Receivables,13458100000.0,8311700000.0,7313320000.0,5919280000.0
Long Term Debt,4291600000.0,1650200000.0,2587130000.0,1416590000.0
Inventory,15754500000.0,9052200000.0,6819370000.0,5847820000.0
Accounts Payable,11786900000.0,6156300000.0,4883120000.0,3123270000.0
Deferred Long Term Asset Charges,,739300000.0,533830000.0,528970000.0
