,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Total Liab,11163366300000.0,6995042155000.0,6734256949000.0,5940159786000.0
Total Stockholder Equity,624095900000.0,412059517000.0,376892388000.0,368976917000.0
Minority Interest,7933800000.0,7301030000.0,6678733000.0,5217994000.0
Total Assets,11795396000000.0,7414402702000.0,7117828070000.0,6314354697000.0
Common Stock,16467400000.0,10302334000.0,7532448000.0,7332448000.0
Other Liab,553388100000.0,281458665000.0,294536784000.0,269473209000.0
Treasury Stock,607628500000.0,95229684000.0,96720834000.0,95307253000.0
Other Assets,7032108000000.0,4532097055000.0,4471532049000.0,4032725891000.0
Cash,1788663800000.0,506180271000.0,398158905000.0,307737243000.0
Total Current Liabilities,10109850200000.0,6285965819000.0,6029293773000.0,5281591613000.0
Other Stockholder Equity,607628500000.0,95229684000.0,96720834000.0,95307253000.0
Property Plant Equipment,112711700000.0,83233502000.0,84327786000.0,83353005000.0
Total Current Assets,1788663800000.0,872618429000.0,875187717000.0,623840165000.0
Long Term Investments,2861912500000.0,1926453716000.0,1686780518000.0,1574435636000.0
Net Tangible Assets,624095900000.0,412059517000.0,376892388000.0,368976917000.0
Long Term Debt,500128000000.0,427617671000.0,410426392000.0,389094964000.0
Accounts Payable,10109850200000.0,6254083160000.0,5991230168000.0,5248469824000.0
Capital Surplus,,183673970000.0,121356818000.0,115984018000.0
Other Current Liab,,11200136000.0,16103784000.0,12953291000.0
Other Current Assets,,365345121000.0,476270257000.0,315968363000.0
Retained Earnings,,122853529000.0,151282288000.0,150353198000.0
Deferred Long Term Asset Charges,,38522720000.0,33879026000.0,58190295000.0
Inventory,,1093037000.0,758555000.0,134559000.0
