,2020-12-31,2019-12-31,2018-12-31,2017-12-31
Intangible Assets,381000000.0,776000000.0,1165000000.0,1555000000.0
Capital Surplus,20000000.0,20000000.0,20000000.0,20000000.0
Total Liab,7995000000.0,8021000000.0,7647000000.0,7513000000.0
Total Stockholder Equity,21190000000.0,24423000000.0,22192000000.0,20264000000.0
Other Current Liab,2223000000.0,1948000000.0,1732000000.0,1573000000.0
Total Assets,29185000000.0,32444000000.0,29839000000.0,27777000000.0
Common Stock,230000000.0,230000000.0,230000000.0,230000000.0
Other Current Assets,696000000.0,2728000000.0,806000000.0,721000000.0
Retained Earnings,20400000000.0,23750000000.0,21605000000.0,19758000000.0
Other Liab,948000000.0,987000000.0,1412000000.0,1496000000.0
Good Will,731000000.0,731000000.0,731000000.0,731000000.0
Treasury Stock,540000000.0,423000000.0,337000000.0,256000000.0
Other Assets,6111000000.0,5990000000.0,6376000000.0,5346000000.0
Cash,11974000000.0,11199000000.0,8251000000.0,7215000000.0
Total Current Liabilities,6868000000.0,7034000000.0,6235000000.0,6017000000.0
Other Stockholder Equity,540000000.0,423000000.0,337000000.0,256000000.0
Property Plant Equipment,3629000000.0,3654000000.0,5643000000.0,5705000000.0
Total Current Assets,18333000000.0,21293000000.0,15922000000.0,14438000000.0
Net Tangible Assets,20078000000.0,22916000000.0,20296000000.0,17978000000.0
Net Receivables,1925000000.0,2604000000.0,1901000000.0,2186000000.0
Inventory,3680000000.0,4696000000.0,4916000000.0,4272000000.0
Accounts Payable,3183000000.0,3689000000.0,3438000000.0,3269000000.0
Long Term Investments,,,2000000.0,2000000.0
