,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,5419300000.0,107300000.0,101100000.0,109000000.0
Capital Surplus,4154400000.0,89300000.0,36000000.0,1000000.0
Total Liab,65393200000.0,12845600000.0,17875900000.0,19388200000.0
Total Stockholder Equity,21717800000.0,17337000000.0,14754000000.0,12723100000.0
Minority Interest,3359700000.0,725800000.0,962000000.0,1004800000.0
Deferred Long Term Liab,100500000.0,,,
Other Current Liab,21404900000.0,1047400000.0,1376900000.0,1097500000.0
Total Assets,90470700000.0,30908400000.0,33591900000.0,33116100000.0
Common Stock,192800000.0,187900000.0,187700000.0,187500000.0
Other Current Assets,9492000000.0,732700000.0,878500000.0,907900000.0
Retained Earnings,17033800000.0,16598500000.0,13814900000.0,11243200000.0
Other Liab,464300000.0,185000000.0,569100000.0,235000000.0
Good Will,5998400000.0,3092200000.0,3091300000.0,3081700000.0
Treasury Stock,336800000.0,461300000.0,715400000.0,1291400000.0
Other Assets,8877500000.0,1162500000.0,1183300000.0,798300000.0
Cash,5367300000.0,349900000.0,334700000.0,324600000.0
Total Current Liabilities,55279300000.0,12131800000.0,16077700000.0,16867600000.0
Deferred Long Term Asset Charges,7592300000.0,105700000.0,98000000.0,
Short Long Term Debt,5884600000.0,1019700000.0,1008300000.0,2500000000.0
Other Stockholder Equity,336800000.0,461300000.0,717900000.0,1291400000.0
Property Plant Equipment,24487100000.0,12410400000.0,11664300000.0,11165700000.0
Total Current Assets,45083400000.0,13617000000.0,17240000000.0,17594300000.0
Long Term Investments,605000000.0,519000000.0,311900000.0,367100000.0
Net Tangible Assets,10300100000.0,14137500000.0,11561600000.0,9532400000.0
Short Term Investments,785400000.0,127200000.0,76900000.0,501000000.0
Net Receivables,15110200000.0,5404500000.0,6705100000.0,7238200000.0
Long Term Debt,9200600000.0,157900000.0,1229100000.0,2285600000.0
Inventory,11093600000.0,5586200000.0,8147900000.0,7608600000.0
Accounts Payable,22546200000.0,6936800000.0,9265400000.0,9593000000.0
