,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,28039900000.0,27790000000.0,2789500000.0,2902800000.0
Capital Surplus,64308700000.0,64308700000.0,3610500000.0,3610500000.0
Total Liab,46288300000.0,35952700000.0,25793500000.0,25515700000.0
Total Stockholder Equity,145345100000.0,138148600000.0,73316900000.0,70316000000.0
Minority Interest,10925300000.0,10924700000.0,10276800000.0,10090400000.0
Other Current Liab,4205300000.0,4392200000.0,3906900000.0,4235600000.0
Total Assets,202558700000.0,185026000000.0,109387200000.0,105922100000.0
Common Stock,921600000.0,921600000.0,631100000.0,631100000.0
Other Current Assets,1035100000.0,1287000000.0,3243500000.0,2539700000.0
Retained Earnings,75728300000.0,70736800000.0,68352800000.0,65387400000.0
Other Liab,8577300000.0,5202100000.0,3203500000.0,2990100000.0
Good Will,75965700000.0,73338300000.0,37850700000.0,37235000000.0
Treasury Stock,4386500000.0,2181500000.0,722500000.0,687000000.0
Other Assets,6217000000.0,6298900000.0,5001300000.0,5804700000.0
Cash,20419900000.0,11216700000.0,9670200000.0,9334900000.0
Total Current Liabilities,30944600000.0,19786000000.0,14699400000.0,15965700000.0
Deferred Long Term Asset Charges,380500000.0,295600000.0,580400000.0,1317700000.0
Short Long Term Debt,5063000000.0,962600000.0,313800000.0,121200000.0
Other Stockholder Equity,4386500000.0,2181500000.0,722500000.0,687000000.0
Property Plant Equipment,17022500000.0,15885200000.0,12221000000.0,8692300000.0
Total Current Assets,70486300000.0,56820600000.0,45479700000.0,45350100000.0
Long Term Investments,4827300000.0,4893000000.0,6045000000.0,5937200000.0
Net Tangible Assets,41339500000.0,37020300000.0,32676700000.0,30178200000.0
Short Term Investments,10419200000.0,5030400000.0,772400000.0,3099400000.0
Net Receivables,12260300000.0,13246700000.0,9863400000.0,10207700000.0
Long Term Debt,2875400000.0,8045000000.0,7890600000.0,6559900000.0
Inventory,22491600000.0,17120300000.0,16098600000.0,14483100000.0
Accounts Payable,16254700000.0,9439900000.0,6649000000.0,7057300000.0
