,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,59400000.0,20100000.0,29100000.0,24200000.0
Capital Surplus,17210900000.0,17210900000.0,17210900000.0,17210900000.0
Total Liab,2151174300000.0,1986524300000.0,1843744100000.0,1569151000000.0
Total Stockholder Equity,206014300000.0,182648700000.0,163308200000.0,143111800000.0
Minority Interest,27100000.0,24400000.0,21900000.0,18800000.0
Other Current Liab,165500000.0,78500000.0,79700000.0,78200000.0
Total Assets,2357215700000.0,2169197400000.0,2007074200000.0,1712281600000.0
Common Stock,1009300000.0,1009300000.0,1009300000.0,1009300000.0
Other Current Assets,2383700000.0,10797000000.0,4611100000.0,5008100000.0
Retained Earnings,185536900000.0,164194100000.0,144803800000.0,124798500000.0
Other Liab,4478700000.0,7889600000.0,3706400000.0,3628100000.0
Good Will,2100000.0,2100000.0,2100000.0,2100000.0
Treasury Stock,2257200000.0,234400000.0,284200000.0,93100000.0
Other Assets,10014600000.0,5263500000.0,5733500000.0,4537200000.0
Cash,13318700000.0,13693000000.0,28028500000.0,19153500000.0
Total Current Liabilities,856821000000.0,781738200000.0,691134500000.0,496188600000.0
Deferred Long Term Asset Charges,9186900000.0,5262800000.0,5617100000.0,4496500000.0
Short Long Term Debt,456301800000.0,429919100000.0,393152600000.0,290048400000.0
Other Stockholder Equity,2257200000.0,234400000.0,284200000.0,93100000.0
Property Plant Equipment,2820600000.0,2951300000.0,1671500000.0,1295700000.0
Total Current Assets,2319744500000.0,2142284400000.0,1986632200000.0,1696857200000.0
Long Term Investments,24574500000.0,18676000000.0,13005800000.0,9565200000.0
Net Tangible Assets,205952800000.0,182626500000.0,163277000000.0,143085500000.0
Net Receivables,2282120700000.0,2080818300000.0,1930555200000.0,1661742100000.0
Long Term Debt,1288956400000.0,1195907800000.0,1148903200000.0,1069334300000.0
Accounts Payable,185682700000.0,126967400000.0,78186200000.0,68227300000.0
