,2021-03-31,2020-03-31,2019-03-31,2018-03-31
Intangible Assets,17820000000.0,6840000000.0,5490000000.0,4080000000.0
Capital Surplus,54170000000.0,54170000000.0,54170000000.0,54170000000.0
Total Liab,1021720000000.0,957960000000.0,805690000000.0,644840000000.0
Total Stockholder Equity,467640000000.0,365990000000.0,347950000000.0,279980000000.0
Minority Interest,-6190000000.0,-5750000000.0,-4500000000.0,-4640000000.0
Other Current Liab,111220000000.0,81600000000.0,58720000000.0,34800000000.0
Total Assets,1483170000000.0,1318200000000.0,1149140000000.0,920180000000.0
Common Stock,2410000000.0,2400000000.0,2400000000.0,2410000000.0
Other Current Assets,13860000000.0,16420000000.0,15250000000.0,16160000000.0
Retained Earnings,340150000000.0,265080000000.0,236350000000.0,178090000000.0
Other Liab,71460000000.0,55610000000.0,89050000000.0,37970000000.0
Good Will,3360000000.0,4150000000.0,8400000000.0,7070000000.0
Treasury Stock,70910000000.0,44340000000.0,55030000000.0,45310000000.0
Other Assets,62810000000.0,49120000000.0,49980000000.0,38600000000.0
Cash,119430000000.0,39660000000.0,55810000000.0,5820000000.0
Total Current Liabilities,432990000000.0,436880000000.0,420080000000.0,289640000000.0
Short Long Term Debt,93560000000.0,73850000000.0,119370000000.0,52770000000.0
Other Stockholder Equity,70910000000.0,44340000000.0,55030000000.0,45310000000.0
Property Plant Equipment,951060000000.0,879530000000.0,731440000000.0,626830000000.0
Total Current Assets,358520000000.0,364780000000.0,335550000000.0,231920000000.0
Long Term Investments,89600000000.0,13780000000.0,18280000000.0,11680000000.0
Net Tangible Assets,446460000000.0,355000000000.0,334060000000.0,268830000000.0
Short Term Investments,6470000000.0,81830000000.0,5970000000.0,6090000000.0
Net Receivables,74360000000.0,86860000000.0,110830000000.0,76500000000.0
Long Term Debt,497880000000.0,448030000000.0,279590000000.0,301630000000.0
Inventory,142490000000.0,137730000000.0,145480000000.0,125940000000.0
Accounts Payable,152430000000.0,179180000000.0,161590000000.0,159440000000.0
Deferred Long Term Asset Charges,,,1170000000.0,480000000.0
